,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,778433076.00,756921339.90,879209269.87,857078638.67,880310267.45,734077769.23,798108108.71,878841350.04,714358552.34,498310441.60,251975472.44,731636692.37,566402180.14,682158885.33,754870084.78,787785691.43,634653759.94,659872137.83,672377430.65,616276357.63,602430452.00,708815574.42,802196997.03,1093073594.98,1360881519.30,887233679.78,560695527.33,803309412.61,763583884.57,914909217.20,784798578.08,795144756.84,930611914.07,1012189104.90,909961921.82,986150782.36,1205378928.47,1156446812.51,451722448.51,405917135.95,411633917.93,640787904.05,744761038.30,628692454.62,715460784.94,498855018.69,488322467.64,444516341.90,426839731.37,492949467.71,476000996.36,422492733.97,237315679.31,359845310.36,185523049.33,85699931.75,120811626.25,246349313.04,195020950.55,165284000.38,101687697.99,121941760.73,161404112.61,176102101.52,183873087.41,177198844.90,233021926.18,232277303.10,244314834.28,234764640.44,71873105.03,104994681.63,88142293.53,76337966.90,122821040.42,154540675.31,73757341.60,58842892.17,67416249.33,195553984.87,0,26651649.00,19745560.00,8059678.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191400.00,191400.00,191400.00,0,4323553.44,4290796.06,4257543.89,4208402.26,4182214.58,4122371.09,4106632.37,4000000.00,4000000.00,4000000.00,18699924.00,19000000.00,15000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,68428718.03,78179485.24,102708805.36,119529742.51,71896917.12,95894488.42,122834306.53,209830731.93,0,222238099.38,0,185981014.10,0,263824633.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,15731302.24,24358777.47,45548755.05,72062502.43,28104181.34,49257243.97,80087983.50,167020265.95,192630027.59,166927796.75,141513766.37,129434037.65,134776894.30,161772246.18,113908054.07,194904176.99,243903730.03,253025625.12,188479021.82,289497973.29,200604163.29,128503617.64,110320324.91,119947454.20,85443156.99,42816318.36,98560291.22,137985829.44,87890436.86,71645614.86,63635627.00,81976305.04,99590009.64,42600557.19,43651683.99,70152468.50,61836425.05,40006704.97,71350185.00,66859893.50,42704726.54,29479842.60,29657000.00,16473259.70,23687486.40,15661962.27,28967258.80,52951828.67,56157894.31,13892914.60,7360466.03,11718383.15,12835556.68,5478845.40,3606000.00,5577161.75,19785199.15,21781618.30,16765060.00,3756126.78,1410000.00,9268425.00,3677200.00,1803684.26,2252828.70,3723400.00,1300000.00,12940000.00,428400.00,1312412.69,330000.00,0,0,3000000.00,0,3827000.00,0,1400000.00,4030337.20,1958580.00,0,0,0,0,0.0
7,应收账款,52697415.79,53820707.77,57160050.31,47467240.08,43792735.78,46637244.45,42746323.03,42810465.98,44048150.60,55310302.63,67792237.66,56546976.45,67962080.94,102052387.58,126042934.78,218670021.09,336864138.08,85045825.26,135547770.50,73251824.11,117603226.66,63164474.29,73571347.68,76995253.79,76424719.86,63232871.59,63188380.66,49146524.54,59727613.99,53917397.60,45841358.99,28164456.62,39463649.77,29646872.09,26839840.07,15738519.18,14079032.03,11708341.17,15527780.25,13815282.04,22606745.87,16040927.43,7531758.16,28173298.35,72881247.75,27174217.26,10159756.54,5820870.33,9052390.19,6634516.04,11886846.80,13716810.07,6275388.29,13163459.12,9624428.22,5222236.87,23842102.60,4874004.05,16511687.48,3708843.97,6666279.16,4612384.31,10576208.42,4873958.72,4896745.97,4148430.07,7484246.04,3243509.46,7293006.90,5249195.76,5874228.75,1642156.75,1310874.27,1590790.10,4030996.82,2278254.92,954116.23,9931113.06,20370162.88,13196266.44,0,13864465.00,1053789.00,2791099.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
