,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20060331,20051231,20050930,20050630,20041231,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,760185000000.00,781601000000.00,802956000000.00,785123000000.00,840171000000.00,862661000000.00,917282000000.00,908273000000.00,938571000000.00,950286000000.00,963575000000.00,1010524000000.00,991435000000.00,957192000000.00,1040308000000.00,883002000000.00,920228000000.00,939642000000.00,1111252000000.00,942249000000.00,938055000000.00,932196000000.00,932763000000.00,851479000000.00,896556000000.00,867035000000.00,881583000000.00,852057000000.00,816846000000.00,823680000000.00,758030000000.00,732417000000.00,736999000000.00,723420000000.00,657510000000.00,604622000000.00,586554000000.00,498537000000.00,494687000000.00,425104000000.00,434996000000.00,407035000000.00,409312000000.00,355359000000.00,362180000000.00,333885000000.00,316748000000.00,279101000000.00,259698000000.00,350439000000.00,229101000000.00,195163000000.00,253191000000.00,162074000000.00,133201000000.00,140031000000.00,126726000000.00,133193000000.00,128376000000.00,112590216000.00,83272325000.00,99565323239.03,0.0
3,存放同业款项,136655000000.00,162245000000.00,150340000000.00,142135000000.00,163646000000.00,136532000000.00,153428000000.00,173724000000.00,144425000000.00,144617000000.00,172483000000.00,182838000000.00,179953000000.00,155237000000.00,161395000000.00,153554000000.00,178087000000.00,146854000000.00,177295000000.00,158381000000.00,174261000000.00,168414000000.00,122997000000.00,113131000000.00,97415000000.00,165437000000.00,134822000000.00,156081000000.00,172322000000.00,150479000000.00,287597000000.00,139607000000.00,96605000000.00,48324000000.00,52737000000.00,22296000000.00,37223000000.00,32294000000.00,32247000000.00,41260000000.00,68037000000.00,67930000000.00,85315000000.00,133259000000.00,115739000000.00,55529000000.00,39067000000.00,44880000000.00,36367000000.00,38354000000.00,77755000000.00,128273000000.00,36614000000.00,135680000000.00,163777000000.00,34410000000.00,133109000000.00,139041000000.00,8925000000.00,14464728000.00,4209720000.00,59787424423.94,0.0
4,拆出资金,496278000000.00,568437000000.00,595946000000.00,528654000000.00,564778000000.00,524106000000.00,523556000000.00,517358000000.00,570766000000.00,552635000000.00,511475000000.00,438515000000.00,467791000000.00,421560000000.00,408711000000.00,368977000000.00,356812000000.00,421320000000.00,306237000000.00,281019000000.00,172318000000.00,172048000000.00,249860000000.00,226094000000.00,197057000000.00,218728000000.00,192549000000.00,164689000000.00,153787000000.00,176846000000.00,133936000000.00,147599000000.00,148726000000.00,93088000000.00,94062000000.00,75714000000.00,79610000000.00,81710000000.00,59557000000.00,61101000000.00,43297000000.00,65849000000.00,84399000000.00,106977000000.00,89539000000.00,66947000000.00,54156000000.00,65355000000.00,47946000000.00,94026000000.00,134182000000.00,0,51170000000.00,0,0,57228000000.00,0,0,49342000000.00,51075585000.00,49922844000.00,0,0.0
5,贵金属,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,交易性金融资产,406498000000.00,417667000000.00,449304000000.00,445778000000.00,376386000000.00,314949000000.00,315412000000.00,297643000000.00,227030000000.00,192606000000.00,196932000000.00,211891000000.00,179221000000.00,185227000000.00,175436000000.00,151025000000.00,138999000000.00,145502000000.00,172522000000.00,132338000000.00,105702000000.00,77940000000.00,77619000000.00,66207000000.00,59083000000.00,53425000000.00,42662000000.00,42639000000.00,45683000000.00,36587000000.00,37687000000.00,48249000000.00,42837000000.00,39964000000.00,41596000000.00,37806000000.00,41312000000.00,37190000000.00,41904000000.00,32553000000.00,26884000000.00,29963000000.00,39335000000.00,22120000000.00,22280000000.00,27512000000.00,27703000000.00,18193000000.00,17003000000.00,15746000000.00,14241000000.00,18560000000.00,12602000000.00,4541000000.00,3084000000.00,2928000000.00,3035000000.00,2934000000.00,2276000000.00,28993955000.00,10029023000.00,16230901174.04,0.0
7,衍生金融工具资产,20937000000.00,33274000000.00,19676000000.00,24352000000.00,30730000000.00,41212000000.00,31523000000.00,48193000000.00,34007000000.00,29758000000.00,22871000000.00,20955000000.00,37223000000.00,13721000000.00,20576000000.00,19738000000.00,34310000000.00,51382000000.00,13705000000.00,13033000000.00,10656000000.00,6782000000.00,7946000000.00,9195000000.00,14227000000.00,10942000000.00,10584000000.00,8464000000.00,6478000000.00,4671000000.00,4739000000.00,3753000000.00,5585000000.00,5378000000.00,4420000000.00,4502000000.00,4731000000.00,4194000000.00,3079000000.00,2601000000.00,2370000000.00,2518000000.00,2774000000.00,3488000000.00,4656000000.00,4930000000.00,4425000000.00,4165000000.00,2337000000.00,1291000000.00,957000000.00,0,392000000.00,0,0,0,0,0,0,0,0,0,0.0
8,买入返售金融资产,15555000000.00,21579000000.00,40496000000.00,108380000000.00,119643000000.00,47711000000.00,56324000000.00,116812000000.00,67277000000.00,86273000000.00,170817000000.00,75150000000.00,68043000000.00,127573000000.00,81387000000.00,58308000000.00,76292000000.00,152070000000.00,169159000000.00,163635000000.00,178454000000.00,155447000000.00,249851000000.00,219605000000.00,271957000000.00,152661000000.00,190833000000.00,250249000000.00,194854000000.00,188348000000.00,236790000000.00,240350000000.00,197909000000.00,136461000000.00,227756000000.00,201756000000.00,146143000000.00,147832000000.00,171925000000.00,163983000000.00,111337000000.00,99432000000.00,168102000000.00,150214000000.00,126233000000.00,78710000000.00,135156000000.00,86481000000.00,72961000000.00,57808000000.00,62175000000.00,0,31288000000.00,0,0,70705000000.00,0,0,29422000000.00,33643470000.00,42527627000.00,0,0.0
9,应收利息,0,0,0,0,0,55316000000.00,54180000000.00,58216000000.00,54561000000.00,49994000000.00,48855000000.00,51809000000.00,47803000000.00,40970000000.00,40413000000.00,43156000000.00,41533000000.00,38978000000.00,32246000000.00,31036000000.00,34790000000.00,34459000000.00,33447000000.00,30801000000.00,29809000000.00,26622000000.00,26239000000.00,25785000000.00,24225000000.00,23640000000.00,22458000000.00,22238000000.00,19773000000.00,17723000000.00,16649000000.00,17553000000.00,15149000000.00,13477000000.00,13447000000.00,15116000000.00,12887000000.00,13130000000.00,12389000000.00,13253000000.00,11535000000.00,11430000000.00,10963000000.00,11114000000.00,9256000000.00,7489000000.00,7267000000.00,0,6104000000.00,0,0,5021000000.00,0,0,3845000000.00,2474493000.00,2336330000.00,0,0.0
10,发放贷款及垫款,5318923000000.00,5206687000000.00,5145726000000.00,5068189000000.00,4868423000000.00,4852048000000.00,4793965000000.00,4704065000000.00,4456914000000.00,4413491000000.00,4370147000000.00,4343741000000.00,4102959000000.00,4023430000000.00,3983756000000.00,3889728000000.00,3722006000000.00,3727130000000.00,3709152000000.00,3592651000000.00,3431735000000.00,3479148000000.00,3433769000000.00,3309896000000.00,3266368000000.00,3217767000000.00,3201417000000.00,3160258000000.00,2947299000000.00,2868550000000.00,2805920000000.00,2704605000000.00,2561750000000.00,2507583000000.00,2433056000000.00,2344164000000.00,2236927000000.00,2174872000000.00,2070568000000.00,2000007000000.00,1839314000000.00,1806455000000.00,1729218000000.00,1606452000000.00,1328590000000.00,1297582000000.00,1242297000000.00,1174420000000.00,1104460000000.00,1106431000000.00,1130710000000.00,1005735000000.00,924284000000.00,901055000000.00,0,0,752408000000.00,739584000000.00,0,219174465000.00,170318528000.00,141916569480.61,0.0
11,代理业务资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,可供出售金融资产,0,0,0,0,0,0,0,0,402138000000.00,413556000000.00,393938000000.00,384465000000.00,342755000000.00,304323000000.00,295075000000.00,282779000000.00,264739000000.00,253293000000.00,236787000000.00,214424000000.00,210016000000.00,226217000000.00,229447000000.00,227504000000.00,220397000000.00,225504000000.00,231505000000.00,207263000000.00,203752000000.00,193661000000.00,207297000000.00,190561000000.00,183336000000.00,172978000000.00,195742000000.00,180617000000.00,161534000000.00,153819000000.00,151501000000.00,147293000000.00,131568000000.00,168411000000.00,165866000000.00,145527000000.00,141484000000.00,146127000000.00,144123000000.00,137877000000.00,145984000000.00,142441000000.00,149415000000.00,125242000000.00,336775000000.00,319313000000.00,302782000000.00,0,256962000000.00,217246000000.00,0,0,0,0,0.0
13,持有至到期投资,0,0,1978430000000.00,2009221000000.00,2000505000000.00,0,0,0,1511375000000.00,1479200000000.00,1449859000000.00,1413756000000.00,1407449000000.00,1305974000000.00,1205326000000.00,1015120000000.00,933683000000.00,843374000000.00,746943000000.00,647438000000.00,635570000000.00,639463000000.00,653404000000.00,666618000000.00,670615000000.00,661468000000.00,652666000000.00,640977000000.00,598615000000.00,604837000000.00,558516000000.00,568051000000.00,544761000000.00,549373000000.00,556779000000.00,561632000000.00,563721000000.00,572640000000.00,553052000000.00,512272000000.00,509179000000.00,517647000000.00,490184000000.00,383921000000.00,367878000000.00,361912000000.00,353723000000.00,348646000000.00,326953000000.00,304471000000.00,251963000000.00,248967000000.00,0,0,0,720000000.00,0,0,708000000.00,106124555000.00,92581364000.00,0,0.0
14,长期股权投资,4600000000.00,4457000000.00,4384000000.00,3790000000.00,3653000000.00,3581000000.00,3379000000.00,3419000000.00,3357000000.00,3363000000.00,3300000000.00,749000000.00,714000000.00,652000000.00,623000000.00,589000000.00,577000000.00,599000000.00,537000000.00,518000000.00,547000000.00,435000000.00,1255000000.00,1224000000.00,1200000000.00,1169000000.00,1166000000.00,1160000000.00,1158000000.00,1155000000.00,1154000000.00,1056000000.00,1054000000.00,756000000.00,756000000.00,636000000.00,636000000.00,526000000.00,526000000.00,526000000.00,526000000.00,526000000.00,526000000.00,526000000.00,526000000.00,470000000.00,470000000.00,470000000.00,470000000.00,90000000.00,90000000.00,0,95000000.00,0,0,1440000000.00,0,0,1016000000.00,1811947000.00,1488392000.00,74453887211.98,0.0
15,应收投资款项,0,0,0,0,0,0,0,0,387733000000.00,397210000000.00,410429000000.00,398746000000.00,385020000000.00,351773000000.00,341771000000.00,338975000000.00,323679000000.00,295589000000.00,265758000000.00,256835000000.00,211588000000.00,159033000000.00,147764000000.00,122592000000.00,119726000000.00,56975000000.00,48583000000.00,30640000000.00,30395000000.00,28565000000.00,27353000000.00,26652000000.00,28256000000.00,19383000000.00,18364000000.00,30909000000.00,42617000000.00,48491000000.00,80061000000.00,105868000000.00,107604000000.00,94978000000.00,82318000000.00,91803000000.00,91006000000.00,0,0,0,0,0,0,57908000000.00,0,44463000000.00,27938000000.00,0,29444000000.00,30516000000.00,0,0,0,0,0.0
16,固定资产合计,171179000000.00,169001000000.00,165727000000.00,159464000000.00,153286000000.00,147249000000.00,140056000000.00,134395000000.00,132492000000.00,125781000000.00,121666000000.00,116600000000.00,114425000000.00,104180000000.00,98170000000.00,94002000000.00,90393000000.00,84352000000.00,75828000000.00,71735000000.00,69767000000.00,70364000000.00,61241000000.00,59237000000.00,57179000000.00,52204000000.00,48734000000.00,48575000000.00,45536000000.00,41859000000.00,38449000000.00,37560000000.00,37017000000.00,35319000000.00,34375000000.00,34059000000.00,33911000000.00,30562000000.00,30440000000.00,29676000000.00,29878000000.00,28855000000.00,28572000000.00,28409000000.00,28396000000.00,26777000000.00,25595000000.00,25282000000.00,25368000000.00,23874000000.00,21405000000.00,26059000000.00,21289000000.00,24630000000.00,24769000000.00,20668000000.00,23329000000.00,23575000000.00,19700000000.00,18987756000.00,13617387000.00,9458527674.63,0.0
17,无形资产,3304000000.00,3082000000.00,3073000000.00,3131000000.00,3178000000.00,3089000000.00,3092000000.00,3235000000.00,3162000000.00,2489000000.00,2378000000.00,2275000000.00,2188000000.00,2146000000.00,2181000000.00,2100000000.00,2059000000.00,1976000000.00,2012000000.00,1990000000.00,1707000000.00,1602000000.00,1619000000.00,1599000000.00,1461000000.00,1456000000.00,1497000000.00,1526000000.00,1363000000.00,1206000000.00,1096000000.00,1115000000.00,1165000000.00,1098000000.00,1089000000.00,1224000000.00,1221000000.00,1233000000.00,1086000000.00,1116000000.00,1151000000.00,1255000000.00,1306000000.00,1339000000.00,1367000000.00,1403000000.00,1394000000.00,1359000000.00,1258000000.00,1282000000.00,1227000000.00,0,1309000000.00,0,0,338000000.00,0,0,375000000.00,578982000.00,512563000.00,810807570.41,0.0
18,商誉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,递延税款借项,24065000000.00,25268000000.00,23125000000.00,25554000000.00,21975000000.00,24627000000.00,26278000000.00,27086000000.00,16456000000.00,17450000000.00,16331000000.00,15306000000.00,12567000000.00,14872000000.00,15564000000.00,16976000000.00,16684000000.00,17576000000.00,15936000000.00,15492000000.00,16077000000.00,15347000000.00,14409000000.00,14906000000.00,17224000000.00,14971000000.00,13194000000.00,11407000000.00,12501000000.00,11777000000.00,10208000000.00,7762000000.00,7926000000.00,8732000000.00,7259000000.00,6936000000.00,7341000000.00,6480000000.00,5704000000.00,5244000000.00,5821000000.00,5350000000.00,4106000000.00,3468000000.00,4147000000.00,2906000000.00,3136000000.00,3015000000.00,3800000000.00,3220000000.00,3062000000.00,2070000000.00,4504000000.00,1724000000.00,807000000.00,1631000000.00,939000000.00,2109000000.00,6499000000.00,11926937000.00,11309894000.00,0,0.0
20,投资性房地产,7894000000.00,7975000000.00,7949000000.00,7892000000.00,7899000000.00,8043000000.00,8058000000.00,8039000000.00,8217000000.00,8769000000.00,8758000000.00,8797000000.00,8762000000.00,8724000000.00,6021000000.00,5878000000.00,5634000000.00,5581000000.00,7291000000.00,7314000000.00,7276000000.00,198000000.00,196000000.00,195000000.00,194000000.00,195000000.00,190000000.00,187000000.00,182000000.00,174000000.00,169000000.00,163000000.00,196000000.00,195000000.00,193000000.00,182000000.00,141000000.00,141000000.00,136000000.00,133000000.00,124000000.00,112000000.00,104000000.00,90000000.00,109000000.00,123000000.00,136000000.00,136000000.00,136000000.00,143000000.00,141000000.00,0,142000000.00,0,0,0,0,0,0,0,0,0,0.0
