,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,887572125.76,864256143.93,790703309.10,1083286482.74,915946163.19,1536435400.85,1133300027.73,1938223196.41,1524391913.59,2081252122.26,2763732087.75,2327580998.84,2878005097.45,886299225.18,1002525471.92,1540956775.37,806376363.82,973926559.01,1370087606.67,1738745309.13,1292768312.38,1233189440.20,1685162140.06,1333060032.74,1059222815.99,1324084303.86,1813464075.20,780419871.08,665375333.61,665362082.87,896562735.74,997628571.16,1141120705.87,608944633.64,633770949.16,820376512.58,708972351.38,849604945.25,822653283.58,770972123.15,784338378.86,680286617.50,704698466.86,881022926.55,820158290.57,710289954.26,399974257.84,661410084.89,533725787.05,170659101.53,127257252.07,263237778.07,163839353.98,169090545.72,140551480.77,335705907.59,203572509.24,288562314.47,285327631.95,412784420.31,263621252.84,460282846.20,27269797.52,84024218.80,78287090.41,15670294.83,0.0
3,交易性金融资产,967878177.69,979968479.49,959396560.46,3534911.70,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,25000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156390.00,0,4411190.83,5748375.05,47763811.75,8448005.55,9834815.61,9772931.23,10084879.13,30612996.29,35771079.64,248749383.39,107526382.29,101514199.96,71395479.34,124715215.24,116181723.40,43829206.77,36239150.16,105872251.93,165158933.77,114588758.86,118221283.50,88427302.07,58678185.75,79447000.00,0,0,0,1480037.88,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1940839608.51,1938756240.69,1882110643.99,2089444919.53,2739665726.65,2704106719.33,2508966917.04,3137308556.11,0,2527167901.87,0,2604639536.72,0,1800451710.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,12097938.68,27497848.75,63872736.84,73701319.78,30850288.21,54973556.48,153195061.66,207243157.71,166172109.29,79449765.89,96679074.94,331118750.07,48644892.85,48755626.80,45036139.22,73377351.89,65828436.68,85859169.24,83488628.36,57684318.55,73560768.85,72627873.64,65841820.52,116419143.06,102598990.04,108570987.61,128588161.80,183534910.93,74850458.77,52152657.57,127272751.74,133839123.36,94186994.20,150155101.72,189242040.68,123733569.81,117182260.10,99204585.83,168969107.41,81476496.09,161278247.00,250377770.58,252555028.03,230592304.97,50361397.46,178505844.11,241368802.83,245883565.66,221768751.13,163844694.54,181679158.99,177361593.12,239234278.24,228670150.11,252526385.22,56402492.06,120122006.70,64365988.45,62291806.56,96199662.77,89469609.39,56040221.27,38996238.60,29306296.95,13310134.80,6372312.00,0.0
7,应收账款,1928741669.83,1911258391.94,1818237907.15,2015743599.75,2708815438.44,2649133162.85,2355771855.38,2930065398.40,2664950792.86,2447718135.98,2134679561.74,2273520786.65,1775577888.70,1751696083.70,1773250395.89,1878579269.85,1949138378.06,1743664833.75,1508693425.11,1649312260.82,1674165373.20,1835391969.52,1686118615.32,1746614625.05,1867269932.28,1960898302.94,1658984051.17,1910593072.61,1609924626.39,1597352808.56,1417117627.96,1463315211.45,1312940293.81,1137670054.32,997995887.08,955567316.55,846194154.04,733123539.90,732502458.94,640179391.64,598824401.65,466857449.45,368666943.39,341750830.70,339617586.72,328304146.04,275395114.30,252577507.00,331971287.19,321773945.29,199131239.28,174745400.00,150803856.57,213431415.03,174808502.04,151873958.09,208038281.44,209965277.18,172756254.51,208529728.78,202910233.40,203356654.97,210692217.78,170300124.60,183518455.03,136784136.86,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
