,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1124713083.91,930780766.67,964421554.85,1082857515.26,1225432203.33,803315551.75,794355522.93,694109896.93,822696180.76,777990966.43,917662756.42,854585728.06,1003652081.35,751175343.68,721657363.42,442734219.13,715535394.53,760983288.19,110671653.61,85983998.25,248813609.99,73753795.15,96753913.40,92432876.42,69457465.25,108169362.92,76137682.39,106252368.98,209332589.58,87557544.57,60759570.37,122421462.01,173751712.15,65033650.49,49576992.92,105004515.84,184866263.08,118695733.67,207142807.83,101927733.26,129186148.48,144461336.05,73938427.88,188906909.84,215364765.39,208514711.74,131898473.14,184741653.52,123609463.03,89486498.48,122650475.57,97967809.01,269242954.01,47234602.16,17768051.78,60578700.93,180804751.57,122462985.48,16827333.95,98588417.44,178328636.78,67814621.75,64527809.05,201923034.92,177076142.66,110293363.84,110612253.71,153535773.72,137879496.58,146478958.77,252407806.37,256056852.69,261213169.75,248160542.15,234986730.36,39764729.42,102147671.41,21359354.07,234679317.63,35157292.43,18820112.43,19173089.65,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,34116318.44,75078486.51,174859453.67,283071960.68,319741671.13,296425253.76,298446139.71,342766965.53,302344743.54,0,0,0,0,0,0,0,0,0,45251465.65,33846519.64,0,58751514.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1480000.00,20770400.30,123165244.06,237781983.17,279024112.06,250578915.94,264580449.79,297142482.92,259440314.78,229319250.92,186958613.85,220725176.38,188597454.53,180358126.69,165401268.25,202184658.74,239279456.10,245702627.96,8207608.75,6771393.30,19872517.63,28072637.34,24264081.07,25081585.73,41372959.95,51736438.03,45728788.75,23816852.50,5873289.11,7418381.29,2657916.82,4000000.00,3967934.07,2541955.42,1379721.39,302323.73,3183769.52,3735991.58,1632768.74,744279.51,789332.74,288856.42,10443020.79,2592379.16,2346542.44,1303386.38,1514604.08,1813210.75,3704371.30,6547319.55,9094265.02,7016507.05,11335707.91,10440952.43,1500000.00,6032279.90,0,719553.60,4363985.10,221000.00,0,0,0,0,350000.00,0,0,0,0,0,4500000.00,0,0,0,0,2000000.00,0,1218774.00,0,0,0,0,0.0
7,应收账款,32636318.44,54308086.21,51694209.61,45289977.51,40717559.07,45846337.82,33865689.92,45624482.61,42904428.76,58938447.05,64898663.76,52003044.96,65382316.89,73933561.00,96102047.06,67332766.22,51425935.17,61650153.25,37043856.90,27075126.34,29817870.37,30678877.29,28122351.86,34952684.71,27096609.36,27171336.02,33176170.82,32257502.34,46141196.84,49462921.82,47445231.04,26904021.59,29979292.27,77784545.77,79048397.65,79958352.78,63821115.57,57421836.61,65017554.91,46352093.00,45041862.05,50712079.31,52879364.99,59624387.13,63606440.17,69713518.17,64963539.66,85544642.55,64954980.21,95556174.82,85573932.44,87792090.13,83755645.03,103538198.94,71937872.52,73037948.73,88183753.04,94144109.41,89141708.07,88388439.34,75512356.01,66715779.06,54624648.97,62021188.28,82049249.45,71811835.61,64959802.32,67874956.16,85994658.25,50170667.16,76517302.50,88446822.12,93187434.50,157511080.32,133781721.05,276141099.57,246873289.50,219430556.02,138229877.34,188835525.26,158319758.32,80659045.14,0.0
8,应收款项融资,95769072.68,143647550.98,187274802.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
