,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20091231,20081231,20071231,20061231,20051231,20031231,20021231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,364340000000.00,349976000000.00,378356000000.00,355062000000.00,366575000000.00,341493000000.00,376711000000.00,363316000000.00,353703000000.00,354702000000.00,345530000000.00,360597000000.00,381620000000.00,357017000000.00,389003000000.00,369353000000.00,326735000000.00,351074000000.00,344523000000.00,347905000000.00,354185000000.00,350266000000.00,340394000000.00,332222000000.00,312643000000.00,325432000000.00,311708000000.00,306905000000.00,285478000000.00,277262715000.00,269933833000.00,252328760000.00,228665753000.00,217215897000.00,212944928000.00,196353907000.00,185744693000.00,160474603000.00,142764012000.00,137372175000.00,100284457000.00,120638581000.00,57894522000.00,53149559000.00,47582003000.00,33634150000.00,34311533468.00,744839370.00,0.0
3,存放同业款项,31358000000.00,50559000000.00,63904000000.00,73119000000.00,41005000000.00,28184000000.00,24024000000.00,29062000000.00,44754000000.00,75627000000.00,117919000000.00,170216000000.00,232630000000.00,169081000000.00,168085000000.00,136338000000.00,86311000000.00,121414000000.00,53974000000.00,59546000000.00,40316000000.00,54291000000.00,66052000000.00,61013000000.00,67153000000.00,55231000000.00,73870000000.00,53622000000.00,47019000000.00,56102239000.00,49045338000.00,59061843000.00,105262951000.00,95018047000.00,62372800000.00,48812062000.00,53274794000.00,91257576000.00,53989708000.00,100583051000.00,59404985000.00,15376392000.00,16674319000.00,29346707000.00,8365349000.00,8515528000.00,13112164829.00,9666204775.00,0.0
4,拆出资金,60270000000.00,73460000000.00,67307000000.00,67299000000.00,96685000000.00,137521000000.00,151800000000.00,142226000000.00,148816000000.00,83497000000.00,144086000000.00,157097000000.00,126305000000.00,134805000000.00,120293000000.00,117558000000.00,132361000000.00,113495000000.00,75370000000.00,73243000000.00,132733000000.00,149149000000.00,196176000000.00,156561000000.00,124291000000.00,119604000000.00,137060000000.00,142478000000.00,135979000000.00,127910611000.00,110392110000.00,114861816000.00,81745623000.00,40826473000.00,47224286000.00,52042667000.00,23833093000.00,39370414000.00,25160545000.00,9061314000.00,19552478000.00,12646578000.00,13127848000.00,6325173000.00,3120688000.00,7135148000.00,2251633768.00,3297431833.00,0.0
5,贵金属,10826000000.00,15726000000.00,23184000000.00,21718000000.00,23628000000.00,25727000000.00,27722000000.00,40053000000.00,40352000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248000.00,2248000.00,2248000.00,2248000.00,2248000.00,2248256.00,2248256.00,0.0
6,交易性金融资产,211406000000.00,207828000000.00,169571000000.00,158096000000.00,222737000000.00,245659000000.00,258970000000.00,268050000000.00,24196000000.00,21965000000.00,20804000000.00,16968000000.00,7834000000.00,12132000000.00,13249000000.00,12962000000.00,5637000000.00,8604000000.00,9901000000.00,5908000000.00,4377000000.00,10381000000.00,9061000000.00,10536000000.00,12490000000.00,29907000000.00,31779000000.00,28089000000.00,29453000000.00,32639714000.00,36679540000.00,80780034000.00,22726633000.00,14609679000.00,22549078000.00,19997071000.00,22397117000.00,29135492000.00,20638967000.00,10401474000.00,12668171000.00,7508610000.00,1205626000.00,6688040000.00,12899114000.00,11307138000.00,748655491.00,0,0.0
7,衍生金融工具资产,13805000000.00,25630000000.00,10859000000.00,13896000000.00,15212000000.00,14970000000.00,10195000000.00,6854000000.00,4513000000.00,4508000000.00,2142000000.00,3090000000.00,4950000000.00,1155000000.00,1998000000.00,1513000000.00,1625000000.00,1347000000.00,1036000000.00,869000000.00,1082000000.00,1032000000.00,1188000000.00,1800000000.00,1870000000.00,1410000000.00,1560000000.00,1354000000.00,1677000000.00,2063133000.00,2101611000.00,1660065000.00,2261793000.00,2122540000.00,2520848000.00,2600649000.00,3025040000.00,2674020000.00,2458139000.00,2584579000.00,3758834000.00,1619248000.00,31402000.00,82603000.00,0,0,0,0,0.0
8,买入返售金融资产,6835000000.00,70677000000.00,67039000000.00,90757000000.00,37773000000.00,32971000000.00,62454000000.00,99877000000.00,91441000000.00,86695000000.00,97243000000.00,49398000000.00,67000000000.00,62693000000.00,52266000000.00,149869000000.00,153045000000.00,141722000000.00,214890000000.00,307393000000.00,286682000000.00,138062000000.00,185133000000.00,157162000000.00,169182000000.00,223643000000.00,181384000000.00,225349000000.00,230726000000.00,286017105000.00,349380638000.00,369609569000.00,206940906000.00,195681051000.00,225187292000.00,292722901000.00,170036997000.00,202478297000.00,234251321000.00,121295098000.00,49582387000.00,52654969000.00,38107853000.00,26698258000.00,782978000.00,1666478000.00,9202760781.00,1124097111.00,0.0
