,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,325148137.02,192195726.75,235189284.30,118651949.22,185059052.83,129756804.38,104808913.74,142909063.20,210880486.40,105195998.76,116214834.64,70692410.05,127572788.23,10065744.01,14044206.13,8343058.06,20304078.75,11092657.70,17619460.19,4808856.20,4580940.33,3237902.14,15311281.82,13803169.75,43634311.60,6203027.36,12813434.76,4344478.22,2474838.04,7054432.82,7330162.09,4609817.16,12904048.82,4273140.72,10214334.30,9583843.75,62384235.16,11593016.12,14581781.11,8648336.91,21916904.36,14940206.59,45753332.89,16459474.28,23664189.60,14300919.74,34708713.09,44419690.18,161324539.61,19699441.71,24342059.08,15207524.39,40841112.08,144886947.87,364840797.19,281448972.64,400335608.56,158520559.80,211955849.97,435899212.36,339776850.05,982590336.14,645112013.54,353921822.05,463118585.37,477695521.77,242506838.41,602555132.24,351771603.09,584275371.04,998172410.32,812747524.26,950340509.15,720076752.43,506559186.92,581843306.09,475490873.99,553698494.20,557286352.75,31173533.77,11406640.14,0,84133691.05,0,33001153.33,0,3701710.69,17005452.42,0,0,0.0
3,交易性金融资产,0,120000000.00,0,62804139.00,0,73553019.21,72382408.50,74557215.58,0,85494054.34,37081059.45,41693475.58,0,5223422.00,7076535.00,8298975.00,0,7958167.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577126.87,724587.02,724587.02,188627839.76,552840.00,300000.00,300000.00,300000.00,300000.00,0,2000000.00,3959360.00,3994327.68,2156544.87,5164944.87,7244432.77,7308530.78,7262000.00,11262000.00,77964217.99,78831901.18,67380533.81,67077503.50,72485191.55,61425080.53,75577384.57,75577384.57,315433527.88,0,0,0,0,0,0,0,0,0,0,0,0,18623160.73,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,9180162.89,27462097.84,42584286.52,32951734.51,16345202.13,38205558.71,39778403.82,27439976.33,18956330.47,0,55771094.53,0,50913085.70,0,58857813.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,1980000.00,11530000.00,8108298.50,1158298.50,3800000.00,7229564.25,7153359.57,11334275.70,3329690.26,6708088.18,8364968.77,13904329.82,7552347.00,0,0,0,150000.00,290000.00,393566.10,343566.10,530000.00,1188009.20,2729357.29,9557821.20,9709721.82,8465360.77,6602213.89,3863884.82,3844883.68,5095273.53,6221581.62,1533008.50,3015024.65,8042970.18,8792637.05,6429890.34,8839668.64,7178698.31,3210004.99,6575328.65,6870334.09,4186597.59,7492922.49,6099375.94,3712669.91,2933237.13,5699531.09,2458369.66,315328.66,1025316.94,4881015.32,423836.52,2293540.32,316370.00,0,339849.19,50000.00,290000.00,3820000.00,3073638.00,5122203.00,1467155.00,0,0,0,0,680000.00,0,400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,9180162.89,27462097.84,42584286.52,32951734.51,16345202.13,36225558.71,28248403.82,19331677.83,17798031.97,34319566.53,48541530.28,32708362.62,39578810.00,72373340.75,52149725.24,39265657.35,36368315.60,46409336.59,62086199.52,18543526.20,20987817.78,65470154.55,83241141.97,58427041.32,61670584.05,92227760.42,61260639.53,20823214.73,32526581.50,36266758.05,65820728.80,44845985.49,30774674.94,38480569.86,46975163.19,25641395.36,45988271.48,51365977.08,60193806.67,232949864.22,24330107.83,209883443.77,72987213.51,80235088.91,75193713.04,122722327.21,197673857.43,156504774.32,282483257.98,796764826.59,705347204.73,709040711.92,715146520.82,664738637.50,690740923.13,669827174.24,643079578.63,535298576.91,632865635.29,614064340.34,425593374.83,158212282.96,252291050.09,261242389.77,237463914.06,137581562.77,179399240.24,292420514.60,196903642.05,258330407.96,208980425.91,147518969.79,206938886.65,111244747.51,109567095.27,100160779.19,113978373.92,116578490.81,196333041.92,170197541.95,138066122.37,0,100832546.49,0,64251353.72,0,29226191.08,24161676.29,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
