,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1021269020.67,1074244381.80,1216080126.13,1945556008.67,328739786.45,388284851.65,435580338.24,1880682005.51,1608741802.31,1703000046.82,1889707956.07,523549730.62,135744549.18,270179974.03,290555730.28,564589428.70,344825319.42,441071808.07,586348200.93,756880309.56,257975877.07,337439046.82,359200488.74,422317335.24,303814259.56,296236910.89,312721261.19,389451547.71,261340689.99,263206754.03,283773166.87,368222224.69,242555947.56,261796479.96,258398393.62,354925178.88,238349714.73,197664640.94,211672804.53,264012942.29,219197938.17,205847323.44,234648210.25,281004542.72,225632057.85,42913554.54,117381281.19,74704425.97,63808208.38,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2056322508.78,2042684390.90,1884382006.59,1951621813.69,2095165587.52,1952165625.07,1740622680.37,1815161582.17,0,1374699431.59,0,1281151875.17,0,995820581.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,228113425.72,237797887.57,204852518.28,229064408.57,92194092.00,89580496.40,153792073.00,199067637.97,20345547.00,32497187.00,88590967.88,193277596.04,17006368.16,5490771.00,1105000.00,4077433.34,8092200.00,7240400.00,20840300.00,23921600.00,20675210.00,3824749.70,2958174.00,12050000.00,700000.00,2411485.00,1857485.00,570000.00,3493672.00,1588000.00,800000.00,10188950.00,293000.00,400000.00,0,120000.00,260000.00,500000.00,2350000.00,3389147.40,76447.40,1209440.00,0,0,0,0,0,0,0,0.0
7,应收账款,1828209083.06,1804886503.33,1679529488.31,1722557405.12,2002971495.52,1862585128.67,1586830607.37,1616093944.20,1498960251.06,1342202244.59,1041057055.57,1087874279.13,1200700897.58,990329810.06,907120296.06,854791683.04,739418489.05,675202806.54,538402079.03,599943797.02,341100530.85,332954312.99,249875097.68,250912467.50,261419105.53,240520138.35,197009172.61,209237427.53,249381235.59,229756026.72,194082078.33,186153514.15,244618642.87,191257101.20,154767776.12,128944171.62,176198187.69,143111165.99,108614264.71,109912113.30,142418303.80,106729817.37,96523572.80,102874238.04,116940288.64,119618895.43,82594002.71,80808548.94,74163245.95,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
