,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,714067654.10,232891923.22,617099483.24,556709084.15,316667878.04,352737640.96,355729444.52,321960589.82,268110804.26,514549875.05,281325468.04,612677385.79,484379105.86,480415002.53,380613079.59,538190386.80,525370936.68,573353725.71,417237985.61,585178448.89,1152845917.22,322697629.64,399737858.44,375697226.72,335928255.30,313494762.95,413876984.08,504883423.90,293343646.07,207829051.67,332923373.03,256893405.31,100126149.83,160818081.75,185522782.20,170215435.92,124569259.34,48570391.82,51016605.05,81164320.52,79940678.35,57214772.71,55675016.17,68920772.48,90718898.17,59055019.38,42004728.69,70704607.07,60274422.96,69447068.72,61305092.79,65716463.76,62609766.46,59449590.42,48999245.92,67278304.79,65126006.92,51181472.50,55427575.66,69350626.55,70481406.82,3753658.41,21057395.19,11276385.87,25445309.14,0,5013944.65,0,7107965.55,20287945.92,5099231.35,0,24640384.75,5120643.84,10795088.12,16361767.58,14390949.31,21594787.97,9868533.83,9444719.57,24540531.78,0,33345790.07,0,40724615.77,0,4601344.49,4569108.87,0,0,0.0
3,交易性金融资产,5570000.00,0,0,0,0,0,0,0,0,0,0,0,6496595.17,1890669.32,1925868.45,0,1339252.86,3322666.70,2768045.86,3254041.59,11865359.56,1311860.00,2050560.00,846897.10,610113.30,334580.22,50612.68,189649.48,204985.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00,0,300000.00,0,100000.00,100000.00,0,0,0,0,0,0,902885.58,2547661.83,5129088.66,5129088.66,5129088.66,0,4713481.98,0,4957481.98,0,4957481.98,5210646.98,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3980734201.66,4390821183.60,3161696358.65,2871430820.86,4171095492.04,4618859386.24,2979576993.82,2215740675.89,3747897595.80,0,2193239977.55,0,2703460371.95,0,1272932442.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,55823518.82,68320106.82,29449550.00,45048324.31,19487097.85,51987707.56,91799085.34,93452901.73,111430714.26,25020995.37,84650622.04,42956466.38,119646123.82,113198815.16,52261990.63,87724160.68,74736357.53,73201916.60,106466864.19,79271457.57,55985487.91,68104969.87,70793450.14,63819341.56,26427682.22,17537508.42,12816192.62,40645027.77,25733332.64,57735497.25,45653615.09,38841354.73,34095677.12,127845459.45,96956799.50,92263869.90,43018414.55,19216232.65,10273647.77,13690692.28,19783341.79,20676395.49,9448777.56,9405136.64,30989281.00,1885673.71,10941911.10,18147123.00,51941186.86,19150844.18,8176528.31,21446846.59,8924231.51,12323579.69,27306082.09,14934175.43,18271087.37,40169603.64,24980603.22,25495924.04,30629570.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,3924910682.84,4322501076.78,3132246808.65,2826382496.55,4151608394.19,4566871678.68,2887777908.48,2122287774.16,3636466881.54,2629228740.85,2108589355.51,1906945639.36,2583814248.13,1991686804.68,1220670451.78,1136798568.89,1466560479.01,1693705437.78,1546289509.02,1221326354.35,1738935848.48,1429894738.95,740736551.44,983036273.35,2013598345.51,782426847.02,441387107.80,539043643.33,1079056215.06,609664332.13,394075424.52,518663183.56,889196670.92,495430456.49,344332465.95,424449463.75,413317733.23,413915832.13,257965165.77,227887381.28,273027812.64,285293294.24,226126645.91,203452204.11,171995119.80,317456313.93,240669845.38,201324146.69,222656419.12,239678359.79,180849407.00,190674372.33,231449385.82,242994964.87,229432822.08,274966377.53,261689498.43,135328872.17,152612318.32,155571378.90,171045526.29,1659892.57,2978732.97,2988732.97,3351146.97,0,2658198.73,0,3021893.23,2476968.20,1836318.20,0,2089513.27,835709.66,904948.86,5768146.67,5534628.67,5818192.47,8634987.43,7616376.13,7004032.86,0,4000000.00,0,54107.36,0,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
