,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,876103065.69,809834039.36,959993136.26,906390410.22,941385343.19,632996577.22,677308004.52,853557614.86,652819821.83,768005260.79,391885128.10,286824969.50,515821669.00,689509975.01,569729476.12,594702721.50,711405069.08,1411682677.36,333126806.05,395918197.50,452588462.14,351692043.86,348438540.45,388116679.79,492387332.33,230809641.79,500353266.74,471913621.91,326269006.67,458226366.56,547264356.35,600736009.66,520926286.16,545151376.66,372355028.43,333633030.44,364250742.98,423052442.57,342497305.37,302028139.32,213583272.80,338452629.36,295520827.97,399318084.37,274912645.08,402984248.58,165416072.77,230716604.37,286019657.18,185800012.06,162158898.91,154865281.41,152447103.41,172831911.34,144098665.92,159667328.43,127975080.35,206555636.02,191218328.57,235782440.16,100192585.89,151371115.93,85639395.59,90788037.36,117330224.22,110870160.84,88145616.56,120551421.57,120950573.44,94559615.26,149044713.84,90795188.70,74135189.25,75859038.57,109291198.86,89842157.01,90885693.29,44139194.82,62913363.62,45787184.70,56564003.74,0,44924086.44,0,27973165.55,0,9796000.00,0,6005528.31,14743312.64,4830855.13,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41020.00,41020.00,41020.00,30474.00,30474.00,151354.00,151354.00,247970.00,200980.00,258190.00,0,0,0,0,0,0,0,279129.49,0,2615479.16,0,14737400.00,0,25359867.70,20000000.00,39500000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,199218793.21,254409019.69,252831946.07,196990070.26,227807173.36,202058605.45,208652986.46,129078171.59,0,873457521.41,0,764189813.46,0,879140718.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,9657199.47,14413745.74,18475835.22,16900864.61,13497024.36,10083211.10,8514696.01,34218140.54,198404629.62,154403460.19,183642924.56,195854144.58,200113459.25,173875130.51,184754177.99,244651997.92,207418807.62,164348143.08,270691056.48,461006390.97,304296437.68,274193244.11,253480350.48,276104237.21,248169546.11,230790569.41,259253220.86,278643235.34,275240706.35,221134931.45,251328438.61,311231469.76,274660531.96,210891214.38,208410684.62,189067158.28,159553957.47,90769573.93,83854084.13,101000738.73,53880023.83,57319501.96,51253973.78,83904134.04,70140626.56,62013874.99,46446151.70,75136822.50,30658801.52,123134834.57,66779467.42,101948177.09,116074459.53,143491922.24,47944764.14,75341074.94,57188483.69,56650549.28,62440777.50,34167427.85,86325482.67,60329871.07,47224682.37,24221320.22,20463578.07,33487877.01,36470415.13,24059871.12,22595822.64,30553908.80,26558130.76,36380940.85,18571852.79,17902389.77,16310646.49,14229356.28,20840905.00,14649630.00,5739669.60,17656700.00,16491311.67,0,3049937.50,0,0,0,0,0,0,0,0,0.0
7,应收账款,189561593.74,239995273.95,234356110.85,180089205.65,214310149.00,191975394.35,200138290.45,94860031.05,805835618.20,719054061.22,572306831.37,568335668.88,448597420.81,705265587.71,600566801.35,685641160.36,456416647.27,549754279.06,427255068.10,311095558.08,377532367.29,424633873.48,320657100.39,317901978.62,425256727.12,384979070.23,330826775.86,655623211.90,224872452.74,385195525.09,370543918.77,464862325.61,410887236.50,586167905.77,529329000.87,579055952.81,341039066.82,327217501.41,247570413.27,179818167.61,200315584.66,185064940.30,224507569.22,171151722.01,217649147.22,297177299.10,268867114.12,210130765.90,241595235.20,186236064.44,239387555.04,124277786.48,177875299.68,143531560.01,215738589.38,107269269.57,131211506.29,156897554.88,184434401.15,117140885.62,128613787.41,108469850.43,85303946.78,60362230.47,101424860.18,81492117.23,78896427.04,45527275.71,59740956.87,65465756.24,64990214.48,23993136.47,45145353.32,33716851.99,36498630.35,37747748.41,15606399.81,14255029.77,28072730.72,18545963.09,19539511.39,0,26533872.27,0,25357014.81,0,0,0,17467018.20,1354413.36,1729535.45,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
