,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,475880470.94,462539786.60,683679701.96,935443535.20,843894869.80,968383203.40,867344571.37,1055779045.40,681267485.92,872962689.09,863371443.33,1227041415.69,1010102441.73,873371431.89,751574147.40,1353063940.37,351786090.03,391063475.61,457124944.81,1504521701.14,546598132.27,580862725.99,699511001.43,1798517985.29,543335083.42,600488568.88,780282208.33,962078358.76,588427425.52,747319650.75,795187334.00,806923198.29,626682001.74,657810046.35,694870486.46,787065850.60,471818205.94,483981271.96,436023483.54,423617920.60,367366853.82,386469232.66,471396777.17,460518978.78,356155921.10,338922874.78,387196031.28,491039575.01,607368106.19,621670244.49,271850011.34,398883357.99,316722163.59,461762727.06,487379195.11,455784947.48,570734042.14,562141177.93,476794294.34,561097804.58,624250609.80,569458543.24,551095083.02,597278503.51,471871543.99,465438884.38,450908374.71,456531697.39,312020999.04,469542247.01,388602000.00,280850790.52,168356241.22,176913805.54,197477161.12,150557679.90,116084491.96,100528314.25,76729696.31,92253237.72,0,52152249.85,0,47278419.08,0,72702922.22,0,39002406.30,21400476.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61650.00,0,0,49690.00,81900.00,72030.00,61040.00,0,0,0,2026567.34,2000816.98,2000816.98,0,0,0,0,0,0,0,10439452.79,26317011.17,26888536.73,27503742.65,26776365.47,28538209.09,28477272.39,26405296.06,32055966.25,34925704.17,34999136.39,42357087.36,42585895.00,46448896.48,45064053.25,42728861.05,43300944.25,66133731.49,69193043.58,45449700.00,58023251.53,49708551.24,54786979.96,44895268.75,103967810.00,34327104.76,89270468.27,1864239.20,1871739.20,0,6355797.16,0,683920.00,0,4703920.00,0,1601930.76,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2035644052.39,2034099772.34,2204345086.98,3148609679.87,5161248680.47,6362197804.79,7845608054.31,6955122204.12,0,3411311451.67,0,2819008176.22,0,2787151130.31,0,1250805721.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,155854435.28,215697249.98,173098373.30,244981130.83,0,443882351.74,2564239297.73,2601558179.08,239203432.75,245134533.60,524747749.44,553671177.97,121247308.37,197515477.24,173350434.98,171272315.63,122377739.21,129526038.09,152159107.78,218817934.47,143641694.25,90174727.20,102937561.51,103464739.30,81441176.98,103080582.29,166911145.00,136586933.38,104505830.35,76804614.00,79231105.26,78726380.07,117781889.58,80287013.01,102051385.33,61680135.65,67708324.02,55741512.61,28384098.67,49369911.18,26128870.14,26272252.24,23738564.84,37167314.57,31390148.23,45440766.95,37260458.16,38024299.19,29860655.16,28475522.81,23544039.50,16208270.44,25760531.82,13035524.88,11002757.01,8346179.76,10214903.77,12083699.36,12344670.51,15347948.95,13516808.77,9442586.79,19427469.27,14672750.40,2684111.35,11328242.20,5086600.00,3011600.00,2696484.90,1481484.90,6444700.00,5937207.00,3971780.00,4074060.70,950000.00,230000.00,200000.00,630000.00,1076000.00,2800000.00,0,3050000.00,0,3103000.00,0,0,0,4781000.00,12366470.00,0.0
7,应收账款,1879789617.11,1818402522.36,2031246713.68,2903628549.04,0,5918315453.05,5281368756.58,4353564025.04,3201604163.52,3166176918.07,5246000166.91,2265336998.25,3606581777.84,2589635653.07,3302778983.19,1079533405.79,1359691206.46,1391177184.22,1246624185.84,1208015083.51,1624640082.79,1644853816.40,1330358930.16,1294057140.25,1554303915.86,1552122279.52,1385865825.85,1212667518.90,1453373898.10,1515040870.40,1014736397.79,823755398.62,657022347.93,649567631.20,515182465.18,379541349.86,562034169.06,485613234.11,457466208.06,439052245.00,455141511.38,426088665.13,422726780.37,441364691.41,415824317.92,456462226.30,338879240.62,258332825.81,303026505.14,284052479.45,229551485.37,216895812.39,344734869.90,323880374.63,256323681.06,252742941.34,224599604.61,217101022.05,243111423.34,167483948.73,166819793.97,170678591.42,175209423.83,172498509.14,144036872.29,133896805.86,113861543.22,161356203.77,71454125.93,59712209.79,77539400.00,81731719.15,128050152.31,94892666.83,116696241.65,106556908.57,123038899.04,121820694.79,77783451.83,86833914.91,0,48311783.35,0,66114348.74,0,0,0,101641975.22,80472127.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,918012666.68,867731582.18,845366461.56,728265227.66,1467382207.31,1391059117.08,1177096830.63,1660187672.62,1916172981.07,1905912808.05,1944418381.87,2170363967.86,1224124627.48,1744569606.58,993743620.46,517878188.71,692786534.90,699245321.85,915968672.47,719648854.16,980292535.40,1292623256.53,1365444717.34,1163810191.98,1580796561.53,1461824264.88,1405966209.24,1409060324.25,1390422507.20,1231886835.94,1142146943.02,1059323870.05,682630457.83,634830518.98,600056030.62,437192631.29,272122876.08,259916955.11,284626933.02,168414099.12,175278199.75,99381320.42,96452665.34,86174768.72,135036319.97,142555652.46,155030064.18,130486677.16,223105500.77,160547494.46,219807969.05,160296180.65,238269187.92,119479993.07,148043662.40,109687946.01,154645256.35,145468381.05,148181261.30,78916384.10,97874712.80,104348447.70,164822693.53,87113345.37,120081471.09,58579401.16,81771737.71,39184934.56,113932887.72,90695280.25,65561000.00,50651753.96,100205130.99,127325682.96,171732259.29,172567192.15,193708385.82,196134592.24,189842773.11,126491672.57,0,110999053.53,0,112712895.95,0,0,0,32345124.09,96217030.00,0.0
10,其他应收款(合计),169028860.79,168884299.25,183900247.88,243928936.39,265970578.90,226956844.11,258279543.51,183787357.20,0,263761527.65,0,234140266.25,0,247316642.68,0,204816144.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,1350000.00,1350000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,5184905.91,5184905.91,5184905.91,5184905.91,0,5184905.91,7684905.91,7684905.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183360.00,183360.00,183360.00,183360.00,183360.00,84400.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
