,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,230116084.80,238561451.41,145586651.81,495751088.71,502263463.78,453245854.14,406246724.71,649443051.78,583418446.15,590285179.76,826601403.52,756512365.97,489839722.26,420335537.56,738969024.98,866681809.54,662360705.29,625722249.95,647622077.06,756732733.51,255440495.24,574836075.41,801750382.02,836810265.01,849114891.40,861661735.42,1123209660.29,688317454.12,655173937.29,783405412.09,687368772.16,627631342.97,634408687.19,168572717.42,141983943.17,138181567.34,85733486.26,214768495.04,151151969.97,166504852.71,138090799.50,114366373.29,44445126.06,41479518.11,4569869.80,4429130.20,7043919.59,10733574.22,3387055.43,1995897.43,3429229.29,3719240.17,2144336.21,2054603.77,3075115.27,5731822.00,4809118.95,6089811.04,7352562.73,32039383.00,38199400.86,4069245.85,3563077.21,18718276.24,6373526.97,7262080.82,4195903.60,5993619.36,6162945.84,91398549.92,88886092.68,81390304.75,104960360.76,35357487.35,5593790.24,29627338.80,26710569.20,13791700.63,8025189.41,6362940.09,4331120.14,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43461455.62,37445521.52,50135658.52,50026154.88,37012594.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4782070.00,9500000.00,9550270.00,50270.00,0,9540000.00,9540000.00,21500000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,6783479.29,7283479.30,7582781.80,7700281.81,230244937.37,283821954.23,222728795.11,253570319.15,0,0,382031875.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,20250000.00,25540000.00,18364000.00,20780500.00,29187101.10,29852711.10,46202111.10,71643151.00,53003460.00,48834960.00,49458015.50,27185228.82,52254056.25,28468755.40,66561674.31,105660352.43,26694425.00,40833600.00,36210154.00,40639842.32,50655350.70,36633139.67,39067850.00,67689946.20,64949100.00,62804914.40,87058640.40,110961616.20,89501499.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11062.35,0,0,0,0,300000.00,175790.15,751112.50,0.0
7,应收账款,6783479.29,7283479.30,7582781.80,7700281.81,209994937.37,258281954.23,204364795.11,232789819.15,264498211.46,289183590.13,335829764.15,370639749.96,456519060.46,566172699.68,625169645.98,624543409.54,651204630.63,531878991.23,532922723.52,609757872.54,69903422.14,39574938.89,20721052.59,12337286.42,22583143.65,21431404.63,19465779.65,20142666.52,26899590.36,40570818.45,28742379.26,39446573.92,77852491.19,45587526.59,45145514.12,52895025.61,7359317.11,9722901.85,33544384.08,66766419.65,67449235.24,17553016.06,46409324.57,60801837.63,67021806.10,50951365.70,48816050.70,69881243.79,44357177.95,44276207.10,47242273.52,64616770.31,48152600.86,48245120.71,49843982.86,55088423.46,81403379.66,85614037.00,60020343.28,60127800.34,36005540.68,25677140.94,23019695.21,12464947.32,30438726.08,21781977.79,25270752.16,24491674.18,23727432.33,26954920.70,23814123.71,34245374.98,41504693.28,59100065.79,38864093.38,90624295.14,115808355.16,61864703.22,64290573.37,61400639.78,33880155.40,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
