,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,816440549.56,708909798.47,710536028.79,514119576.02,741694478.35,692056637.48,284020364.27,538371384.48,311809019.32,373686822.56,72659681.45,163324406.73,151338796.20,165346480.52,91402385.30,88352841.26,90405972.44,223399277.27,175946929.97,153236725.61,394162822.37,697838888.68,476625654.53,184844064.72,448370687.06,490186763.08,362639592.04,331226987.19,365393531.08,518908700.04,1771253708.69,431256262.63,207484574.31,393274421.32,557449248.14,241592260.87,330633050.11,637523496.20,390324521.21,163480667.90,563071472.12,487291331.84,1150927929.10,673193761.38,763422371.41,898330755.20,776947799.82,990344374.66,537469385.71,447288534.28,436868514.96,490622077.67,469572517.06,570312969.44,715545459.68,379276123.51,802855875.63,1028288606.64,1221561465.47,1402405123.72,630235890.51,1526090163.05,1208014857.47,1126146878.17,612304449.11,720677671.19,486328474.18,709404739.98,613543269.90,640176691.05,392371826.19,361118381.64,218765240.34,61952911.37,23535502.58,31859810.70,33528623.28,16971950.06,226446666.90,8990860.12,0,5174844.62,0,9256178.53,0,6514000.00,0,9604962.00,14279922.00,9357941.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000.00,100000000.00,100000000.00,100000000.00,240000000.00,40000000.00,40000000.00,40000000.00,68376503.62,68376503.62,80000000.00,80000000.00,50000000.00,100000000.00,100000000.00,100000000.00,100000000.00,70000000.00,30000000.00,30000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2551668174.12,2787264530.95,2482312840.50,2268734033.54,2368836168.14,2240193719.24,1732468204.23,1671206766.19,0,1649014980.57,0,1070478358.73,0,1343083793.87,0,0,0,0,0,1269063575.38,0,0,0,1333259297.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,286764978.48,313014658.48,197494753.79,205419649.69,85389515.61,159150949.87,121069000.00,100294350.53,166815985.46,160636938.85,89707266.65,65045950.00,237580170.56,85955752.07,58284652.57,29626760.00,164240728.82,80810365.06,14669656.00,44933591.57,173500636.29,121731958.56,160663382.13,63990784.73,134559151.96,113667689.28,133686034.44,138658031.62,107399821.49,36871083.92,35856263.76,47636740.55,71654332.41,20125847.00,16322950.40,25783967.71,51690702.15,54230214.24,41656975.60,26037163.55,156791048.42,120147538.19,89455173.77,78168078.44,222558110.06,223961682.49,316528998.12,385632865.49,291429848.36,175499278.72,203820163.76,326868594.97,215968986.89,271414516.24,319989301.85,499492918.09,96517125.00,92429672.35,97582847.99,108515219.94,57790720.00,48000800.00,67683846.32,29700800.00,22048425.73,57381296.02,154160813.16,202599106.56,62286260.72,163206402.17,198910054.32,194788977.16,101395841.11,65785458.21,5000000.00,1773190.72,0,12600000.00,6000000.00,21500000.00,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,2264903195.64,2474249872.47,2284818086.71,2063314383.85,2283446652.53,2081042769.37,1611399204.23,1570912415.66,1397921901.10,1488378041.72,1114736694.22,1005432408.73,1141162308.25,1257128041.80,905580928.76,786490555.25,1217965693.07,1542989007.41,1112877209.94,1224129983.81,1390710700.78,1354879329.13,1131844274.50,1269268513.24,1469146548.99,1269452121.59,1107299505.62,1143062980.14,1341195848.27,1117157842.04,991375392.20,1073144871.83,831995332.09,785362287.75,754118930.73,666909737.71,730231621.33,775598815.14,714219741.93,775834720.89,777304002.58,756463552.36,638448027.91,660049857.91,643830662.98,826269917.14,763528579.51,895566828.43,923458138.53,1118821533.25,952587528.52,912893213.02,731448107.89,602204464.62,661173196.88,828468919.47,886328189.73,675964743.16,858665294.64,608376475.71,548600532.15,494699558.51,412569630.71,316794143.16,327271313.65,335748654.69,381130620.46,295262073.61,394755450.15,236246772.00,206891990.55,179832751.58,288515731.51,337387825.92,188251448.32,82474202.14,407291904.16,375673177.55,75847922.84,134785318.86,0,80036054.23,0,87187220.31,0,0,0,82208178.00,3439321.00,4775636.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
