,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980331,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,401763203.23,629441372.65,893286856.28,1046188899.84,622444017.92,672958201.78,758839049.30,1365132884.29,1305992907.17,1485645472.87,1634890567.23,1722012696.06,1245483833.47,1140774061.34,1180166340.89,1310206685.49,1075552549.42,1333299098.03,1110045608.62,1824447546.65,2450798279.38,1061579159.36,1105382780.84,1358043475.41,1067855641.41,986592688.63,1017228301.88,1168753587.01,651135371.64,579825806.03,548680732.92,958626971.73,504917931.37,371014371.13,533313236.22,691881031.52,370286700.08,412970843.09,386893562.00,740743071.31,501756245.56,590402577.01,658175266.32,929849917.83,356961629.81,334921888.66,377880184.93,761165508.80,377579759.75,399154085.82,379847576.76,447969580.81,383528229.74,276134045.18,341343598.60,420160133.47,363895707.19,563465896.88,355842169.49,522737088.83,363111317.33,551310142.05,700047987.12,603718825.98,399716685.09,345160527.07,480351216.59,619609550.12,254807464.87,417971653.82,513790438.32,607649646.16,786354612.97,534234479.35,325758324.72,334060836.77,334099448.72,571670082.05,0,67926135.67,23052171.99,25355744.87,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000.00,100000000.00,100000000.00,100000000.00,0,20000000.00,50000000.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1173797899.07,1123186122.95,1301840035.51,1306720664.38,1290455748.24,1350528519.48,1565156519.79,1547625055.49,0,2772084479.11,2871586734.95,2653442689.66,0,3510922852.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,13631137.96,33930729.75,48119907.00,69616717.45,23551562.38,40921038.80,20467635.90,30827175.95,411853721.98,585798478.80,537886404.90,479289579.40,500234153.05,444061939.12,504993430.27,535145456.40,507484420.77,401027291.83,829519836.80,817378061.22,312375004.06,289543007.87,196750279.15,248615637.50,149942019.46,173252969.56,61114373.51,150549612.19,41143958.65,20153828.80,25314655.48,11333915.11,79350511.87,24879680.11,27270860.19,31981186.00,19226119.60,12265038.80,28969012.00,26674768.28,4318000.00,6061200.00,15443151.07,15072606.67,37756295.60,19471518.00,51363910.70,48219504.60,51186740.79,29696538.95,22538200.73,13535387.62,13238225.36,40303510.10,11238753.79,18856597.55,20568554.78,16620535.19,19193862.47,21099029.83,11424594.85,9371592.56,14821377.20,80372583.31,5570586.30,3086300.00,19408587.50,26690550.00,630000.00,3073323.00,8836517.55,23007030.22,50000.00,1400000.00,0,0,0,0,0,0,0,0,0.0
7,应收账款,1160166761.11,1089255393.20,1253720128.51,1237103946.93,1266904185.86,1309607480.68,1544688883.89,1516797879.54,2303934831.93,2186286000.31,2333700330.05,2174153110.26,2547685904.92,3066860913.77,3227831630.07,3184452323.65,3602839623.24,3752166470.36,3367501532.14,3841428226.36,4189735590.72,4444637579.77,4286572544.89,4315583578.41,3106280814.03,2867711082.22,2660482531.97,2602811178.61,2301836262.65,2221495831.08,1873842284.49,1685330855.41,1705186837.90,1641028983.96,1502795277.29,1177645053.35,1241167497.35,1200173885.47,990784728.65,866496204.43,863853020.74,941724745.71,918064249.31,916191228.12,1085262210.47,1103368154.17,1049139676.85,951074702.59,1285008939.34,1316813051.38,1280092558.16,1300848891.39,1438024954.64,1531887568.83,1875639554.82,1690098806.03,1933686136.45,1938977889.13,2280489554.61,2282452129.32,2109678890.02,1878131899.98,1956393405.22,1995994316.10,2308097595.87,2452820267.38,2366338113.66,2339743231.47,1877101413.79,1672205064.74,1784633306.64,1699728413.74,1521185118.58,2136126806.07,1274817695.41,948850523.07,687736858.65,651331981.48,297607961.67,256777180.17,255185537.82,48807954.54,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,304418622.21,291109859.26,306593149.84,364486893.71,452669909.66,360183146.60,349933552.03,324288554.49,581207803.94,543548030.33,556671220.83,466374092.10,812670641.72,835432686.83,764787507.01,713856820.84,865207886.04,851975316.25,1021418374.20,622898112.53,897281715.06,707984658.54,718147353.24,616691149.89,1123600692.83,797252603.79,754069576.51,651910669.53,626631612.96,473022102.92,517990917.17,386202107.46,372513941.79,310774182.87,260391612.98,246690110.95,299688816.67,238858948.80,180875237.87,93643875.71,143076781.04,119545770.17,83302258.37,67432292.19,87229342.13,80818521.97,149557996.52,86231625.44,139196695.26,135106595.30,139614387.24,217137404.67,162383643.19,118421239.93,166456876.20,220990458.00,260425266.83,207376148.15,196599584.56,191336791.56,230152005.86,210825906.32,299797418.73,399546792.08,338245429.93,284887465.25,295450357.55,169412733.96,187479639.23,258733206.40,158224074.58,147230745.44,105505378.73,103315060.13,93247013.08,147750951.03,16632076.82,8322224.23,0,13933144.33,2048326.64,3053322.48,0.0
10,其他应收款(合计),510276670.30,513004991.94,499758277.75,492253492.80,520331402.55,535780973.66,592202723.48,676724001.18,0,330357508.20,145424317.72,135305213.23,0,287519687.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12946.97,0,0,0,36876.66,0,145462.57,0,0,44047.69,148937.17,47404.69,102818.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,10527023.32,0,173766.32,173766.32,173766.32,173766.32,173766.32,4670438.99,7496014.71,2812051.53,2812051.53,2612662.58,2612662.58,2612662.58,2612662.58,0,0,111731.12,111731.12,0,0,0,0,0,220000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
