,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970331,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2132636437.04,2301856256.83,2870136599.33,3235878795.92,2611977507.55,2638474102.36,5540104730.45,5033501000.23,7042779528.65,5284304653.45,5051054984.78,2878044162.40,3853623691.83,3763890266.23,2321437219.78,2332981182.51,2574462715.61,2815451604.32,2515531881.48,2065330296.20,3025186462.82,2641224071.21,2829887930.79,4006405225.09,4164018479.06,4402900616.37,2924555401.34,2957383984.43,2437869872.34,3975440300.82,3160991289.28,2563486694.83,2790938893.23,2272999826.55,2283814285.79,1776174786.69,1293739847.67,971823687.08,960468057.81,1477686236.80,1610682166.65,1880374547.49,1619132993.71,1328054825.50,662361079.25,900472179.41,485517341.04,474086639.10,488223403.27,353551677.81,375251741.48,412058936.31,314193749.65,279982027.25,127763319.37,121663834.18,104809900.04,106192563.69,59237685.96,61138114.79,44008813.40,109760034.75,111526039.22,77852371.21,124822527.26,144808656.84,83012362.35,48649057.45,25793053.93,118818354.34,217912509.23,406411470.21,446422131.30,493525641.84,430193602.09,108593428.26,100680831.52,114850520.09,155735949.42,309766431.90,0,15634.03,178048.43,7970.04,0.0
3,交易性金融资产,0,0,0,0,2181541.79,194850.00,234960.00,234960.00,228810.00,228810.00,234600.00,234600.00,239280.00,239280.00,259230.00,259230.00,268560.00,268560.00,195000.00,195000.00,152940.00,154590.00,157410.00,157410.00,174450.00,174450.00,213090.00,213090.00,221040.00,221040.00,219360.00,219360.00,328020.00,328020.00,349650.00,349650.00,283800.00,283800.00,347366.51,347366.51,327199.45,327199.45,266719.45,266719.45,261510.00,261510.00,0,0,0,0,193256.78,1386075.00,806075.00,806075.00,706075.00,706075.00,506075.00,406075.00,406075.00,400000.00,100000.00,6100000.00,10000000.00,10000000.00,0,1718250.00,0,0,0,0,0,0,0,0,30000000.00,4000000.00,0,50000000.00,70000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4292666656.55,3834430866.42,3447994007.08,2991600845.96,3028226907.30,2742276585.73,2431297664.59,2012366282.80,0,2151611259.15,0,1780097725.22,0,1711604098.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1996378469.68,1730115785.45,1103943996.63,1698934407.67,1410188524.50,1292068262.31,959531023.44,573711969.42,1112522349.08,906669737.13,925588042.54,858019636.14,676484511.00,543560802.19,365723352.69,503728322.34,648262620.71,631086270.91,761473952.25,883636553.08,370573198.27,682392003.72,369852037.66,509980959.47,334121719.55,187223908.40,284893488.89,102068209.53,427408994.32,511044174.70,280585895.16,164147268.98,452459497.80,798224355.07,712767246.14,629330016.51,825679647.89,762365243.51,503811498.11,655523103.34,282441992.11,206771971.62,231268706.43,825576701.00,297609365.70,145498497.21,74716600.32,113070627.11,97486591.72,156519782.28,123628729.12,67854744.20,61174270.59,131549245.45,51958072.65,48369806.69,93206783.00,102100558.47,34982040.03,57404442.59,87017673.44,30380677.28,75148648.74,77018295.72,14291791.10,34354026.10,3841050.00,59975323.55,15288545.00,43737114.47,37413653.82,29460260.00,23248046.64,39545000.00,38820460.00,47188356.10,2315800.00,35291106.38,26446218.04,0,0,0,0,0,0.0
7,应收账款,2296288186.87,2104315080.97,2344050010.45,1292666438.29,1618038382.80,1450208323.42,1471766641.15,1438654313.38,1886109302.74,1244941522.02,1325521461.10,922078089.08,1606021667.23,1168043296.73,956044714.42,964512725.26,885784211.03,802683664.58,1448854390.62,1565578672.93,944654650.54,712482431.72,828184943.95,702019800.46,740627097.67,1720084803.05,1662065630.41,475183659.02,1590754749.46,503402423.22,3145654327.64,503742939.00,914939300.23,1163598057.14,409194742.41,492122057.12,323220494.85,250360023.68,269243140.80,296624260.60,223880335.59,214416264.55,227013208.81,413080141.92,667040034.87,278144315.86,293525732.69,359999940.91,226916957.92,202823512.96,160569055.67,147616981.36,159030123.30,150383596.71,98403745.94,99389718.49,117648373.75,125656367.85,114907187.37,100982726.42,117333867.58,135445725.49,122601974.73,101281964.53,123123896.68,128039374.11,106819546.11,86580613.21,125986509.25,82572929.11,91322297.71,89721104.53,78140670.65,46554146.00,78709700.12,55443351.92,89168296.32,48445509.95,26018975.39,42991917.44,8607446.68,17228172.83,2246112.42,2420200.81,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
