,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,512086816.56,617196809.11,369979164.47,464990783.10,527776857.02,574277863.14,498590095.46,308871368.78,377390357.10,419213385.44,391745522.81,443143657.94,636042494.75,542277568.29,474442309.42,473697647.66,582542809.40,378096221.33,333037683.70,567252407.83,473458370.95,404792321.29,491760458.83,579966965.41,552308460.94,566492792.72,613730223.87,693759811.95,739996667.74,709985149.15,265259356.32,227095027.03,339045493.21,274594381.90,194207177.14,213383743.13,305319138.88,200981812.02,207825381.37,258378014.73,310243172.39,258478529.44,281212790.70,271211910.22,301776979.92,204357403.89,179302892.52,236631206.40,241314536.79,187277934.68,35478821.14,72896882.20,67428457.52,19969015.25,26409939.69,62721601.97,74804731.66,24214245.88,66914193.13,96541544.73,159878737.77,180001750.52,194572318.07,39174362.35,18778851.03,18528201.55,0.0
3,交易性金融资产,250969863.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661860.00,1056310.00,1299230.00,2065772.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,458534590.24,616843212.14,555905477.46,508676478.40,558255335.41,577258137.82,543541059.86,524126206.31,543371479.01,0,489389316.77,0,498859020.68,0,440824049.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,154932504.88,134400515.55,88664930.31,112589404.33,117339392.19,117512003.67,118715653.20,146743811.21,157716278.71,116133060.76,109342575.24,109448107.36,104897452.51,90207760.87,70025014.95,99076193.05,93280420.47,98637389.18,61056029.75,85180195.21,71659504.39,71304875.13,50111830.15,87447093.87,49156205.59,50467032.32,78463858.55,58826425.47,53091525.24,72222235.23,66342978.56,63288121.52,48049149.76,62220568.30,53224848.47,42686140.32,57565008.01,45110668.51,40695482.96,30080381.44,37793770.00,49186171.09,50930518.95,33339011.11,64226463.19,65577579.15,49190637.18,23875895.68,57840561.59,44189207.44,39077392.35,20804196.06,34996176.00,19276658.58,18729398.96,5968932.10,10532510.05,11788404.00,5871063.72,12689737.37,10844760.10,11303234.75,2450747.50,6471612.08,4102127.15,0.0
7,应收账款,458534590.24,461910707.26,421504961.91,420011548.09,445665931.08,459918745.63,426029056.19,405410553.11,396627667.80,437117402.16,373256256.01,347842466.54,389410913.32,394357919.64,350616288.46,319141529.61,319488642.36,329301554.84,313382120.50,301056064.62,274453855.24,313560033.85,283121410.27,277025813.10,274036027.34,285932740.61,244183949.05,264036990.45,229818550.02,252623002.09,232112036.57,229842225.10,190540435.71,231349182.06,237830754.54,232522846.66,165972120.77,194312651.90,172295854.14,190183382.35,125585238.67,160213000.71,136379944.31,160027257.50,114104727.06,191957303.42,171424838.66,161056894.17,144241750.80,160636340.77,146345949.77,146958182.53,92364333.10,110938186.00,103198573.37,107511484.42,77084162.83,104683733.74,94021423.55,92489880.54,52280526.97,67437720.52,67680455.26,48119295.85,39089844.26,21224681.84,0.0
8,应收款项融资,96783869.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
