,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19910630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2140878214.65,1553166341.78,1881879327.81,922929601.67,1749833273.06,1733517901.93,1195528032.37,1500941273.10,2164377899.11,1941939865.37,2069845149.34,2594178784.62,3363105247.74,2377098406.79,1042407474.07,457855047.41,1221620004.22,202405286.93,67367157.60,72257400.51,218008865.21,280261322.17,132466062.49,142096267.36,100914038.86,401261697.88,261727129.00,207540855.52,344276553.98,397264196.00,203140126.42,288524161.35,324093197.12,265203077.30,298287134.64,289831510.59,340648322.54,326077758.39,359949176.07,375948158.80,423986747.73,489647163.04,108629233.92,153910608.36,176540942.25,106195095.25,90162326.01,95039379.94,133178815.87,112697256.47,128079188.41,143067382.38,161134716.32,95848933.98,118537301.44,96983089.24,151374719.78,123853021.35,174898240.04,148421016.85,208526932.04,135023524.83,169435074.86,127120981.26,122516334.56,190315862.59,145408361.41,115282092.66,172995018.42,143560300.40,246804214.74,155598109.51,238515071.07,157477692.34,139351605.26,95993893.62,89192960.49,60720122.18,68401672.07,44526690.85,86634566.33,0,74384673.10,0,107480919.27,0,49082020.00,0,107527490.91,176528612.24,449438691.04,492853607.96,17763413.77,0.0
3,交易性金融资产,54610820.60,56617689.10,57835500.95,71163873.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105400.00,16781435.62,0,29750.00,159800.00,0,0,0,0,0,0,0,0,0,0,0,492567.40,428100.00,428100.00,544644.48,950284.48,62614396.22,17602556.63,64982134.80,19982134.80,0,0,12500000.00,28790.00,14400.00,22590.00,2000000.00,2429695.16,0,3160000.00,0,2547753.65,0,3171040.00,0,4807762.04,80104991.00,88856114.10,94237000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,414870708.71,72928557.77,60663566.90,59522731.16,65928650.44,80408213.18,67183574.71,58988603.57,48736885.57,0,0,0,0,0,0,0,0,0,0,11503916.55,27113949.98,0,0,0,0,0,0,0,0,35817917.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,101452720.18,120310439.65,97879529.13,78146565.00,56684992.66,33145170.00,33757666.64,46158919.70,29914719.41,13898106.40,28216077.50,32287953.00,28962926.36,61340227.81,4970000.00,5180000.00,13997845.51,97779988.37,31833612.81,32390661.36,15623308.32,84901835.65,47640826.36,7873240.20,44611064.60,133618015.93,25804218.52,5683113.16,25691725.41,97861361.06,20580000.00,12262030.18,27326000.00,46670272.62,22026000.00,9911070.00,2057424.50,2246000.00,4662000.00,4240000.00,3090000.00,2500000.00,0,200000.00,60000.00,1475662.00,44353272.40,27777885.73,1480454.50,2542928.08,0,82778448.10,0,16417400.00,0,0,0,62045572.37,17574700.00,9279476.71,0,0,0.0
7,应收账款,414870708.71,72928557.77,60663566.90,59522731.16,65928650.44,80408213.18,67183574.71,58988603.57,48736885.57,186214539.77,191137208.79,47360765.11,53409088.64,51865696.54,141096262.85,233496802.39,430486145.01,19627459.92,18287856.54,11503916.55,27113949.98,11782184.63,10949743.89,14987425.44,131447702.62,67105276.66,32142623.05,82292450.95,104708732.81,35817917.53,72268615.23,98449405.27,82699624.02,112228445.86,83093222.61,70509432.69,64094426.53,79797670.29,75346289.99,95655851.26,75467261.62,86650566.69,64761068.31,50415326.23,47975750.90,148543929.34,168141627.27,150712912.44,131017685.50,170228889.92,172175828.11,157013610.85,139648651.96,158070392.63,143839337.77,124986002.65,131686241.99,92637527.99,88201573.03,104655970.98,125723670.66,70636502.47,59355315.17,87787062.93,120356866.23,69304203.31,71625368.55,93803071.65,93759408.29,59006732.81,59933656.20,75050028.72,55949106.56,43343275.63,52958221.53,190262306.11,193850745.10,203090474.22,196218498.80,215120554.60,223936213.81,0,217228103.86,0,224565083.47,0,0,0,152259321.37,131152250.47,108445286.09,201787266.75,147439466.40,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
