,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5832603967.23,5808949736.15,5823194696.12,6448000014.77,9933921806.70,7287335454.81,9105651612.86,7442380879.52,9376810980.96,9424819514.45,9662102809.03,9991860189.11,9316250390.57,9770419999.85,7866710847.77,10715817980.15,10923537782.08,12214373625.92,2774799757.00,1782136291.24,2216684330.99,2510073363.60,1348699982.92,2554745662.05,2116160163.13,2319099599.22,1832138766.40,3192130894.92,2814217531.93,2240263920.64,2844484486.05,3871061844.25,3045126252.63,1154527266.86,2304624897.13,1773581371.10,1764760503.63,732951300.57,1915975085.92,2260449793.69,2573717196.85,3949554992.15,4054799847.93,3913280906.46,4155067151.02,3011430849.13,3611356526.85,3335983873.11,2552763842.59,2967564475.74,2530432585.57,2157502890.10,2777251017.68,2282742676.43,2086879015.72,2311649307.90,2136009538.18,2221083178.85,1718440471.33,3282639871.07,2383651287.21,3547465991.44,3663107990.67,1783349666.94,1245687081.50,310297119.95,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49670926.08,33890930.37,59932195.49,59932195.49,0,512280888.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3344545853.71,8181095677.45,8802733468.61,7482892773.78,6717454567.82,7129032077.32,5645728902.21,4437488192.11,2897962453.43,0,2774434629.91,0,3050456163.27,0,4096181994.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,3194122671.78,7974039190.46,8446251343.88,7020516798.00,6609935033.15,6907830957.96,4919901044.65,4137300499.50,2697449679.48,2197059950.79,2479205365.07,2738145817.39,2297082192.33,2601089040.25,3627182199.61,3054885095.95,3734155997.25,2667810569.05,1442599041.24,2172271425.19,885309228.52,2516899627.96,1898210427.43,2601835181.05,3320678822.10,3530123479.47,3956775278.60,2330731455.71,2275093528.71,2006781095.53,1678088919.41,3263702441.25,2625081380.86,487442670.12,996966369.13,1023415983.61,952253146.25,1482439009.71,369911929.77,838288611.57,564197386.21,780465463.55,618174578.48,132881898.66,542243728.93,892441633.66,613678061.42,1886002199.27,1394859029.30,952207431.59,1073929624.16,1381304387.11,486506889.97,163557278.48,371094972.14,622180734.18,51010949.31,117225867.54,140073912.67,479399934.20,63218855.65,218541253.10,28895697.38,73108688.51,55364148.01,566215323.53,0.0
7,应收账款,150423181.93,207056486.99,356482124.73,462491306.89,107519534.67,221201119.36,725827857.56,300187692.61,200512773.95,310070254.77,295229264.84,252436198.84,753373970.94,650817578.58,468999794.50,386522465.07,1253716924.84,336064711.99,405785521.99,401211087.35,382664479.01,481326196.62,458217159.92,635596361.60,461603381.91,2439868483.12,3139711178.60,4261198654.85,4005891102.89,4047321780.88,6399546709.87,5623108080.65,5055092844.89,522557732.49,466238266.09,440101803.88,418489980.43,691329665.88,720953051.71,762068771.98,638255227.92,795324570.37,773395537.14,981528817.80,952011086.46,1042796679.41,254666623.64,495866812.05,623592059.40,503094846.68,629490709.46,242422075.61,352786904.63,577586157.67,379786521.82,383808735.20,412843364.74,514997623.04,365918844.58,250144972.88,281015452.91,495945197.68,205232072.48,115820171.48,107251651.24,54084098.00,0.0
8,应收款项融资,2226404480.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
