,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5673746983.77,5544753589.12,6481518003.63,5054228754.55,4728957854.60,4085396084.07,2052146191.47,3388821051.14,3776232999.46,2000121810.47,2405430128.49,3104501528.48,1809280248.12,1863579060.69,1825460108.73,2334574694.55,1853525731.74,2892045333.01,1883328608.52,1900176642.50,2288342092.35,1997511440.38,1864762066.61,1385676891.44,1670188895.85,1372453115.36,1462215309.88,1385614360.58,1585533994.61,1251373341.91,1230455808.62,1114901786.59,884394023.67,921702683.88,764342749.55,847391308.89,519070471.66,511598467.50,615950753.45,722016839.14,596561915.34,488771603.82,470569710.46,514236096.93,450062507.19,430373686.15,506748023.30,593295189.97,546105624.93,549791521.38,471557373.33,504233321.01,228488465.35,279846673.49,217296100.42,254732719.76,188797511.37,241781600.69,253903767.75,250581240.58,340576154.05,343834872.12,450141786.65,429818435.18,381220620.58,75281574.78,44225328.72,31239364.56,34496196.03,27174523.40,0.0
3,交易性金融资产,776107546.79,470502303.85,0,0,0,0,0,0,0,0,0,0,0,0,395817.12,488866.63,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,0,0,0,0,0,0,300000.00,388679.98,93221.08,93221.08,93221.08,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,12035740425.56,12056025492.65,10719404620.91,9613979502.06,10323374288.32,9078313105.28,7633559754.74,7258392649.69,0,0,0,0,0,0,0,3687564368.09,4034675315.52,0,0,3002903293.84,0,2738330600.99,0,2466656634.11,0,0,0,2281829571.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1895932776.05,1460913103.70,1386709626.77,1428607486.13,1311423196.97,1265728225.75,1453349679.01,1876206051.70,1487605285.21,1007540121.89,1131950084.78,955713174.71,608779848.47,406858636.38,452690566.12,437528985.43,432029631.67,367807478.30,393480462.25,369572286.23,261823003.86,293532298.65,256987032.12,295988415.00,212600842.38,184613052.92,268150408.18,244019308.51,188642203.14,213085273.13,156620448.82,184374265.70,109319426.55,133578827.92,98265575.65,97488226.76,35920515.10,36940555.97,23839073.19,43519724.88,18839869.19,10083796.66,14123201.74,31825038.32,52686070.10,57752733.60,23595344.10,23709593.82,19134315.93,6921220.82,8864495.13,22031180.03,13655856.19,12161904.68,10284007.59,9915302.03,8367738.24,2656697.76,550000.00,6661430.00,300000.00,6588540.91,0,5221725.37,9041826.68,500000.00,522032.00,3919800.00,0,0,0.0
7,应收账款,10139807649.51,10595112388.95,9332694994.14,8185372015.93,9011951091.35,7812584879.53,6180210075.73,5382186597.99,6445866903.48,5764767180.14,4818454789.95,4191664077.07,5136303748.81,4449067046.69,4438191513.47,3250035382.66,3602645683.85,3276247925.81,3009912440.16,2633331007.61,2442565364.45,2444798302.34,2259721638.50,2170668219.11,2498426140.09,2350491388.96,2001363764.67,2037810262.69,2415326893.14,2430453113.99,2259859012.83,1799759212.07,2055077356.79,1841834326.63,1539182980.55,1403946558.05,648528711.99,600341196.79,500245569.37,456978622.44,597896153.95,541863356.78,439283386.20,390342105.18,489547802.02,440473414.14,379460434.97,386128675.88,468104942.31,454397304.38,456069204.56,430459078.31,335656230.96,373391443.22,353149452.61,338072196.80,361953616.38,330151265.03,278622570.88,291002302.72,293237480.23,258746342.44,228294553.34,227450768.59,208590602.58,211968231.91,181832594.78,192143441.52,91121381.11,145020970.21,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,1321724480.12,1541452109.21,2838665041.87,3336391350.53,3054521917.81,2951286004.86,2930793851.14,2618205396.44,2210134553.35,552666809.60,745781747.87,539037092.80,866976674.73,381762629.56,316412742.90,235631012.52,643181578.26,610406711.90,185166710.00,192253532.51,255888179.08,235551739.64,188640855.42,183792996.25,237457196.59,235838039.49,233807676.06,185091932.39,261217559.21,331649456.97,158436057.63,241729969.71,336178248.72,301287734.26,202599315.12,471253129.06,135692073.82,99250612.47,69162292.97,97901230.39,64607258.07,143907198.22,61647054.62,80878798.22,84457370.48,69133233.54,50213442.93,76066459.39,54973738.25,52445553.46,43799617.82,51899795.26,42094115.75,43154777.00,37350619.82,46019830.03,18696741.25,3876431.63,13374599.40,10272655.71,17703741.97,14012801.48,17160827.80,10511211.94,26300435.17,15920806.46,23204088.89,16784578.40,10628012.02,5998316.76,0.0
10,其他应收款(合计),428952421.70,427720185.61,425359556.25,367475653.39,412955837.23,317250024.80,321048931.01,349635335.69,0,0,0,0,0,0,0,276578643.25,262697314.24,0,0,163470715.82,0,144043402.47,0,131623022.36,0,0,0,123491909.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,2492336.55,0,0,65753.42,0,3213698.63,1805880.37,11610902.78,0,0,0,0,0,0,10955378.49,1802880.68,0,284283.13,6123787.40,7706424.08,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375314.63,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,427720185.61,0,367409899.97,412955837.23,314036326.17,319243050.64,338024432.91,381323572.24,403459106.47,422024089.49,336784535.87,511957276.75,332719202.82,238932069.55,274775762.57,262321999.61,225020704.74,172428101.88,155764291.74,155444080.90,144043402.47,137990140.44,131623022.36,130069657.31,126282769.82,134092194.72,123491909.91,171388082.27,147559247.87,157261249.90,106023743.50,201954824.87,183863096.91,111042895.66,93133326.44,45169586.91,21264709.84,28699556.56,12077437.67,15247846.37,14553397.61,5201797.77,14083504.20,19970221.87,17671839.36,24646312.44,17211193.48,80555918.63,74087738.92,7178706.70,9499154.86,12275537.59,16787804.66,41174931.21,11460509.48,11298847.07,16143082.11,48142163.99,12185117.48,13301034.86,13293221.13,24484550.52,6574163.73,739922.88,13476156.95,18950075.06,23698859.01,19739807.35,4601056.18,0.0
