,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,12994207213.17,12298719919.79,12979950047.90,2799957364.42,3017130825.24,2630124508.48,3540640173.69,3795628290.91,2666326412.14,3044815693.64,3756570256.91,3137172088.39,3292608757.11,2356484004.11,2547234540.67,3550700613.40,2649769547.43,2095615036.69,3201641858.37,3056271919.05,2023963712.61,1610751422.32,2014123687.33,2523629634.78,2082951549.60,2344286677.70,2532743844.01,1729937065.01,1761064510.34,1433188355.11,1560043755.32,976956246.32,1142709549.94,1262556159.19,1627590700.62,1464779785.18,1994960614.35,1465243131.89,1906144764.79,2101272996.67,2283576312.86,2308895082.94,2767542792.51,2459036283.89,2335333994.33,704660493.08,635851498.51,517830795.13,643750487.03,677041069.69,746540013.89,755432464.78,643696901.26,518224044.30,533790509.23,561353237.84,472758131.28,360143835.27,349796033.78,287767693.60,316431066.66,222200204.36,197884892.33,264059397.53,244274925.84,207094978.06,216895192.56,191919838.71,254693069.47,201586221.50,194958895.35,210690636.20,228322856.43,72854843.59,136215241.29,89507977.34,189660853.05,52075290.15,74828099.32,37329192.19,44366350.91,0,29373282.52,0,21362817.70,0,7699953.97,0,46393329.21,0,0,0,0.0
3,交易性金融资产,8821143917.42,8503783364.96,7805645429.80,7091606605.47,7264836292.51,7072694915.60,7774312844.69,5921208269.03,6749381578.57,6597066264.79,5230343639.63,2021070017.80,2002300036.42,5124195610.82,4661490104.99,2943670494.81,3041532459.02,2213800484.61,1355274087.72,689334182.69,436365087.25,787702190.87,557206947.03,50250313.84,149758.72,0,0.00,0.00,0,0.00,0.00,519683.25,519683.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,500000.00,587231.40,587231.40,349383.81,349383.81,239409.35,239409.35,178793.00,178793.00,1191304.00,1191304.00,1211014.00,1211014.00,248880.00,248880.00,309680.00,303192.00,306436.00,306436.00,452300.03,452300.03,416780.00,416780.00,84484590.34,6526280.00,712800.00,1253719.40,2680380.00,3094110.00,3715030.00,565840.00,0,19453845.38,0,66800000.00,0,60300000.00,0,23000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3845905245.33,6136620192.67,6104153613.48,5167498749.68,5027122095.39,4573178805.50,4548395928.53,5426341821.07,5527161175.54,0,4383719240.84,0,4955398165.10,0,3912478812.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1807934520.01,4226170380.03,3917796235.12,2584461910.26,3173744286.36,2560381090.86,2781287339.28,3877088241.42,4293350836.42,3203062981.89,3231281221.68,4451241721.53,3943361793.13,2344573569.21,2601392442.43,2632243605.45,3606070685.32,3140158586.18,2393704558.91,2950295488.94,3647535615.93,2472449768.38,2087244770.03,2295878683.54,2664138818.28,2095683941.06,1812454911.44,1799908599.80,1961897579.84,1773526140.55,1283471371.50,1817957627.30,1914223889.73,1578573862.83,1245352651.25,1249621365.59,783612467.01,909467698.52,752136133.20,659579788.46,529421066.94,262664199.74,122106002.40,168010702.14,216658630.21,542166802.50,527506400.78,468291535.81,441301631.77,208876531.78,96196715.61,134094544.99,153556697.73,153432170.56,119753169.43,52487560.85,27047917.37,72561872.19,46129133.61,65632629.87,54105607.16,78975452.83,92719083.13,31264499.81,41528619.88,31984690.48,21377283.55,26511450.36,7838481.00,18726127.40,10108986.90,3209402.12,1516720.00,0,0,0,100000.00,300000.00,64711.34,200000.00,170000.00,0,994000.00,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,2037970725.32,1910449812.64,2186357378.36,2583036839.42,1853377809.03,2012797714.64,1767108589.25,1549253579.65,1233810339.12,1509679144.84,1152438019.16,1239742819.20,1012036371.97,1644287394.09,1311086369.70,1463681009.04,1057735076.07,1176442815.36,994369236.94,1126268330.93,554880112.88,906357923.86,849650586.47,689828954.54,536467059.54,792729904.94,931832346.36,928410195.96,479383649.86,890949431.98,903483001.47,813358624.44,413371289.70,450513214.50,631850741.51,783488388.53,460703536.27,441084686.53,457639857.46,368922552.53,235497720.85,395473634.81,402035273.37,308715903.84,161284874.55,350350065.47,376832686.01,184320603.12,194276819.86,198123699.92,128414336.09,152858133.98,149916462.63,248011191.10,125773730.57,161847916.08,132836098.07,177115554.71,165146478.78,135006657.56,101510073.85,136071963.09,141328446.34,110315477.00,99857715.85,106753430.89,101613574.67,104129097.01,87645597.86,103545411.44,97882686.48,95242476.51,70536063.56,89989937.44,66685827.09,86071630.04,67442066.15,33424036.99,26827434.16,38723815.32,37973340.26,0,31495660.27,0,37890792.17,0,21215016.73,0,12316633.33,0,0,0,0.0
8,应收款项融资,1756339025.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
