,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,6704698339.47,4244647186.97,4338570410.54,4431004507.20,5534674279.22,2633261244.29,3034259940.99,2456537562.44,2409834489.37,2089001215.07,1398921461.64,1559489340.84,1322580515.91,575667582.34,449947462.75,1102597189.00,988525333.54,931514075.39,749674082.15,530469806.22,924002144.02,649468342.01,892273014.44,1408515310.00,261698823.48,297158649.07,283647295.88,131945050.37,339216059.35,243256677.93,94947606.61,176747827.25,314315937.95,433806424.57,196328540.67,186456719.84,223834781.54,225723835.02,278419094.99,180161193.06,207229285.69,208304237.74,232417669.21,229025121.08,372054397.19,354482249.53,418904425.88,496683637.71,510596050.69,456167505.49,427091973.93,278570479.49,293658847.57,203256457.82,194595609.24,329775916.11,387838081.06,345162364.48,420573464.22,378794711.60,557508239.97,305479320.74,363454412.72,301471670.56,405911360.83,330383797.12,313179982.80,320421051.42,336533858.55,247060648.46,390941768.86,288484280.55,291798276.18,482720564.99,656998954.46,490628787.13,60143530.26,57800943.25,77835091.77,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242539.40,242539.40,0,284583.89,284583.89,3797873.89,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,10049036167.56,8901008241.72,7450794504.75,6956973424.81,5085804701.41,7721357177.97,7258879559.30,5641742327.43,4181927860.41,0,3410794946.06,0,2020165502.92,0,2618864149.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,105688238.88,333094559.84,119917017.12,122534751.96,412930427.21,39346174.65,141019177.47,243194287.30,391339311.53,274141855.98,216016802.75,280339066.04,295670894.26,236481527.84,296715643.64,277798249.14,117167517.95,71620889.19,127062433.30,169306483.73,117885400.77,96119555.11,58754147.30,66050191.65,89588153.22,49835082.76,23706239.38,30506704.80,52525035.95,9293609.24,9579591.80,9700746.40,13980136.00,15477475.26,916800.00,7922778.98,3626640.00,6880956.00,0,1555881.00,14118477.00,10184264.00,7218106.00,1845544.00,1979100.00,10258571.00,15493384.00,9967867.00,1954760.00,15178400.50,17936459.50,4204328.80,2361141.15,24785606.00,36290185.44,24090325.00,9258767.00,4507336.00,7509270.00,14982339.00,7758827.60,22824226.00,11153899.80,11542836.80,3201329.18,3354708.00,3675050.00,4948460.00,3935568.00,1661559.00,0,2181930.00,2040100.00,870000.00,2186200.00,1000000.00,1330000.00,1680000.00,0.0
7,应收账款,10049036167.56,8795320002.84,7117699944.91,6837056407.69,4963269949.45,7308426750.76,7219533384.65,5500723149.96,3938733573.11,3980591748.48,3136653090.08,1865028430.45,1739826436.88,1960145496.38,2382382621.23,1830270193.31,1681157979.34,1918006732.44,1506843079.82,1211621716.28,1068006701.37,1149171090.97,983751818.93,808117517.32,667075376.43,539510988.07,520310889.57,427288447.70,393104507.61,232537688.80,330274082.73,200492772.75,134443559.26,125075708.58,220374709.41,139136598.30,133087344.12,147309800.57,106207717.56,78267428.02,77361990.92,106239782.26,83437371.13,93332081.84,80165061.81,133496617.54,143119593.10,76605446.50,100916666.87,138480558.88,111248795.83,75592509.01,114466797.93,136313728.71,82958685.96,87801754.21,269802559.90,233086515.84,273211082.11,231336328.06,260906955.96,249222500.28,241761295.77,212000377.56,185444773.92,164713292.33,152876740.27,120757579.41,136247430.58,62511949.02,48617709.23,52811802.61,55279214.37,72882525.23,89666122.45,121306344.41,75418656.33,112009402.83,128690105.91,0.0
8,应收款项融资,579882063.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
