,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,688779306.12,1331698301.51,1345290373.96,1486954227.32,1445242931.73,1802739756.01,1154526415.27,958074978.54,1857371184.10,1601838369.73,1535246567.14,1730095261.00,1271623028.75,1656825247.09,1604810755.55,1146428671.18,1770990125.21,1753537905.40,1898728935.50,1711226358.02,1500052960.37,1724903486.91,1506204223.86,1200801746.76,1220304792.80,1716871663.75,1946572639.34,1429142097.90,1028525242.78,2008991598.36,1865199069.10,2556422759.36,1576277174.65,1617734052.69,1898013711.67,1524465363.86,1053103040.48,1970950035.49,1981374403.55,868320991.45,877465340.48,891963004.19,1082665955.31,726909634.59,666549489.28,828116750.72,630507711.15,596927541.34,612892546.79,593239476.78,294941402.63,219880443.83,376692692.76,268760643.99,170662728.48,159670822.98,280307848.54,231798153.45,192083129.19,116551416.37,232884069.93,210354823.76,215577039.45,223800986.72,263781521.18,226863570.15,265247808.45,190479864.12,191178090.24,0,160186544.48,0,212606623.48,104631019.57,90933105.10,69854066.13,38635359.61,53392147.19,81060385.02,1455830.34,398270.64,349293.41,0.0
3,交易性金融资产,151505850.17,249761318.68,149492929.22,196326889.99,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049672.60,2049672.60,2786555.06,2786555.06,0,0,0,0,0,0,0,0,16351693.45,16351693.45,16351693.45,16351693.45,49309174.01,49309174.01,49309174.01,49309174.01,232666479.38,133607646.72,0,231728410.00,0,150000000.00,7000000.00,7000000.00,0,0,0,0,80000000.00,70000000.00,40000000.00,17000000.00,20000000.00,20000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,574400615.15,1954229513.01,1594961549.85,1361473218.09,1838381304.31,2270876695.39,1755003975.82,1188332373.47,1720669722.11,0,1349135059.23,0,1204129856.00,0,1415702881.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,112332243.10,1193921427.04,985428220.15,893096319.74,1355829424.23,1500757590.44,1118050956.02,692261613.23,1156129836.80,892336818.29,628931830.31,454182782.08,541780100.56,399504329.42,480945742.04,534424675.81,798287390.09,710446770.96,774658439.59,710462477.76,1213392133.28,927925827.58,893098922.44,639028645.66,1267731601.18,877688713.52,892690005.33,409370181.20,719798272.13,446370865.41,389806958.84,275354150.88,671430999.98,609488385.79,361358143.77,286545801.57,336921054.94,241245152.05,191438702.36,154106575.61,123808073.63,105465836.17,106036015.25,122438329.89,94421878.91,63357753.52,116405794.68,48511955.55,68012047.08,88485186.43,48843913.00,58645506.20,118780210.64,56214774.75,43615685.01,32605578.64,71840693.74,23000331.83,35121508.18,24863774.14,54981434.95,21523631.30,29580346.02,20317645.26,76871844.95,35917857.69,39346165.00,50081591.80,89736261.46,0,11150000.00,0,30205000.00,11084257.98,2753564.04,2000000.00,752766.51,10379000.00,8000000.00,0,0,0,0.0
7,应收账款,462068372.05,760308085.97,609533329.70,468376898.35,482551880.08,770119104.95,636953019.80,496070760.24,564539885.31,940203287.57,720203228.92,604232362.62,662349755.44,1060505181.33,934757138.97,830013784.81,871585254.27,1341376443.94,1123474913.20,920516444.62,838289364.39,1589492647.41,1157968775.34,756033653.68,635202613.84,1496271000.24,1265209629.68,732606836.56,583762248.52,1518782771.00,1116444245.24,494547429.60,320997402.77,839327455.54,475414281.14,319644690.17,157735895.28,352892211.07,386834831.38,244837925.12,140278808.83,457795929.31,400921070.34,226075300.25,178161320.15,413540205.68,329188155.23,246298251.66,191793008.69,459264570.83,546634738.62,409151659.27,393096165.17,714297891.66,608432911.71,458723245.77,480413867.20,873620637.05,755737837.91,639151386.15,543246461.90,892112597.30,694246143.92,645922613.37,478283228.21,839381549.11,617286642.04,442995280.87,281536159.06,0,314560333.51,192730049.07,183074426.72,287752375.04,121934104.12,135576038.53,115039540.54,125826294.83,98338434.02,62322846.74,53627908.31,29529676.50,0.0
8,应收款项融资,1141622094.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
