,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,600870,ST厦华,169.9882,1.5883,193950.7116,0.0014,10.1543,26.5897
1,002649,博彦科技,3.1319999999999997,86.2069,56335.1633,0.0048,1.0269,262.9273
2,002707,众信旅游,16.2161,16.6501,17242.5882,0.0157,3.3912,79.6178
3,300467,迅游科技,28.5961,9.4418,15131.2005,0.0178,0.2577,1047.7299
4,000415,渤海租赁,13.9764,19.3183,8459.1908,0.0319,0.4463,604.9742
5,603569,长久物流,2.7332,98.7853,4396.6161,0.0614,1.3197,204.592
6,603598,引力传媒,5.0675,53.2807,3991.2859,0.0676,1.4955,180.5416
7,000712,锦龙股份,,,3722.8909999999996,0.0725,0.0012,225000.0
8,002400,省广集团,2.8283,95.4637,3000.974,0.09,1.1528,234.2124
9,600897,厦门空港,4.5392,59.4818,2573.1281,0.1049,0.956,282.4268
10,300518,盛讯达,2.5422,106.2072,1845.6470000000002,0.1463,0.2604,1036.8664
11,300347,泰格医药,1.9080000000000001,141.5094,1319.8716,0.2046,1.0312,261.8309
12,600605,汇通能源,5.0,54.0,1165.7313,0.2316,3.2323,83.5319
13,000429,粤高速A,29.9804,9.0059,873.3462,0.3092,0.9738,277.2643
14,600221,海航控股,39.5021,6.8351,771.8482,0.3498,0.9004,299.8667
15,300578,会畅通讯,2.8344,95.2583,705.2039,0.3829,1.1949,225.9603
16,603888,新华网,2.2582,119.5643,668.8069,0.4037,0.6217,434.2931
17,600131,国网信通,74.5771,3.6204,660.3742,0.4089,4.4729,60.3635
18,600576,祥源文化,1.7243,156.5853,649.4614,0.4157,0.6341,425.8003
19,600751,海航科技,4.2297,63.8343,645.9304,0.418,0.1265,2134.3874
20,300383,光环新网,4.0301,66.9959,637.5556,0.4235,0.9818,275.0051
21,000882,华联股份,20.2189,13.3538,630.1341,0.4285,0.1939,1392.4703
22,002039,黔源电力,17.3628,15.5505,626.997,0.4306,1.7251,156.5127
23,000504,*ST生物,2.0468,131.9132,588.2213,0.45899999999999996,0.31,870.9677
24,300550,和仁科技,1.0495,257.2654,535.9341,0.5038,0.6273,430.4161
25,601519,大智慧,5.6836,47.5051,512.8232,0.5265,0.3145,858.5056
26,300170,汉得信息,1.5712,171.8432,459.0726,0.5881,0.6675,404.4944
27,002517,恺英网络,4.9986,54.0151,429.4595,0.6287,0.9665,279.3585
28,600865,百大集团,34.273,7.8779,389.5354,0.6931,1.135,237.8855
29,000089,深圳机场,5.1058,52.881,344.4553,0.7838,0.8659,311.8143
30,600452,涪陵电力,21.5403,12.5346,331.2398,0.8151,1.7942,150.4849
31,000791,甘肃电投,4.4934,60.0881,309.9214,0.8712,0.934,289.0792
32,000503,国新健康,33.6118,8.0329,287.98400000000004,0.9376,0.1376,1962.2093
33,600168,武汉控股,0.8947,301.7771,267.9447,1.0077,0.5117,527.6529
34,000796,凯撒旅业,9.9966,27.0092,241.6833,1.1172,1.8119,149.0148
35,601518,吉林高速,27.7876,9.7166,201.6022,1.3393,0.6893,391.7017
36,300494,盛天网络,4.5505,59.3341,185.9758,1.4518,0.2973,908.1736
37,300012,华测检测,3.3631,80.2831,176.2711,1.5317,0.8517,317.013
38,600009,上海机场,4.4924,60.1015,146.8528,1.8386,0.4571,590.6804
39,600035,楚天高速,15.2308,17.7272,143.9264,1.876,1.6434,164.2935
40,600012,皖通高速,,,142.3728,1.8964,1.1384,237.175
41,002095,生意宝,28.6295,9.4308,137.0613,1.9699,0.2808,961.5385
42,603003,龙宇燃油,8.3521,32.3272,128.8767,2.095,2.5985,103.9061
43,300058,蓝色光标,2.0356,132.639,125.66,2.1487,1.0581,255.1744
44,300215,电科院,17.4101,15.5082,124.2897,2.1723,0.5085,530.9735
45,603223,恒通股份,17.9008,15.0831,115.1476,2.3448,4.737,56.9981
46,300598,诚迈科技,2.2919,117.8062,111.2974,2.4259,1.5513,174.0476
47,002210,*ST飞马,14.2982,18.8835,108.1062,2.4975,1.8508,145.8829
48,002325,洪涛股份,0.6419,420.6263,102.6762,2.6296,0.3853,700.7527
49,603885,吉祥航空,40.9241,6.5976,101.4357,2.6618,2.1885,123.3722
50,600995,文山电力,44.141999999999996,6.1166,100.7452,2.68,4.3676,61.8188
51,002195,二三四五,9.1349,29.557,95.0177,2.8416,0.4102,658.2155
52,600722,金牛化工,82.6996,3.2648,92.0574,2.9330000000000003,0.5586,483.3512
53,300348,长亮科技,1.2041,224.2339,91.6114,2.9472,0.633,426.5403
54,000056,皇庭国际,4.3045,62.7251,89.2888,3.0239,0.4274,631.7267
55,000889,中嘉博创,2.6252,102.8493,88.4369,3.053,1.0216,264.2913
56,601021,春秋航空,66.6554,4.0507,85.2644,3.1666,1.1605,232.6583
57,600025,华能水电,5.3119,50.8293,84.1457,3.2087,2.4899,108.4381
58,600830,香溢融通,10.2805,26.2633,81.3827,3.3177,0.8645,312.3193
59,603000,人民网,1.6248,166.1743,79.8529,3.3812,0.3962,681.4739999999999
60,601595,上海电影,3.9516,68.3268,79.6935,3.388,0.5836,462.6456
61,603117,万林物流,4.3582,61.9522,79.2997,3.4048,0.1048,2576.3359
62,002357,富临运业,11.775,22.9299,75.131,3.5937,2.2669,119.1054
63,603300,华铁应急,1.0043,268.844,73.3882,3.6791,0.2742,984.6827
64,603069,海汽集团,20.1302,13.4127,72.0752,3.7461,1.381,195.5105
65,600093,易见股份,13.5974,19.8567,69.6697,3.8754,1.1147,242.2176
66,603032,德新交运,13.3609,20.2082,69.5764,3.8806,0.8989,300.3671
67,002081,金螳螂,0.847,318.7721,69.5561,3.8818,0.6933,389.4418
68,600705,中航资本,14.456,18.6774,68.9953,3.9133,0.0363,7438.0165
69,600233,圆通速递,106.7137,2.5301,66.8631,4.0381,2.9779,90.6679
70,002739,万达电影,17.7291,15.2292,65.4348,4.1262,1.7906,150.7874
71,603871,嘉友国际,12.322000000000001,21.912,64.1624,4.2081,2.0513,131.6238
72,600556,ST慧球,1.1924,226.4341,59.4872,4.5388,0.2466,1094.8905
73,600242,中昌数据,2.0523,131.5597,58.096000000000004,4.6475,0.8708,310.0597
74,002306,ST云网,4.4879,60.1618,56.4762,4.7808,0.5969,452.3371
75,300240,飞力达,4.4118,61.1995,55.6496,4.8518,1.6202,166.6461
76,300226,上海钢联,1230.8284,0.2194,54.8067,4.9264,10.7532,25.1088
77,600091,ST明科,2.5956,104.0222,54.0981,4.9909,0.0203,13300.4926
78,300284,苏交科,0.7487,360.6251,50.2337,5.3749,0.5151,524.1701
79,600593,大连圣亚,198.8133,1.3581,50.0487,5.3947,0.912,296.0526
80,600033,福建高速,4.3924,61.4698,48.8434,5.5279,1.5968,169.0882
81,002492,恒基达鑫,3.3216,81.2861,48.4112,5.5772,0.3239,833.5906
82,000430,张家界,99.29799999999999,2.7191,45.7881,5.8967,2.3826,113.3216
83,600617,国新能源,10.0173,26.9534,44.86600000000001,6.0179,1.2918,209.0107
84,600814,杭州解百,140.8376,1.9171,44.0882,6.1241,1.605,168.2243
85,001872,招商港口,6.2001,43.5477,42.6965,6.3237,1.6499,163.6463
86,002800,天顺股份,2.14,126.1682,42.6882,6.3249,0.8826,305.9143
