,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,300242,佳云科技,2.3517,76.5404,50718.7574,0.0035,1.3334,134.9933
1,000526,紫光学大,50.861999999999995,3.5389999999999997,35000.526,0.0051,1.1097,162.20600000000002
2,000676,智度股份,2.3466,76.7067,12589.1391,0.0143,1.0518,171.1352
3,002647,仁东控股,1.8007,99.9611,10371.0164,0.0174,0.24,750.0
4,000606,顺利办,5.9933,30.0335,9968.0744,0.0181,1.1048,162.9254
5,300170,汉得信息,0.7868,228.7748,8635.7381,0.0208,0.5369,335.25800000000004
6,000429,粤高速A,15.2803,11.7799,5750.394,0.0313,0.6697,268.7771
7,002400,省广集团,2.1656,83.1178,4543.4618,0.0396,0.9991,180.1621
8,002659,凯文教育,17.5513,10.2557,2762.0354,0.0652,0.2356,764.0068
9,300770,新媒股份,1.9912,90.3978,2238.093,0.0804,0.3086,583.2793
10,600897,厦门空港,3.2877,54.7495,1989.9385,0.0905,0.7153,251.6427
11,002517,恺英网络,1.0219,176.1425,1462.0595,0.1231,0.4287,419.874
12,300675,建科院,0.6878,261.704,1326.6362,0.1357,0.3025,595.0413
13,300467,迅游科技,4.8352,37.227,1251.3824,0.1438,0.3513,512.3826
14,300347,泰格医药,1.4805,121.5805,1225.0055,0.1469,0.5236,343.7739
15,002027,分众传媒,1.2590000000000001,142.9706,1140.1046,0.1579,0.4937,364.5939
16,002707,众信旅游,9.5131,18.9213,1135.4835,0.1585,1.7277,104.1848
17,000503,国新健康,3.0406,59.1988,1126.6391,0.1598,0.0436,4128.4404
18,601619,嘉泽新能,0.4361,412.7494,1125.0797,0.16,0.322,559.0062
19,002968,新大正,3.9175,45.9477,1079.2446,0.1668,1.4505,124.0951
20,603813,原尚股份,1.6244,110.8101,996.0359,0.1807,1.1223,160.3849
21,600452,涪陵电力,7.9354,22.6832,943.8782,0.1907,2.0373,88.3522
22,000415,渤海租赁,5.7638,31.2294,937.0371,0.1921,0.4729,380.6302
23,603357,设计总院,0.4672,385.274,829.7951,0.2169,0.2618,687.5477
24,300746,汉嘉设计,1.3303,135.3078,804.4656,0.2238,0.4857,370.5991
25,002039,黔源电力,4.2939,41.9199,776.5402,0.2318,0.9347,192.5752
26,603506,南都物业,2.2079,81.5254,667.9454,0.2695,0.4919,365.92800000000005
27,600131,国网信通,436.0177,0.4128,610.929,0.2946,2.1102,85.3
28,603056,德邦股份,8.397,21.4362,519.212,0.3467,2.2763,79.0757
29,600093,易见股份,20.3163,8.8599,513.2409,0.3507,0.3791,474.8088
30,600865,百大集团,35.2004,5.1136,384.1791,0.4685,0.5541,324.8511
31,002120,韵达股份,24.1325,7.4588,370.2757,0.4861,1.5695,114.6862
32,603569,长久物流,1.1342,158.7022,349.9073,0.5144,0.5891,305.5508
33,002357,富临运业,5.8719,30.6545,325.3541,0.5532,1.5046,119.6331
34,002468,申通快递,9.9209,18.1435,305.8029,0.5886,1.6015,112.3946
35,601519,大智慧,3.7245,48.3286,294.009,0.6122,0.2265,794.702
36,600705,中航资本,13.2061,13.6301,282.7011,0.6367,0.0303,5940.5941
37,300383,光环新网,1.8880000000000001,95.339,276.004,0.6522,1.0025,179.5511
38,603967,中创物流,3.8826,46.3607,264.5078,0.6805,1.6633,108.2186
39,300399,京天利,4.6761,38.4936,251.7176,0.7151,0.6192,290.6977
40,000755,山西路桥,6.8660000000000005,26.2161,249.9448,0.7202,0.5221,344.7615
41,000610,西安旅游,16.1929,11.116,246.5361,0.7301,0.6266,287.2646
42,002127,南极电商,2.011,89.5077,238.3045,0.7553,0.5375,334.8837
43,300348,长亮科技,0.6569,274.0143,235.582,0.7641,0.35200000000000004,511.3636
44,000796,凯撒旅业,3.3709,53.3982,227.8502,0.79,0.7608,236.5931
45,603258,电魂网络,8.5945,20.9436,218.3774,0.8243,0.2203,817.0676
46,000665,湖北广电,2.8043,64.1871,216.2862,0.8322,0.6066,296.7359
47,603444,吉比特,3.9305,45.7957,213.4882,0.8431,0.4853,370.9046
48,000089,深圳机场,3.6094,49.8698,212.9901,0.8451,0.4471,402.5945
49,600233,圆通速递,10.7544,16.7373,202.4348,0.8892,1.7102,105.2508
50,601518,吉林高速,,,196.3016,0.917,0.3763,478.3417
51,002285,世联行,2.1269,84.6302,192.7887,0.9337,0.305,590.1639
52,300687,赛意信息,1.001,179.8202,192.0473,0.9373,0.5231,344.1025
53,300051,三五互联,5.6752,31.7169,190.0438,0.9472,0.747,240.9639
54,600221,海航控股,10.8068,16.6562,182.5845,0.9858,0.667,269.8651
55,300494,盛天网络,2.7949,64.403,178.1363,1.0105,0.2429,741.0457
56,601598,中国外运,3.3944,53.0285,174.7427,1.0301,1.2611,142.7325
57,000524,岭南控股,17.4799,10.2975,173.6251,1.0367,1.1674,154.1888
58,600025,华能水电,3.6608,49.1696,170.354,1.0566,1.2196,147.5894
59,600696,ST岩石,35.1542,5.1203,166.6554,1.0801,0.2833,635.3689
60,300815,玉禾田,2.1559,83.4918,159.2815,1.1301,1.3045,137.9839
61,000088,盐田港,5.3024,33.9469,141.7826,1.2695,0.2728,659.824
62,603888,新华网,0.9549,188.5014,139.9111,1.2865,0.2007,896.8610000000001
63,603223,恒通股份,24.0152,7.4953,132.8138,1.3553,5.3876,33.4101
64,600009,上海机场,3.6630000000000003,49.14,132.1596,1.3619999999999999,0.4894,367.7973
65,300215,电科院,7.7719,23.1604,130.5484,1.3788,0.537,335.1955
66,600012,皖通高速,,,117.1111,1.537,0.5152,349.3789
67,603713,密尔克卫,1.9821,90.8128,114.5739,1.571,1.0549,170.6323
68,002889,东方嘉盛,1.6535,108.86,110.0584,1.6355,0.7677,234.4666
69,002649,博彦科技,2.1042,85.5432,109.5715,1.6428,0.7373,244.13400000000001
70,603613,国联股份,49.81399999999999,3.6134,105.0469,1.7135,2.8461,63.2444
71,600168,武汉控股,0.2941,612.0367,96.0703,1.8736,0.1937,929.2721
72,300017,网宿科技,1.6953,106.1759,91.8351,1.96,0.5031,357.7818
73,600318,新力金融,16.8725,10.6682,89.865,2.003,0.1163,1547.7214
74,600640,号百控股,2.8789,62.5239,87.5683,2.0555,0.3732,482.3151
75,300803,指南针,92.4844,1.9463,86.6165,2.0781,0.4187,429.9021
76,600856,ST中天,0.9043,199.049,86.0789,2.0911,0.1611,1117.3184
77,300773,拉卡拉,10.3626,17.3702,81.0976,2.2195,0.6466,278.3792
78,600643,爱建集团,0.6918,260.1908,80.5535,2.2345,0.1127,1597.1606
79,300144,宋城演艺,36.7266,4.9011,79.9279,2.252,0.5124,351.2881
80,002148,北纬科技,3.1994,56.2605,74.3806,2.42,0.1306,1378.2542
81,000791,甘肃电投,1.1137,161.6234,74.2709,2.4236,0.4251,423.4298
82,600722,金牛化工,35.8515,5.0207,72.5197,2.4821,0.4293,419.2872
83,300377,赢时胜,0.5457,329.8516,71.4893,2.5179,0.2188,822.6691
84,601698,中国卫通,2.8719,62.6763,66.4725,2.7079,0.3534,509.3379
85,002081,金螳螂,0.7083,254.1296,64.0932,2.8084,0.4695,383.3866
86,601595,上海电影,2.4139,74.5681,62.2889,2.8898,0.2925,615.3846
87,300785,值得买,1.7577,102.4066,62.2271,2.8926,0.8771,205.2218
88,600149,ST坊展,6.0665,29.6711,61.9046,2.9077,0.6805,264.5114
89,002930,宏川智慧,4.3241,41.6272,61.6107,2.9216,0.7526,239.1709
90,600896,览海医疗,1.778,101.2373,59.7056,3.0148,0.0674,2670.6231
91,603689,皖天然气,24.3756,7.3844,59.2512,3.0379,2.4424,73.69800000000001
92,600874,创业环保,0.5984,300.8021,58.256,3.0898,0.2845,632.6889
93,002325,洪涛股份,0.3332,540.2161,58.0264,3.102,0.222,810.8108
94,600995,文山电力,21.315,8.4448,57.8208,3.1131,2.2962,78.3904
95,600814,杭州解百,72.5011,2.4827,56.3912,3.1919999999999997,0.9511,189.2545
96,002467,二六三,3.6816,48.8918,55.3115,3.2543,0.5574,322.9279
97,300598,诚迈科技,0.9853,182.6855,54.1931,3.3215,0.6422,280.2865
98,000007,全新好,109.7368,1.6403,52.9837,3.3973,0.1596,1127.8195
99,600556,ST慧球,0.6294,285.9867,51.961000000000006,3.4641,0.1686,1067.6157
100,002352,顺丰控股,6.3074,28.5379,51.7036,3.4814,1.5281,117.7933
101,002315,焦点科技,7.4718,24.0906,51.2538,3.5119,0.3137,573.7966
102,002306,ST云网,5.1618,34.8716,50.6793,3.5517,0.7303,246.4741
103,600588,用友网络,2.4701,72.8715,50.4105,3.5707,0.4108,438.1694
104,600633,浙数文化,6.2112,28.9799,50.3576,3.5744,0.5245,343.184
105,600774,汉商集团,50.2599,3.5814,49.119,3.6646,3.3572,53.6161
106,601021,春秋航空,59.4554,3.0275,47.6464,3.7778,0.7732,232.7988
107,002905,金逸影视,8.5317,21.0978,46.0402,3.9096,0.746,241.2869
108,603885,吉祥航空,18.6129,9.6707,45.2452,3.9783,1.4979,120.1682
109,000582,北部湾港,6.4497,27.9083,45.1044,3.9907,0.6164,292.0182
110,600050,中国联通,6.7346,26.7276,44.6069,4.0353,1.8434,97.6457
111,600004,白云机场,3.0789,58.4624,44.1891,4.0734,1.0914,164.9258
112,600969,郴电国际,6.886,26.14,42.3918,4.2461,0.4523,397.966
113,600179,ST安通,1.9929,90.3206,42.36,4.2493,0.7299,246.6091
114,600033,福建高速,1.8352,98.08200000000001,39.4323,4.5648,0.8236,218.5527
115,600689,上海三毛,11.4742,15.6874,39.3729,4.5717,1.3784,130.5862
116,600900,长江电力,5.5477,32.4459,37.4014,4.8127,1.7351,103.7404
117,600917,重庆燃气,15.982999999999999,11.262,36.854,4.8841,1.6111,111.7249
118,002967,广电计量,1.1117,161.9142,36.6852,4.9066,0.6451,279.0265
119,000520,长航凤凰,10.0208,17.9626,36.2661,4.9633,1.4897,120.8297
120,600317,营口港,9.1152,19.7472,36.042,4.9942,0.5923,303.9001
