,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,300288,朗玛信息,0.9789,91.9399,115331.2493,0.0008,0.1388,648.415
1,002649,博彦科技,1.0266,87.66799999999999,13337.5862,0.0067,0.3728,241.4163
2,600605,汇通能源,1.1307,79.5967,12148.4408,0.0074,0.6256,143.8619
3,002039,黔源电力,2.4689,36.4535,9600.3997,0.0094,0.4728,190.3553
4,300467,迅游科技,13.3958,6.7185,4362.4634,0.0206,0.3384,265.9574
5,600652,*ST游久,1.8015,49.9584,2415.8285,0.0373,0.4927,182.6669
6,002707,众信旅游,4.8337,18.6193,1780.2665,0.0506,0.8242,109.1968
7,002357,富临运业,21.0966,4.2661,1558.8874,0.0577,0.3359,267.9369
8,300071,华谊嘉信,0.5998,150.05,1109.1816,0.0811,0.4585,196.2923
9,600897,厦门空港,1.5074,59.7055,875.9296,0.1027,0.4286,209.986
10,002400,省广集团,1.0263,87.6937,672.6126,0.1338,0.4073,220.9673
11,603056,德邦股份,9.6649,9.312000000000001,481.8957,0.1868,1.6974,53.0223
12,000415,渤海租赁,2.6778,33.6097,415.2096,0.2168,0.15,600.0
13,000712,锦龙股份,,,261.6273,0.344,0.0005,180000.0
14,300191,潜能恒信,0.0876,1027.3973,254.3172,0.3539,0.0108,8333.3333
15,300347,泰格医药,0.6954,129.4219,244.3855,0.3683,0.3208,280.5486
16,601519,大智慧,1.5301,58.8197,230.8893,0.3898,0.0483,1863.354
17,600452,涪陵电力,85.0122,1.0587,168.6563,0.5336,1.0074,89.3389
18,600131,国网信通,31.909000000000002,2.8205,158.6817,0.5672,1.1775,76.4331
19,300170,汉得信息,0.5046,178.3591,144.7831,0.6216,0.1851,486.2237
20,000089,深圳机场,1.5364,58.5785,114.0055,0.7894,0.3105,289.8551
21,300013,新宁物流,0.9233,97.4764,107.0981,0.8404,0.2298,391.6449
22,601518,吉林高速,1587.424,0.0567,104.5586,0.8608,0.6753,133.2741
23,600865,百大集团,15.5315,5.7947,90.4629,0.9949,0.2576,349.3789
24,600012,皖通高速,,,90.3163,0.9965,0.7866,114.4165
25,600995,文山电力,9.2375,9.7429,89.5021,1.0056,1.1475,78.4314
26,600221,海航控股,12.6614,7.1082,89.3376,1.0074,0.3306,272.2323
27,000061,农产品,4.9511,18.1778,88.4458,1.0176,0.1403,641.4825
28,600556,ST慧球,1.5255,58.9971,87.5598,1.0279,0.3847,233.9485
29,000791,甘肃电投,2.0925,43.0108,70.3399,1.2795,0.3246,277.2643
30,300058,蓝色光标,0.5912,152.2327,67.7402,1.3286,0.2739,328.5871
31,600168,武汉控股,0.7516,119.7445,67.5757,1.3318,0.2032,442.9134
32,300012,华测检测,1.1796,76.297,66.643,1.3505,0.3498,257.2899
33,300383,光环新网,1.9786,45.4867,57.2317,1.5726,0.3855,233.463
34,600035,楚天高速,6.6952,13.4425,54.2448,1.6591,0.5992,150.2003
35,603128,华贸物流,1.5945,56.443999999999996,51.0605,1.7626,0.7704,116.8224
36,603000,人民网,0.7646,117.7086,48.1432,1.8694,0.1571,572.8835
37,601598,中国外运,1.5301,58.8197,46.7841,1.9237,0.6741,133.5113
38,600009,上海机场,1.5416,58.3809,44.5422,2.0206,0.1489,604.4325
39,002210,*ST飞马,5.4199,16.6055,42.8201,2.1018,0.4207,213.9292
40,000503,国新健康,15.7073,5.7298,41.8692,2.1496,0.0396,2272.7273
41,600291,西水股份,1.4204,63.3624,39.9125,2.2549,0.0004,225000.0
42,300144,宋城演艺,38.3544,2.3465,37.9024,2.3745,0.198,454.5455
43,601021,春秋航空,32.7643,2.7469,36.5305,2.4637,0.6371,141.2651
44,300215,电科院,6.9044,13.0352,35.7669,2.5163,0.1595,564.2633
45,600033,福建高速,0.9976,90.2165,31.6721,2.8416,0.3696,243.5065
46,600617,国新能源,5.523,16.2955,31.5463,2.8529,0.8975,100.2786
47,002081,金螳螂,0.2799,321.5434,30.4802,2.9527,0.2164,415.8965
48,002279,久其软件,0.633,142.1801,30.3677,2.9637,0.1103,815.9565
49,000610,西安旅游,4.8165,18.6858,29.6342,3.037,0.2608,345.092
50,002325,洪涛股份,0.2854,315.3469,27.9393,3.2213,0.1835,490.4632
51,002739,万达电影,15.3479,5.864,26.9319,3.3418,0.5875,153.1915
52,300348,长亮科技,0.5294,170.0038,26.2915,3.4232,0.1516,593.6675
53,002195,二三四五,3.1679,28.41,26.2743,3.4254,0.1935,465.1163
