,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,002607,中公教育,160.0699,0.5623,28468.8692,0.0032,0.2952,304.878
1,000526,紫光学大,23.8667,3.7709,15396.8963,0.0058,0.4495,200.2225
2,002647,仁东控股,0.9451,95.228,9343.2162,0.0096,0.1225,734.6939
3,000676,智度股份,1.2385,72.6686,6650.2577,0.0135,0.5493,163.8449
4,300170,汉得信息,0.3786,237.7179,5936.2811,0.0152,0.2484,362.3188
5,000429,粤高速A,7.4946,12.0086,3126.2814,0.0288,0.2837,317.2365
6,000606,顺利办,2.9105,30.9225,2692.6417,0.0334,0.5166,174.21599999999998
7,002659,凯文教育,7.0973,12.6809,1232.8301,0.073,0.1468,613.0790000000001
8,002400,省广集团,0.9142,98.4467,1201.099,0.0749,0.4195,214.5411
9,600452,涪陵电力,3.9261,22.9235,921.8845,0.0976,1.0648,84.5229
10,300770,新媒股份,0.9159999999999999,98.2533,868.0103,0.1037,0.2073,434.1534
11,002707,众信旅游,4.2827,21.0148,763.2521,0.1179,0.7743,116.234
12,000503,国新健康,1.9459,46.2511,656.2854,0.1371,0.0223,4035.8744
13,300467,迅游科技,2.403,37.4532,635.7099,0.1416,0.1742,516.6475
14,600897,厦门空港,1.6497,54.5554,622.1007,0.1447,0.3271,275.1452
15,002517,恺英网络,0.633,142.1801,614.6915,0.1464,0.2739,328.5871
16,300347,泰格医药,0.7731,116.4144,612.5194,0.1469,0.3745,240.3204
17,002027,分众传媒,0.5870000000000001,153.322,563.5451,0.1597,0.2267,397.0004
18,000415,渤海租赁,2.6976,33.363,547.9617,0.1642,0.1999,450.2251
19,601619,嘉泽新能,0.2032,442.9134,537.7752,0.1674,0.1466,613.9154
20,603813,原尚股份,0.8829,101.9368,533.2316,0.1688,0.6312,142.5856
21,300348,长亮科技,0.266,338.3459,456.1841,0.1973,0.1555,578.7781
22,603357,设计总院,0.2733,329.3085,415.6405,0.2165,0.1401,642.3983
23,300675,建科院,0.2098,428.98,404.6955,0.2224,0.0884,1018.0995
24,002039,黔源电力,3.6736,24.4991,307.3361,0.2928,0.324,277.7778
25,603506,南都物业,1.1619,77.4593,287.3267,0.3132,0.2555,352.2505
26,600131,国网信通,200.6503,0.4485,281.1215,0.3201,1.0259,87.7278
27,603056,德邦股份,4.3172,20.8468,279.9749,0.3215,1.0255,87.7621
28,300746,汉嘉设计,0.5907,152.3616,255.8283,0.3518,0.2017,446.2072
29,002357,富临运业,3.071,29.3064,214.1788,0.4202,0.7309,123.1359
30,603569,长久物流,0.556,161.8705,186.7158,0.48200000000000004,0.2784,323.2759
31,601519,大智慧,1.7122,52.56399999999999,185.2882,0.4857,0.1057,851.4664
32,600865,百大集团,16.3282,5.5119,176.2333,0.5107,0.2692,334.3239
33,002127,南极电商,1.0271,87.6254,166.9021,0.5392,0.2738,328.7071
34,002468,申通快递,4.4025,20.4429,166.2623,0.5413,0.7263,123.9157
35,600705,中航资本,4.2587,21.1332,150.7473,0.597,0.012,7500.0
36,000088,盐田港,4.553,19.7672,130.6798,0.6887,0.1172,767.9181
37,300383,光环新网,0.9059,99.3487,130.4476,0.6899,0.4953,181.7081
38,603967,中创物流,1.9844,45.3538,129.7641,0.6936,1.3094,68.7338
39,603258,电魂网络,4.2873,20.9922,125.1078,0.7194,0.1023,879.7654
40,300399,京天利,2.5971,34.654,123.9529,0.7261,0.2973,302.7245
41,000796,凯撒旅业,1.7078,52.6994,116.8282,0.7704,0.4016,224.1036
42,000089,深圳机场,1.6617,54.1614,112.0394,0.8033,0.2205,408.1633
