,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,000971,*ST高升,0.8804,102.2263,31635.1625,0.0028,0.2041,440.9603
1,002649,博彦科技,1.1067,81.3229,12977.2657,0.0069,0.3338,269.6225
2,603377,东方时尚,311.9184,0.2885,7400.8953,0.0122,0.2172,414.3646
3,300467,迅游科技,10.3635,8.6843,5247.8809,0.0171,0.0822,1094.8905
4,000415,渤海租赁,6.3877,14.0896,3851.0433,0.0234,0.1219,738.3101
5,300347,泰格医药,0.7589,118.5927,3229.5833,0.0279,0.3282,274.223
6,600870,ST厦华,1.0979,81.9747,2965.1198,0.0304,0.1473,610.998
7,603569,长久物流,0.797,112.9235,1675.2318,0.0537,0.3606,249.584
8,603357,设计总院,0.3512,256.2642,1470.2937,0.0612,0.2252,399.6448
9,002707,众信旅游,4.578,19.6592,1458.4512,0.0617,0.8905,101.0668
10,000088,盐田港,2.9457,30.553,1415.4718,0.0636,0.0562,1601.4235
11,600452,涪陵电力,5.6714,15.8691,1111.7618,0.081,0.8332,108.0173
12,000429,粤高速A,8.9446,10.0619,836.8591,0.1075,0.2461,365.705
13,600897,厦门空港,1.4855,60.5857,815.5776,0.1104,0.46799999999999997,192.3077
14,603598,引力传媒,2.8751,31.3033,796.8751,0.1129,0.7241,124.2922
15,002400,省广集团,0.6917,130.1142,744.0247,0.121,0.2761,325.9689
16,600576,祥源文化,0.6078,148.075,674.7056,0.1334,0.1697,530.3477
17,300518,盛讯达,0.5847,153.9251,626.0618,0.1438,0.0471,1910.828
18,000712,锦龙股份,,,396.5195,0.22699999999999998,0.0003,300000.0
19,600605,汇通能源,1.5482,58.132,374.3922,0.2404,0.9979,90.1894
20,300170,汉得信息,0.3256,276.4128,303.6191,0.2964,0.1952,461.0656
21,601519,大智慧,1.9134,47.0367,284.4089,0.3164,0.1997,450.676
22,300675,建科院,0.2821,319.0358,224.0064,0.4018,0.16699999999999998,538.9222
23,300383,光环新网,1.2333,72.9749,212.715,0.4231,0.3142,286.4418
24,000503,国新健康,3.861,23.31,199.8985,0.4502,0.0366,2459.0164
25,600131,国网信通,18.9193,4.757,187.7529,0.4794,0.9276,97.0246
26,601518,吉林高速,,,119.9032,0.7506,0.1519,592.4951
27,000791,甘肃电投,0.6048,148.8095,119.5413,0.7529,0.1786,503.9194
28,600865,百大集团,14.8021,6.0802,118.9028,0.7569,0.7305,123.2033
29,002039,黔源电力,2.6429,34.0535,118.5532,0.7592,0.4422,203.5278
30,000089,深圳机场,1.7814,50.5221,95.9748,0.9377,0.239,376.569
31,600221,海航控股,10.3515,8.6944,94.5869,0.9515,0.3797,237.0292
32,600168,武汉控股,0.2081,432.4844,92.2416,0.9757,0.1461,616.0164
33,600233,圆通速递,18.3726,4.8986,89.6385,1.004,0.5587,161.0882
34,000889,中嘉博创,0.7446,120.8703,88.9424,1.0119,0.3574,251.8187
35,000796,凯撒旅业,2.2129,40.6706,79.4791,1.1324,0.5156,174.5539
36,300494,盛天网络,1.6881,53.3144,74.4734,1.2085,0.1132,795.053
37,300550,和仁科技,0.2436,369.4581,67.428,1.3348,0.095,947.3684
38,600868,梅雁吉祥,1.2636,71.2251,64.1165,1.4037,0.2295,392.1569
39,603888,新华网,0.4465,201.5677,63.4655,1.4181,0.0834,1079.1367
40,600995,文山电力,328.6533,0.2738,63.074,1.4269,1.8645,48.2703
41,002468,申通快递,3.1364,28.6953,62.471000000000004,1.4407,0.3557,253.0222
42,603533,掌阅科技,2.5907,34.7396,61.4549,1.4645,0.4062,221.5657
43,300012,华测检测,1.137,79.1557,58.4952,1.5386,0.2259,398.4064
44,300578,会畅通讯,0.8595,104.712,56.2448,1.6001,0.2806,320.7413
45,600012,皖通高速,,,55.1546,1.6318,0.2897,310.6662
46,002120,韵达股份,5.8773,15.3132,54.6406,1.6471,0.6195,145.2785
47,300215,电科院,6.2628,14.3706,53.2169,1.6912,0.1898,474.1834
48,600242,中昌数据,2.0505,43.8917,52.663000000000004,1.709,0.4076,220.8047
49,600009,上海机场,1.6057,56.0503,51.9929,1.7309999999999999,0.1677,536.6726
50,002312,三泰控股,0.7321,122.934,47.5291,1.8936,0.0828,1086.9565
51,600722,金牛化工,69.7004,1.2912,47.0789,1.9117,0.2338,384.9444
52,002357,富临运业,3.7916,23.7367,44.8757,2.0055,0.9442,95.3188
53,600556,ST慧球,0.5554,162.0454,44.5054,2.0222,0.0446,2017.9372
54,000524,岭南控股,19.9003,4.5225,39.5394,2.2762,1.7977,50.06399999999999
55,000882,华联股份,2.9181,30.842,38.1545,2.3588,0.0606,1485.1485
56,300348,长亮科技,0.2975,302.52099999999996,38.0137,2.3676,0.1589,566.394
57,603689,皖天然气,9.3014,9.676,36.8153,2.4446,1.0593,84.9618
58,603885,吉祥航空,14.8367,6.066,35.586999999999996,2.529,0.7239,124.3266
59,300144,宋城演艺,27.5697,3.2645,34.2731,2.6260000000000003,0.3794,237.2167
