,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070630,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,187113896000.00,126154956000.00,61230159000.00,211230723000.00,160376963000.00,101192080000.00,55069088000.00,195820338000.00,148783253000.00,99984184000.00,47125873000.00,153324273000.00,112216632000.00,67859148000.00,32056847000.00,125902444000.00,92229531230.00,60039034870.00,25578062670.00,105499096710.00,78057006280.00,50376575360.00,19194300030.00,77338957340.00,63042320830.00,44476563820.00,23237988840.00,71852982220.00,57740374350.00,40794824460.00,20273162760.00,65230375140.00,61074390712.41,43431888743.03,22643343011.73,61381152712.72,55708908931.71,34855398113.29,12628753937.23,47447119813.02,34279679385.67,23226158782.22,8814066800.00,45977038881.59,36401556511.32,27203818705.06,10336797063.36,39050335444.44,27944000913.80,35261359509.77,33921649487.61,23182624410.75,0.0
3,收到的税费返还,5917442000.00,4048551000.00,2255964000.00,5705259000.00,4903836000.00,3648098000.00,1855685000.00,5476543000.00,4440425000.00,2593364000.00,1384056000.00,5124402000.00,4124618000.00,2797186000.00,1588785000.00,3900819000.00,3216937110.00,2127729600.00,1121281800.00,3661666980.00,2909213400.00,1916846950.00,957556720.00,3794588680.00,2976349070.00,1676850990.00,856216810.00,3900191900.00,3387084100.00,2247910900.00,1168914420.00,4318182410.00,2781206251.13,2121851764.25,1254430596.33,2112747962.86,1343009574.35,1033542767.03,489143168.66,890460637.47,609303923.63,417178038.71,256455600.00,1869993919.61,1463508477.41,687304550.10,322235423.12,1334510801.27,532486279.87,651168923.11,602454080.92,885913052.38,0.0
4,收到的其他与经营活动有关的现金,3744879000.00,2381473000.00,675619000.00,5558221000.00,5073697000.00,3556377000.00,1555171000.00,4771036000.00,3370638000.00,2485847000.00,1160334000.00,3139286000.00,2201828000.00,1537990000.00,1564570000.00,3210987000.00,3700556130.00,1746301160.00,1207298060.00,2494185300.00,1754268970.00,1235894430.00,994846880.00,3012287030.00,2268416280.00,1097569730.00,510654470.00,3494429560.00,18257411030.00,12418210630.00,4200435470.00,3672481650.00,6706233569.43,4491037612.11,2270068046.23,5893913377.00,4814673968.06,1534219469.43,512457162.08,2239421892.21,634901493.11,474188288.03,257690700.00,972380500.63,679227677.73,499368447.18,215011845.68,683393973.05,420058765.80,859908238.51,2485761907.84,396549621.99,0.0
5,经营活动现金流入小计,198361085000.00,133586257000.00,64871000000.00,226341706000.00,172633804000.00,109083699000.00,58951804000.00,207315612000.00,157579847000.00,105680618000.00,49950601000.00,162658812000.00,119454075000.00,72753728000.00,35738626000.00,134278290000.00,99875481210.00,64292699300.00,28047073700.00,112215465630.00,83165663130.00,53847189770.00,21445741710.00,84525154160.00,68760939040.00,47358910530.00,24652521280.00,79362515760.00,79535014230.00,55601562580.00,25674595900.00,73303163920.00,70561830532.97,50044778119.39,26167841654.29,69387814052.58,61866592474.12,37423160349.75,13630354267.97,50577002342.70,35523884802.41,24117525108.97,9328213100.00,48819413301.83,38544292666.47,28390491702.34,10874044332.16,41068240218.76,28896545959.47,36772436671.39,37009865476.37,24465087085.12,0.0
6,购买商品、接受劳务支付的现金,105994827000.00,68459015000.00,32531577000.00,127367813000.00,98306306000.00,62574802000.00,35207473000.00,116508042000.00,87143944000.00,58343060000.00,26421269000.00,89440654000.00,63672706000.00,39448768000.00,17512729000.00,71733220000.00,53838373360.00,32721673090.00,16100503330.00,51280771610.00,38895396310.00,23640077670.00,9236942090.00,41495028890.00,35561619900.00,24606772880.00,16025464120.00,48901421190.00,41343348340.00,30668584230.00,19918115090.00,38063701000.00,43954791849.64,32296944849.36,19992203413.42,39911919044.99,34855194114.29,21274360273.59,8201824467.94,31600450841.46,20466505761.95,14496390597.04,5941436500.00,31471412580.52,25523841152.63,19604011471.20,9313982321.26,29057586384.95,23025487264.59,28410924087.85,30217121786.40,19947016422.97,0.0
7,支付给职工以及为职工支付的现金,20676547000.00,13696292000.00,8147054000.00,24709578000.00,19638796000.00,13600798000.00,7569431000.00,22740541000.00,17042705000.00,11456781000.00,6338017000.00,11652740000.00,8673520000.00,5660543000.00,3254369000.00,10493582000.00,8776444530.00,6130766110.00,3472711350.00,10426381020.00,7876851140.00,5562772470.00,3240584650.00,8207434880.00,6692571590.00,4713708270.00,2477550730.00,7560276430.00,5794936540.00,3891366490.00,1956291540.00,8094555880.00,5358249396.22,3748881952.21,2168155024.61,5790663016.41,3707766610.27,2525691269.70,1448149807.05,3430568219.69,2442128172.73,1680151066.15,809549400.00,3075203396.08,2227737342.23,1523848659.74,630516564.51,2026315376.86,1010572663.72,1324306434.84,824921819.57,697727901.44,0.0
8,支付的各项税费,12283945000.00,8210106000.00,3835224000.00,13739262000.00,11157941000.00,6994367000.00,2826238000.00,11139448000.00,9412941000.00,5982427000.00,2729906000.00,8824342000.00,6828734000.00,4743106000.00,2003485000.00,8323884000.00,6747190750.00,5135145750.00,2000945860.00,8465413330.00,6913017120.00,4432638160.00,1504612890.00,6319042120.00,5183832040.00,3539645080.00,975520000.00,4899687060.00,4157654270.00,2430779020.00,1038950820.00,5076146540.00,3888909816.18,2456150295.07,1065984505.99,3805758148.65,2843786885.73,1641363416.86,768431132.01,2658364554.56,2097298783.85,1176557914.65,528904200.00,1908071668.01,1333663236.71,961043626.01,208436235.32,898523016.63,521862653.53,678909370.53,594527349.57,489292748.68,0.0
9,支付的其他与经营活动有关的现金,27294809000.00,17838465000.00,6900321000.00,32400672000.00,22636907000.00,13446468000.00,7318691000.00,29139920000.00,22292143000.00,13402245000.00,6692300000.00,21802729000.00,15425973000.00,9466053000.00,4441669000.00,16335966000.00,12165556560.00,7897923330.00,2608241170.00,15606172030.00,12600226710.00,7061777200.00,4897211740.00,13131104620.00,11867076000.00,8398101860.00,3453193040.00,9999637500.00,24185778270.00,16059079150.00,7819676800.00,17513619190.00,17927185670.99,11180454875.74,3769398800.99,15147783006.31,10932222737.59,5919677406.76,2425147624.10,9363513406.09,6081609368.89,3963158560.85,1073518600.00,7945125197.22,6034129366.45,4333230226.50,1188564567.78,6936074601.66,2715315615.98,3942741771.33,2935488775.47,1832741616.17,0.0
10,经营活动现金流出小计,168570806000.00,111798367000.00,53028218000.00,198480626000.00,153044224000.00,101470011000.00,54522712000.00,182872989000.00,137512205000.00,91784686000.00,42942030000.00,135963803000.00,100416580000.00,64624565000.00,29143602000.00,107514036000.00,81904997320.00,55477027410.00,25548358330.00,87426954500.00,69311959050.00,40675726920.00,18221928400.00,74470957750.00,63334343990.00,43789546900.00,23985243900.00,71272949110.00,76424323930.00,55496120190.00,29396270810.00,69196974460.00,71129136733.03,49682431972.38,26995741745.01,64656123216.36,52338970347.88,31361092366.91,12843553031.10,47052897021.80,31087542087.42,21316258138.68,8353408600.00,44399812841.83,35119371098.03,26422133983.45,11341499688.87,38918499380.10,27273238197.82,34356881664.55,34572059731.01,22966778689.26,0.0
