,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,78966837000.00,62445844833.00,46131645000.00,29948578250.00,123443026000.00,87478829334.00,56530176000.00,29764501809.00,117699317000.00,83933875964.00,55464944000.00,28988033901.00,113460051000.00,81294587127.00,50452798000.00,25159141467.00,112606292000.00,77024886824.00,49940009000.00,24075126460.00,107388939000.00,72196187489.00,46602230000.00,22044030088.00,92066343000.00,66670110477.00,44005309000.00,21025531846.00,75963168000.00,54337070466.00,35741096675.00,17300122801.00,59771932000.00,43964356744.00,29449701455.00,14280969128.00,56110981581.00,39088069194.00,25800117000.00,14031858986.00,46921840213.00,32886167688.00,19367329118.00,9931993871.00,41580458000.00,31536048926.00,23370652233.00,10305848028.00,44212810000.00,31207472795.00,22154463635.00,10369966953.00,55643531000.00,40454898483.00,29126604000.00,13769270593.00,57384968131.00,41330038820.00,29436270457.00,0,41999825665.00,26979028386.00,17062554689.00,7798168109.00,32979224932.00,16754890000.00,29888930706.00,0.0
3,收到的税费返还,3671801000.00,2937257381.00,2051141000.00,1527267914.00,4003111000.00,3150142479.00,2091698000.00,953871586.00,5792204000.00,3616847781.00,2452084000.00,953654443.00,5301305000.00,3818694826.00,2828782000.00,1438739277.00,3857678000.00,2828141615.00,2071576000.00,693304939.00,3253003000.00,2156946328.00,1772603000.00,747980201.00,2585607000.00,1744658383.00,1368519000.00,336699624.00,3249232000.00,2379013108.00,1757564801.00,271942459.00,1736992000.00,61271831.00,37186006.00,15402133.00,73824327.00,55626423.00,35324000.00,13212097.00,57882061.00,38076878.00,22109876.00,12749939.00,47736000.00,39993820.00,23516166.00,8332374.00,35530000.00,22309759.00,10290216.00,3917271.00,45622000.00,9061089.00,1464000.00,3752800.00,23417449.00,264733797.00,150000.00,0,48819655.00,133648990.00,4511935.00,12635940.00,19324677.00,2960000.00,38560693.00,0.0
4,收到的其他与经营活动有关的现金,2329643000.00,1928746345.00,911336000.00,611209398.00,2141672000.00,1555464127.00,1881237000.00,1108465105.00,3354627000.00,1213244425.00,1193334000.00,1609248718.00,2363380000.00,1903555638.00,696118000.00,227494657.00,2494056000.00,1327173971.00,728318000.00,243636833.00,1314877000.00,992104223.00,328556000.00,906741736.00,2675501000.00,901839160.00,770673000.00,491621209.00,1339243000.00,757298914.00,682001893.00,356130524.00,1189088000.00,815992457.00,619285700.00,409968509.00,1241635668.00,1189339917.00,707433000.00,183209560.00,790797236.00,464150375.00,299605639.00,144759935.00,597254000.00,677890531.00,310990280.00,154964817.00,820837000.00,745886001.00,453817324.00,225107802.00,799231000.00,438344615.00,251747000.00,491581622.00,588415647.00,478090852.00,392876113.00,0,537331870.00,127036712.00,56219205.00,10630588.00,258783716.00,168720000.00,180499285.00,0.0
5,经营活动现金流入小计,86264895000.00,69215447135.00,51797246000.00,31874225814.00,130101602000.00,92762158205.00,60907558000.00,31968202786.00,127113579000.00,89190145108.00,59724399000.00,31789859520.00,121265853000.00,87233841852.00,54199411000.00,26908647189.00,119095010000.00,81229506175.00,52844852000.00,24878104249.00,112202473000.00,75337857824.00,48518796000.00,23794535884.00,97653181713.00,69612672100.00,46267200000.00,21839705434.00,80555594000.00,57640857464.00,38585012705.00,18006598326.00,62647626000.00,44615158903.00,30078940305.00,15131102744.00,57784725802.00,40445330009.00,26664842000.00,14133834030.00,47922779485.00,33327728779.00,19675467162.00,9972199778.00,42201408000.00,32253933277.00,23690168868.00,10369594874.00,45226669000.00,32024992655.00,22622888284.00,10598992026.00,56488384000.00,40902304187.00,29379815000.00,14264605015.00,57996801227.00,42072863469.00,29829296570.00,0,42585977190.00,27239714088.00,17123285829.00,7821434637.00,33257333325.00,16926570000.00,30107990684.00,0.0
6,购买商品、接受劳务支付的现金,58275622000.00,47132428452.00,34287313000.00,22624066728.00,90509473000.00,70949819486.00,44915951000.00,21970872817.00,83491509000.00,65357232161.00,43098935000.00,23260428233.00,91119115000.00,65200508739.00,40209191000.00,20444107109.00,90389695000.00,59940789013.00,37091638000.00,18394931200.00,86146848000.00,58098688371.00,38504005000.00,17711811610.00,75832064000.00,52593348251.00,32645318000.00,17129195765.00,63425880000.00,45691794240.00,29409567596.00,14919753104.00,49086079000.00,36594378718.00,24428300066.00,12388528237.00,48027650690.00,33855213454.00,21887527000.00,12161808870.00,39342254523.00,27257768885.00,15885599273.00,7628959212.00,33578198000.00,26008236084.00,19022667049.00,8288033024.00,36528110000.00,27126935519.00,18359141707.00,8094343830.00,44752374000.00,33193536237.00,23993599000.00,11519147836.00,53683565198.00,34665192244.00,23781492364.00,0,37777250301.00,24437912347.00,15204402729.00,6929700822.00,27596535637.00,15097460000.00,24329358145.00,0.0
7,支付给职工以及为职工支付的现金,4257331000.00,3548355254.00,2909441000.00,2262538883.00,10174024000.00,6552021316.00,3747850000.00,1944827399.00,9335172000.00,6347127935.00,4231419000.00,1886804063.00,8810418000.00,5502904018.00,3984521000.00,1605439522.00,7706110000.00,4653980582.00,3747166000.00,1347923119.00,6739616000.00,4106959606.00,3285568000.00,1171590844.00,5886363000.00,3844285675.00,3029524000.00,995685330.00,4437930000.00,2919795589.00,2124926605.00,745376445.00,3632095000.00,2032726062.00,1565305658.00,571680979.00,2864226139.00,1920459848.00,1397612000.00,541932629.00,2167730515.00,1603092106.00,1105580763.00,498744966.00,2267023000.00,1777223875.00,1225671638.00,526389186.00,1987727000.00,1542471301.00,1028314201.00,553565866.00,2186147000.00,1538686283.00,1099124000.00,612975556.00,2333482326.00,1760274834.00,1210789621.00,0,1381893574.00,1095464801.00,505934797.00,326879293.00,801937213.00,462450000.00,577696818.00,0.0
8,支付的各项税费,4291276000.00,3627716700.00,2402718000.00,1528965251.00,5000449000.00,3999758106.00,2535665000.00,1179065695.00,3461888000.00,2763771161.00,1247602000.00,1101746748.00,3069776000.00,2224667136.00,1477560000.00,828185957.00,4013196000.00,3292680481.00,2242112000.00,998265066.00,3839481000.00,2872539350.00,1915026000.00,820353426.00,3281414000.00,2324982737.00,1749988000.00,710619471.00,2242478000.00,1648681134.00,1265787423.00,641755863.00,2665314000.00,1099497764.00,699665176.00,406558700.00,1230666939.00,875425420.00,583617000.00,353483125.00,1159854936.00,855965774.00,570643849.00,242971460.00,1104415000.00,791710911.00,565507794.00,264733318.00,867328000.00,720927612.00,514948294.00,278935875.00,1012677000.00,1517716013.00,1111811000.00,296006896.00,1057759111.00,1755947868.00,1384847250.00,0,1131935094.00,613258352.00,642592436.00,336859216.00,914991738.00,486610000.00,942110293.00,0.0
