,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,5253781090.41,3652169055.22,2338189628.67,1081032090.20,5557092702.72,4065304146.22,2749477619.08,1310747466.54,4704528941.10,3330558994.81,2206636437.35,865371410.62,2781899593.28,2340083543.75,1753045698.60,797730470.39,3597469387.55,3812190421.32,2532911228.72,1172055954.04,3904283158.02,3355975494.41,2166977682.01,1062884109.70,3488317021.12,2904346942.97,2179175232.37,867848272.07,5275259581.85,3478861389.48,2442193365.09,963121999.90,2933038429.26,2351661290.65,1499559634.68,746908815.39,2206941237.84,1800873174.81,1323201909.52,506360563.06,2153591570.96,1552314288.94,1055539763.28,491114063.88,2075006656.95,1198891574.20,918955812.59,721534634.98,2667029780.55,228254116.55,170935129.85,52349010.75,319147305.28,233517363.56,137910347.05,64490840.49,273344902.77,201219095.21,127304667.69,50356320.95,219328613.84,162016754.88,109503817.87,253095607.38,0.0
3,收到的税费返还,239819063.97,92615047.23,67229436.76,25076098.91,124035328.24,81875972.10,66725555.92,33494902.82,130391708.41,92850813.57,64636082.34,29629451.01,82706945.76,61371975.48,46753013.56,1817025.69,83824258.59,54903134.64,35523214.43,15834997.76,62927861.17,45035776.43,31409333.07,14344173.14,63277809.94,53198210.42,37385300.13,12496727.12,43305022.45,45824025.29,34624425.75,18674875.64,57328681.91,47962221.53,28342716.93,11426130.15,44455803.57,30470354.56,19277204.62,10122580.14,16768404.91,13167735.15,8993854.39,2467689.60,6914018.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122431.00,0,0,0,0.0
4,收到的其他与经营活动有关的现金,160392469.72,113120392.03,87257276.57,84108039.96,178257982.08,161715267.69,122137222.42,47344033.88,367829477.40,64929497.86,45752944.69,37161818.31,151198768.55,76059828.71,45446111.68,35588356.39,465324594.58,63345585.38,55350419.71,43532383.35,496283407.34,127820287.08,71346557.66,22785658.77,721891095.20,38996803.25,11218254.99,8482488.70,73095056.64,50127092.95,45321916.00,4363500.00,62885032.70,38361592.76,31823732.00,39924065.37,96263719.86,102190174.72,100840305.30,80969581.49,15513352.72,12949400.17,8058050.09,1762351.62,7836714.23,5813222.62,2168000.77,409652.18,4377423.07,3374716.56,9170818.11,907139.39,1851307.58,1196336.48,951117.79,380339.49,1855760.18,1235464.97,1666411.44,117158.80,2145347.61,1079610.40,837040.08,330000.00,0.0
5,经营活动现金流入小计,5653992624.10,3857904494.48,2492676342.00,1190216229.07,5859386013.04,4308895386.01,2938340397.42,1391586403.24,5202750126.91,3488339306.24,2317025464.38,932162679.94,3015805307.59,2477515347.94,1845244823.84,835135852.47,4146618240.72,3930439141.34,2623784862.86,1231423335.15,4463494426.53,3528831557.92,2269733572.74,1100013941.61,4273485926.26,2996541956.64,2227778787.49,888827487.89,5391659660.94,3574812507.72,2522139706.84,986160375.54,3053252143.87,2437985104.94,1559726083.61,798259010.91,2347660761.27,1933533704.09,1443319419.44,597452724.69,2185873328.59,1578431424.26,1072591667.76,495344105.10,2089757389.99,1204704796.82,921123813.36,721944287.16,2671407203.62,231628833.11,180105947.96,53256150.14,320998612.86,234713700.04,138861464.84,64871179.98,275200662.95,202454560.18,128971079.13,50473479.75,221596392.45,163096365.28,110340857.95,253425607.38,0.0
6,购买商品、接受劳务支付的现金,2796261515.77,1786718615.14,1192794702.16,624202420.37,3330414976.88,2495464672.83,1689339276.97,816367781.23,2626573820.96,1918977088.63,1445359527.52,1007804664.15,1317001587.26,1332212605.58,1047904457.91,425308123.17,1968297359.91,2704393129.84,1723835825.65,723036857.04,2373087835.89,2318888080.00,1437879359.94,780458434.94,2886868151.73,2397890522.94,1742898888.87,503518634.85,3772427920.64,2283762400.61,1702344020.85,591899241.08,1491639809.10,1294814038.38,873189695.16,500484984.04,1305775087.15,1253729563.94,1016237917.16,446555808.89,1479110857.93,924967950.00,633452577.10,267310035.97,1466854669.34,724828746.99,639902160.40,560420222.24,2179958345.94,121806924.36,107351358.33,41253890.78,212482086.07,157301706.39,89809605.47,42011366.17,165179563.87,114675119.24,83053995.51,35499801.57,146967196.64,124705219.22,84191722.99,144857762.24,0.0
7,支付给职工以及为职工支付的现金,1190526108.61,836183387.87,584426269.44,324101105.47,1231447268.64,912812001.37,753836634.43,339144988.35,1146756565.80,786181679.63,574377025.18,270227840.45,848385446.94,609077994.70,437936601.60,206369502.24,847131550.24,638125872.48,493017889.50,197119505.21,776945891.01,590327580.33,426411030.58,178457958.78,682020925.07,508502314.82,346088356.28,172789533.22,566207390.15,439808837.91,320012748.50,155229876.92,513447400.04,363540176.33,247965309.79,128193403.51,344412607.70,238161544.50,161303225.00,50911670.46,191526708.97,131433488.63,88991052.58,42166969.10,211715673.64,160429158.71,108905721.17,49441863.57,144844905.29,26514464.81,17993085.99,7939552.22,29279265.43,19577530.99,12932119.22,6590001.79,20441131.52,16178022.92,8541551.17,4697634.89,21731056.99,15066422.61,10673090.10,17776393.07,0.0
8,支付的各项税费,346546826.92,252245765.08,172156054.73,59840891.67,409601166.34,263945564.04,179896938.45,74146900.94,304886542.49,225805929.01,132955732.65,53655413.48,255375115.86,173084664.03,118990482.29,43440352.35,249848706.48,183037798.03,112269664.79,34867674.30,323962045.70,218082404.96,128125267.03,51360330.14,271030915.50,166565315.01,117844529.87,55854786.91,292440460.87,202903545.92,128439685.95,48621806.30,293152944.77,221574558.61,141880729.88,45620094.57,157608450.40,128128347.49,78309644.82,19897053.69,134635405.59,105245727.86,62380714.98,34130351.21,147847039.98,121681785.60,69548771.01,25288511.71,84408602.66,23745033.03,17837723.99,6950031.67,23529351.13,17479815.54,11720422.13,5946718.43,31324819.10,23728052.84,14601631.14,7897160.78,26793371.60,23009069.83,14214383.93,36002503.78,0.0
