,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,4384384753.99,3055833623.85,1439273152.30,8946136235.03,6116114014.52,4118131164.49,1616805681.53,5335907417.31,3883683887.11,1938340379.17,974944978.46,3160213963.41,2612105644.94,16806531.22,24638524.12,346170338.57,539683389.12,183873589.97,311832076.77,451600935.82,1399940397.05,784284949.92,415383931.27,379598837.09,1463216852.82,791107995.63,404578147.37,470874456.87,1357073063.69,736247673.98,397337833.63,955512295.20,809921186.53,488175484.16,246877133.61,834728634.44,527480159.51,290333275.78,100544959.34,782201057.73,640504854.78,421905886.73,323669494.35,1204906403.99,1146498076.25,745469187.38,353929791.37,561815137.75,388894756.17,223573476.75,126838397.62,518623404.14,312929959.21,252839821.26,108128406.42,491921493.88,772322704.87,549232289.51,110379152.48,860161750.08,412567383.03,277799409.70,129751824.92,539133063.45,508726912.40,284464529.40,87980579.90,534240253.59,229901888.76,349682884.26,493780087.19,1355621502.09,372954703.51,298134760.61,726138130.97,0.0
3,收到的税费返还,81.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284825.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900000.00,0,2916000.00,0,2284909.00,0,0.0
4,收到的其他与经营活动有关的现金,234300629.58,209567332.92,61758964.09,209025736.16,216035673.64,118520370.80,87793251.89,114435025.70,224751040.36,149017886.10,27433864.46,114591006.21,100439633.27,97028283.91,20579.86,593651497.34,539460.87,483572293.85,169126.90,6902085.13,490101.15,451513.36,87719.58,176478368.40,6666111.19,1849910.39,1128975.86,115088712.57,899843.58,352180.19,68388.61,3809089.45,7760173.62,1352395.80,483964.90,159963725.49,12435560.08,653417.70,48589.69,2079769.77,680033.51,109257.14,11002.41,671345.75,196879.73,124743.37,19177.53,55352.43,1017878.09,546312.18,23546.58,7583578.67,20825981.38,7572873.71,53192.55,51950378.63,50936471.29,50014310.14,17452563.74,51464739.14,111124687.22,38625957.08,14521482.28,225880835.03,90085680.78,54028856.56,11131309.11,189625615.70,151558847.58,79964268.25,11043494.20,37297148.84,105361716.73,280548465.80,35873275.20,0.0
5,经营活动现金流入小计,4618685465.13,3265400956.77,1501032116.39,9155161971.19,6332149688.16,4236651535.29,1704598933.42,5450342443.01,4108434927.47,2087358265.27,1002378842.92,3274804969.62,2712545278.21,113834815.13,24659103.98,939821835.91,540222849.99,667445883.82,312001203.67,458503020.95,1400430498.20,784736463.28,415471650.85,556077205.49,1469882964.01,792957906.02,405707123.23,585963169.44,1357972907.27,736599854.17,397406222.24,959321384.65,817681360.15,489527879.96,247361098.51,994692359.93,539915719.59,290986693.48,100593549.03,784280827.50,641184888.29,422015143.87,323680496.76,1205577749.74,1146694955.98,745593930.75,353948968.90,562155316.12,389912634.26,224119788.93,126861944.20,526206982.81,333755940.59,260412694.97,108181598.97,543871872.51,823259176.16,599246599.65,127831716.22,911626489.22,523692070.25,316425366.78,144273307.20,765013898.48,598812593.18,338493385.96,99111889.01,723865869.29,381460736.34,439547152.51,504823581.39,1395834650.93,478316420.24,580968135.41,762011406.17,0.0
6,购买商品、接受劳务支付的现金,3887160067.49,2983178094.71,1211091081.57,7688359673.30,4988099982.81,3395038190.22,1443164546.24,4073741507.96,3091885104.81,1346279394.99,597508450.22,2002932959.32,1680331701.26,107087331.90,9752033.93,588733041.98,352319023.75,150407591.16,195360360.17,290927526.20,1129745431.10,669425472.91,356785822.67,450734183.38,1720894020.33,892880904.97,353618292.04,357167611.30,1247918144.46,635469759.53,341850157.22,785147599.56,631967338.87,447968948.27,272998110.02,611923866.37,463104125.00,361943637.91,94488052.61,697102057.68,542958512.97,355020775.38,271403302.54,920404789.85,877539209.32,526906364.77,220112569.63,337331214.27,255994390.91,120397577.50,75412360.82,251165099.97,133435612.66,109735626.76,61278180.35,334657080.82,680979315.04,486976538.77,76824823.12,707190206.06,319591502.92,203326695.65,25229793.97,532054523.68,179270000.66,127476562.47,52535910.30,253677882.19,68250937.17,150891438.85,297007889.67,1084625666.47,237402433.02,202453347.69,598009475.22,0.0
7,支付给职工以及为职工支付的现金,174848457.70,136025621.02,38934439.02,315371844.12,209344044.94,139183727.25,68906245.47,213339188.25,146798797.08,97200224.13,68555232.19,176015707.92,112878081.32,17065144.83,11832482.78,76316330.09,61906114.07,50416127.32,24821722.70,103763588.61,63106617.79,45551632.07,25315100.45,128573033.05,57872224.49,44439166.42,23619131.21,137147018.01,62744569.52,44680625.25,24293512.16,87569330.16,60765080.83,43689917.42,23556434.32,82558743.75,54802997.25,40248933.55,22611863.77,85406660.58,64448618.26,46594359.27,25482676.26,83251783.28,55271221.41,35306000.49,17921105.32,53599421.94,31337599.96,21200610.28,12026357.44,36902017.41,24948289.01,13095282.33,5165564.95,28214589.18,22814945.24,17078085.50,9168180.51,40072623.08,30575459.31,19721277.09,9326242.24,33226454.99,18318752.36,10940322.42,6669904.16,23153578.63,12196679.50,20180335.04,11887354.21,26507439.74,4212500.00,28408000.88,28434000.00,0.0
8,支付的各项税费,29814468.01,25363580.49,7275347.35,230223693.76,224754836.36,144163323.89,32291852.97,238371977.51,196255507.17,163687402.14,50964214.65,106464279.88,86508689.53,0,0,22455.30,152721.96,0,51187.39,1790116.52,1360038.67,1160198.39,421587.49,2298628.83,1739407.16,1708378.55,716878.89,2258771.24,1564115.89,1493314.12,74195.11,2419769.44,288226.89,210519.52,85310.15,89698311.98,14111761.18,12408983.62,11240394.83,17636992.52,11723737.77,3611513.38,909145.79,108242113.61,96791665.68,69091892.58,35421658.88,69533032.69,54193654.06,38534193.21,15668867.85,52142790.55,29491831.52,20768006.47,9757860.26,60610206.52,46591825.69,30488420.90,8713060.30,35463823.86,32813373.59,23731523.89,10297707.76,24806353.89,17075372.74,12408266.70,3738613.48,27969299.09,8045288.63,40031902.93,22292748.34,186934379.11,16392202.60,60090057.13,71375388.22,0.0
