,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,5061381313.42,4235055889.81,2353528901.74,15697204033.73,11560573281.46,7704371547.20,2791589300.10,12926463396.39,8881096419.27,7224977335.40,2471615578.57,8906190976.87,4157573620.86,885399565.12,421248305.91,1531645659.21,989731671.00,663045037.08,383282609.29,1253024330.32,819763675.48,541599684.63,320433113.69,1144740819.85,723978887.51,499346176.09,241095715.16,828063703.01,531105537.52,370273617.90,226962310.93,451197410.28,352799752.51,334254614.72,206104996.82,500702698.10,404074256.94,278610133.43,177893365.83,389242147.35,316485908.11,215426116.45,136396153.13,411510262.98,279394531.24,210497954.67,130827564.41,286734964.78,239088050.71,134378929.60,286734964.78,280640910.41,224625272.10,156301355.57,280640910.41,293873624.99,217511728.02,157321641.93,98138476.81,435541968.78,313080414.37,233119242.71,136369078.82,347244424.27,160458938.51,111835763.29,77539860.93,254705476.65,112477012.63,253089013.49,0,0.0
3,收到的税费返还,154610.21,7567.69,849.63,4208210.31,-465740.81,151688.59,97307.21,13397379.36,266774635.34,158717639.36,22554.10,0,9299.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148034.25,148034.25,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,4536488862.40,3907745221.71,1769553887.03,3636457568.06,2664388432.76,1666819870.98,1120380827.84,3894976797.20,6519222819.19,1007270865.75,1337599663.24,921438858.33,17292947103.09,782199297.09,210321710.24,80649520.98,123463281.90,67846117.90,14855099.74,86717930.81,63490868.40,28432736.17,84579363.84,101334731.52,91288862.27,76178722.92,81887566.23,78532244.15,912529877.65,267749422.17,5451651.96,48579721.31,1454207023.70,1094736572.25,800469052.71,46233331.79,201389098.79,171800936.30,32323379.41,60120775.36,4821955.09,9704287.93,2832802.19,8251302.98,2447404.44,1096163.79,1570504.44,2216314.42,11804092.38,4019260.23,2216314.42,8273464.37,4412714.43,2983234.03,8273464.37,19870363.17,6439377.51,4853212.11,2573053.93,36170843.76,6657464.37,2013332.34,6612852.12,2127814.71,50660652.53,31657507.04,12450335.62,32475688.67,32945725.89,25101234.27,0,0.0
5,经营活动现金流入小计,9598024786.03,8142808679.21,4123083638.40,19337869812.10,14224495973.41,9371343106.77,3912067435.15,16834837572.95,15667093873.80,8390965840.51,3809237795.91,9827629835.20,21450530023.24,1667598862.21,631570016.15,1612295180.19,1113194952.90,730891154.98,398137709.03,1339742261.13,883254543.88,570032420.80,405012477.53,1246075551.37,815267749.78,575524899.01,322983281.39,906595947.16,1443635415.17,638023040.07,232413962.89,499777131.59,1807006776.21,1428991186.97,1006574049.53,546936029.89,605463355.73,450411069.73,210216745.24,449362922.71,321307863.20,225130404.38,139228955.32,419761565.96,281841935.68,211594118.46,132398068.85,288951279.20,250892143.09,138398189.83,288951279.20,288914374.78,229037986.53,159284589.60,288914374.78,313743988.16,223951105.53,162174854.04,100711530.74,471712812.54,319885912.99,235280609.30,142981930.94,349372238.98,211119591.04,143493270.33,89990196.55,287181165.32,145422738.52,278190247.76,0,0.0
6,购买商品、接受劳务支付的现金,2844916685.93,2144655860.37,1246166816.28,5753734206.22,3651187558.88,2188866503.33,1137189964.52,6858246856.56,4378772395.20,2628237550.18,1811682697.52,7078873284.29,4694497418.48,657206148.31,328643804.13,1109831606.64,771345410.26,511684602.36,264423774.37,828653388.96,609835737.53,415198678.68,175881700.64,854443395.93,614535308.47,403448022.91,200558578.88,576513973.41,406547996.26,291579268.22,141993829.74,354779712.88,347091875.57,262230221.64,142702915.15,328140430.29,299939933.50,218153724.21,101786002.04,228128298.24,221327250.75,159627810.16,96619764.73,284563254.14,212538289.62,157182848.05,76528388.36,184630918.22,173519164.15,97632690.42,184630918.22,185101936.11,157037199.33,115344893.24,185101936.11,202483809.65,146012420.95,107249725.83,62630135.39,315078858.82,301752751.10,225070161.44,150467660.33,288858295.84,123252944.79,104255488.17,46481860.76,205614774.43,81648242.89,189347801.94,0,0.0
7,支付给职工以及为职工支付的现金,764969984.95,479560237.29,218380688.74,1152075931.25,508559691.27,357622651.97,200950366.90,645988778.11,509189472.51,329302496.06,172843798.61,586706008.25,377993011.33,67563523.20,36041578.71,100564034.77,70044432.77,44315256.97,25539279.00,80648587.40,49009853.39,34837353.83,20902471.46,65604299.08,29797881.89,20551780.24,12352969.71,44179545.21,32462802.18,23887487.34,15852974.83,29755204.43,24036770.52,17749342.03,12749353.02,30950768.69,24239042.50,17801138.90,11065518.29,26330339.24,20933929.47,15163619.68,9755968.84,24699957.49,19536823.14,14367909.46,8823013.30,25439613.17,18241155.12,11059961.88,25439613.17,23656612.74,18753173.74,12977248.78,23656612.74,20940049.63,16393889.21,11618504.97,7607280.73,18262305.77,13106027.71,8585888.34,5232042.03,14681300.14,11719757.91,8194293.04,5122709.46,16552954.41,8448885.20,19051733.41,0,0.0
8,支付的各项税费,1703353865.08,1409730122.10,244882826.25,802100566.79,715374799.02,387234316.50,190645352.92,1290868804.16,1155283892.53,939248359.47,276952405.18,1224104884.81,710404709.47,65829136.60,21762182.21,84827548.09,60683105.06,46748485.88,26658192.56,65060609.52,43934305.21,29974460.54,20106953.95,61209725.56,39517622.47,31985234.58,24514369.89,48209262.75,39560654.62,30731868.07,23886456.11,29406490.35,28289179.88,22544374.85,14758621.54,36958338.89,24700737.32,15657397.20,8812168.57,27154446.86,17969922.34,14359095.64,11043897.30,20911528.55,14408582.76,12577419.95,10271225.19,15880897.01,11513431.48,9224007.99,15880897.01,19576346.08,10146047.15,7930868.88,19576346.08,21610621.88,9538256.07,7522441.40,3668087.74,32907801.67,26552933.74,16422612.02,10668219.03,17713182.59,10445763.33,9046829.65,6085527.10,30195730.42,10212020.24,16623225.19,0,0.0
