,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1104787369.38,730699942.35,320239655.17,1299486244.66,959516210.74,658478475.13,365274737.09,1387175161.67,977444818.96,627541955.83,278387803.39,1094719524.51,762151264.15,483690307.24,235485300.73,1020213916.84,750821954.86,498246487.13,245056167.00,1001556562.27,735363977.01,484631423.55,228726500.00,1009606642.66,753259717.14,480587850.22,241361269.53,962864254.08,695933084.22,475855241.14,230048675.61,938472022.84,684308204.17,440610198.43,194396785.86,755879681.79,518443934.81,321462891.92,134199443.39,583800708.92,410792888.29,158504171.10,69389511.13,490464991.30,400941843.59,277878695.89,123118740.11,461907511.13,327984546.86,213195980.66,88380907.49,369875238.68,253097564.81,164291802.97,318106621.77,321222202.20,0.0
3,收到的税费返还,72833265.89,46189453.35,17624787.81,81525481.89,57950156.68,37068652.89,14110381.47,67029558.80,46295038.31,30921261.02,17277844.22,44499282.76,30770853.38,19785063.77,8943241.13,45789022.34,35731059.05,23722348.93,10111105.61,33814625.40,25122024.97,16493068.78,7697206.06,38814938.34,25415989.23,16738035.93,8217241.33,32083965.25,25352868.90,17589770.03,11856294.73,35158417.92,27455072.18,18591211.05,5828846.81,31051657.85,23085010.32,15653165.16,7987828.88,14570068.74,9127571.37,4302564.12,1661373.46,4020034.11,4020034.11,3863788.33,2205354.55,8998064.27,8355307.93,5780601.17,2509053.19,7964861.09,6011952.03,2866001.33,9095644.60,6099413.33,0.0
4,收到的其他与经营活动有关的现金,9254016.18,8512674.49,6091694.56,6925359.86,14269610.54,9823444.05,7770575.62,9278567.69,5714298.77,3716406.82,3618930.31,3839820.08,8730675.70,3485838.36,1902510.15,2790805.87,2715163.07,1529678.06,-431200.76,8355635.72,11710853.06,9209194.65,1548045.93,7734727.59,7191076.30,6828867.99,2917800.94,7840827.26,3597955.71,6410705.29,893003.14,5512371.57,3646829.39,4657488.38,5781551.94,2394389.86,4147573.81,2203687.36,2299033.52,5294828.93,3597197.68,2373205.15,3784504.23,8061041.89,8375992.76,6007885.48,3215438.70,1733065.80,3401988.98,1936175.49,4042161.10,6388576.02,22918780.82,14602475.11,143362.43,44987.30,0.0
5,经营活动现金流入小计,1186874651.45,785402070.19,343956137.54,1387937086.41,1031735977.96,705370572.07,387155694.18,1463483288.16,1029454156.04,662179623.67,299284577.92,1143058627.35,801652793.23,506961209.37,246331052.01,1068793745.05,789268176.98,523498514.12,254736071.85,1043726823.39,772196855.04,510333686.98,237971751.99,1056156308.59,785866782.67,504154754.14,252496311.80,1002789046.59,724883908.83,499855716.46,242797973.48,979142812.33,715410105.74,463858897.86,206007184.61,789325729.50,545676518.94,339319744.44,144486305.79,603665606.59,423517657.34,165179940.37,74835388.82,502546067.30,413337870.46,287750369.70,128539533.36,472638641.20,339741843.77,220912757.32,94932121.78,384228675.79,282028297.66,181760279.41,327345628.80,327366602.83,0.0
6,购买商品、接受劳务支付的现金,794618444.97,558145481.64,245192003.36,949117934.83,778296565.78,555832661.43,312030625.47,1076845683.63,747442180.74,474551456.19,242270202.59,723623922.47,509927598.80,334512368.75,142785605.21,712519199.00,555802192.35,378892267.09,189550658.45,745522191.29,564988081.97,382167260.85,191038703.65,821947444.96,605065539.02,391145673.34,186598925.13,743335645.33,554529192.42,361418771.24,171260202.54,743365091.79,571155916.20,360389121.47,173803625.33,624984162.22,429722349.96,279217695.17,132279108.35,414319770.48,306567843.25,114953941.34,52780794.75,367911745.96,322107286.00,203933413.44,94843406.74,379638567.03,262246456.52,161622019.06,74768430.34,274880274.62,224086055.41,130808271.43,286414935.82,247047632.40,0.0
7,支付给职工以及为职工支付的现金,126666864.28,97328690.27,65394781.90,175164403.63,115801908.27,87964347.80,61433501.21,149269033.86,109776054.95,81620505.85,56659171.50,131477001.24,105482359.83,80047135.02,55393528.15,113733059.84,85714861.34,63739890.81,42395781.90,103401059.90,76480714.26,55372553.79,35571340.83,95014731.09,70372845.10,51107106.77,33451675.87,86808327.43,63492913.29,44616010.73,27299925.76,72422816.27,56714026.93,39950766.57,24483958.67,60119805.50,45527282.83,31378911.32,19510752.67,46881129.01,29905973.75,16252534.53,11228501.25,31973558.46,23295585.17,16101200.83,10298574.83,30386662.64,20765883.92,13721315.72,8141760.40,15413984.87,9519207.17,9641341.91,9357948.37,12465003.39,0.0
8,支付的各项税费,60643615.82,34059052.58,19786447.91,70969704.15,47582286.95,25464373.78,12652668.18,61345590.81,45139897.30,30637630.45,19218682.57,54411863.80,38341295.12,24666707.66,11977930.88,59033907.56,42450480.43,30329179.41,15691483.59,53836023.53,35690041.64,22321739.28,10756356.91,45515829.05,32526166.04,22559466.84,9294417.62,41198716.31,27638288.41,17573828.40,8352019.68,28477773.16,23384401.47,15249540.68,7260696.80,28089287.70,20205043.80,12908097.11,6917073.57,28502671.93,19475551.05,5413916.24,1596422.84,23057256.05,15676565.43,7869274.97,3931654.20,12173398.26,9801455.49,4844256.62,2146704.71,6889642.47,3414485.33,1979293.35,4591861.82,6294529.58,0.0
