,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3576168747.84,2460551980.87,1306403296.72,3891320823.62,2790312601.98,1692958031.64,765912008.02,3199290762.93,1741207168.68,1120467224.23,595499526.84,2747557900.91,1912695806.02,1226082634.75,616792389.74,3168421256.25,2123357231.21,1315387894.34,656831655.59,2647650910.99,1717377124.39,1063295432.24,488207041.93,1934496382.62,1141378243.21,744030805.39,337927967.30,1958229308.32,1137669719.97,703869689.69,362715219.07,1349074626.64,889834094.17,513283094.60,209535464.29,925996794.69,578887501.86,324705713.54,125706032.04,657686346.29,456371424.35,266079350.39,93153529.01,462526345.17,373268674.05,333083045.83,0.0
3,收到的税费返还,76415065.14,33289619.92,14466560.57,21087239.80,22590743.21,4592430.83,144815.81,2559334.21,2096259.28,1626810.25,954031.38,5394069.78,5054078.33,3064408.20,2434165.47,5970059.71,5145326.40,2190477.39,1424346.85,16845139.89,15155969.78,10070643.72,7842413.21,3637497.00,1457735.22,681045.68,0,16112.21,278240.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601900.00,0.0
4,收到的其他与经营活动有关的现金,96326376.73,53517045.10,1269268209.65,385386808.67,441673603.13,95640201.61,90549236.91,185935447.53,178147996.20,119397688.29,50415772.62,288506689.95,242447469.28,104317537.04,54091522.24,242273459.30,200768906.01,193303866.30,87065927.37,177752552.54,141747053.95,100714533.96,73385184.85,48002536.93,94359536.60,54923488.38,24864176.82,57551148.12,78267259.06,53445162.97,37541391.92,36155509.37,23441623.10,6381996.34,6523956.31,12118021.26,8511379.46,2793460.46,1734984.36,9361352.33,6360886.01,3349469.43,1998774.59,9378340.35,4290952.73,10553689.18,0.0
5,经营活动现金流入小计,3748910189.71,2547358645.89,2590138066.94,4297794872.09,3254576948.32,1793190664.08,856606060.74,3387785544.67,1921451424.16,1241491722.77,646869330.84,3041458660.64,2160197353.63,1333464579.99,673318077.45,3416664775.26,2329271463.62,1510882238.03,745321929.81,2842248603.42,1874280148.12,1174080609.92,569434639.99,1986136416.55,1237195515.03,799635339.45,362792144.12,2015796568.65,1216215219.30,757314852.66,400256610.99,1385230136.01,913275717.27,519665090.94,216059420.60,938114815.95,587398881.32,327499174.00,127441016.40,667047698.62,462732310.36,269428819.82,95152303.60,471904685.52,377559626.78,345238635.01,0.0
6,购买商品、接受劳务支付的现金,3395188699.46,2444825100.93,1812833946.36,3949939164.36,3042127920.65,1747565146.90,970879100.40,2281669311.89,1424695664.10,834566825.59,512627315.67,1711626156.81,1371647492.71,1003950861.96,594145727.24,1861720815.89,1354169855.21,928042473.62,543077153.30,1548958505.59,1025663333.08,602319837.20,373654002.12,1588137888.89,889684536.90,576705436.13,339833430.16,1500798485.28,755570230.41,475292271.06,256483469.81,1015637956.56,736260719.36,540343243.64,222023054.71,624266084.56,421706901.41,238652093.34,126371050.76,365306629.73,248284306.28,142920152.09,71858108.55,248730187.59,203051664.02,208878831.69,0.0
7,支付给职工以及为职工支付的现金,491658833.47,343092574.49,123082695.98,513676619.97,356483758.42,243057371.06,101533154.25,343775381.92,259475237.24,175374878.58,69293453.76,328973597.82,220361794.20,148620125.60,68949629.54,383497859.19,294695660.68,205901706.67,96065355.14,408291485.13,309932008.69,207989909.13,93400006.51,304558028.95,226205013.16,146974856.57,64213086.29,238943088.89,157559256.97,102172840.70,41108531.92,147747344.58,110725642.31,67256083.19,27206453.92,61110685.77,38386051.54,25937868.50,11724846.93,44920387.38,35175385.97,24097937.87,9933994.11,44810046.56,40507236.53,37770581.95,0.0
8,支付的各项税费,139491183.04,103607540.64,47917199.78,142469742.62,117626492.46,86309472.49,39530705.21,152091649.40,110455431.04,70421737.30,45585184.30,170164141.29,127025671.24,82120232.13,28411889.91,135585854.25,92694685.34,63934099.63,43090557.14,93442088.71,68526774.54,42040662.35,13815237.15,179736236.02,128675648.21,81441568.59,33834676.48,138361202.00,95444841.90,48813521.79,27530693.63,77897994.56,51040690.69,28662684.10,19123488.38,54575659.56,38531483.97,20375346.20,14125333.84,42405378.40,22922619.85,7725074.82,3896440.03,35433639.80,18232311.96,19392963.68,0.0
9,支付的其他与经营活动有关的现金,391996707.62,247660958.95,1030742280.59,507899785.92,532329395.26,220652405.58,137611184.27,538307195.46,411192050.38,251734300.40,144819868.37,532448405.48,396084799.73,279569142.67,141237748.34,665239661.68,529040499.66,426945536.08,222401462.41,540547972.24,377243045.01,260324096.74,150519201.98,299525071.17,314162170.27,193014098.94,93922742.18,285194816.93,269970075.97,160994507.10,155957457.18,235864536.09,174826232.01,101338545.70,37649597.45,129737806.18,98574720.07,57401510.85,21686081.21,118365581.07,72353044.67,41286226.78,21282352.11,77266563.60,70672475.50,64022724.34,0.0
10,经营活动现金流出小计,4418335423.59,3139186175.01,3014576122.71,5113985312.87,4048567566.79,2297584396.03,1249554144.13,3315843538.67,2205818382.76,1332097741.87,772325822.10,2743212301.40,2115119757.88,1514260362.36,832744995.03,3046044191.01,2270600700.89,1624823816.00,904634527.99,2591240051.67,1781365161.32,1112674505.42,631388447.76,2371957225.03,1558727368.54,998135960.23,531803935.11,2163297593.10,1278544405.25,787273140.65,481080152.54,1477147831.79,1072853284.37,737600556.63,306002594.46,869690236.07,597199156.99,342366818.89,173907312.74,570997976.58,378735356.77,216029391.56,106970894.80,406240437.55,332463688.01,330065101.66,0.0
