,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,5305710984.44,3771337661.80,2405384871.54,1041860929.20,4946784572.88,3929915500.88,2520630672.68,1294021981.28,4597432549.63,3032877104.16,1887300932.31,796987287.34,3663356318.80,2679463980.21,1689116878.91,690014253.22,2603303220.55,2017969987.84,1299001586.25,618965423.97,1761596418.35,1164866881.41,375480315.26,161461218.71,726565182.94,444016196.34,289097512.51,136350309.83,614146993.04,408282357.39,260033489.82,117013261.73,499251363.50,365126780.05,226464593.31,101033344.57,440609332.22,312538529.56,210707493.15,107219643.06,400171400.19,284445395.31,185492255.45,77388441.59,632935403.83,472936938.59,338169814.75,180311402.97,734073189.01,535115171.91,306907797.37,115451513.31,358464259.61,237158068.38,152669583.35,77368759.04,283799181.81,192247273.81,119883394.15,65360457.23,259434333.05,173361841.76,108672116.22,165304800.60,0.0
3,收到的税费返还,38473044.31,26121425.80,20204965.50,12649199.25,25371721.04,7357159.48,30459.33,0,12938142.03,10787747.86,8448102.88,7594312.07,32473964.96,28815517.39,8876624.61,4088466.39,33845769.31,26846670.45,15142341.24,4683589.58,2421596.06,0,15076222.52,4498340.17,27282232.65,19494617.76,11434568.69,5517133.58,26157187.25,22074368.93,15906346.24,8115528.96,25427911.22,18766589.86,13868500.51,8736636.08,25096157.09,20855459.39,13127732.18,6390916.04,13768332.58,9346392.75,7390434.71,5309002.56,7899626.35,1378849.17,1277999.17,400000.00,6771218.73,5358338.75,4858338.75,3500000.00,4989483.73,3632188.05,3132188.05,0,6863085.58,4971924.05,2794830.15,1043354.00,10327813.57,7687195.57,7337992.97,2904819.00,0.0
4,收到的其他与经营活动有关的现金,244054037.64,143707452.59,107054966.23,39655175.89,179720784.79,136489356.66,76958415.48,82899769.71,256446637.10,193492525.81,132174058.80,63782205.88,77289182.69,38818262.79,19029348.17,31647914.73,182890395.70,112922358.65,10052322.65,14693454.85,46774736.49,20760720.26,2028418.56,558614.79,6125104.20,4049053.22,2087162.75,1054257.36,16078821.38,4370030.76,2400466.05,1128951.21,13470356.57,6760159.61,3424342.71,796048.95,5183626.13,5336287.54,3731600.59,2440060.44,7551971.05,9877558.12,8443352.75,2444722.57,6356635.52,5115637.22,14219140.39,1371796.57,10337180.88,6412389.07,5619854.83,18840143.46,1831683.95,10017922.15,7847336.59,2853059.41,26420332.89,14066457.54,6116460.12,2436180.58,2816486.54,763538.94,292358.00,906712.58,0.0
5,经营活动现金流入小计,5588238066.39,3941166540.19,2532644803.27,1094165304.34,5151877078.71,4073762017.02,2597619547.49,1376921750.99,4866817328.76,3237157377.83,2027923093.99,868363805.29,3773119466.45,2747097760.39,1717022851.69,725750634.34,2820039385.56,2157739016.94,1324196250.14,638342468.40,1810792750.90,1185627601.67,392584956.34,166518173.67,759972519.79,467559867.32,302619243.95,142921700.77,656383001.67,434726757.08,278340302.11,126257741.90,538149631.29,390653529.52,243757436.53,110566029.60,470889115.44,338730276.49,227566825.92,116050619.54,421491703.82,303669346.18,201326042.91,85142166.72,647191665.70,479431424.98,353666954.31,182083199.54,751181588.62,546885899.73,317385990.95,137791656.77,365285427.29,250808178.58,163649107.99,80221818.45,317082600.28,211285655.40,128794684.42,68839991.81,272578633.16,181812576.27,116302467.19,169116332.18,0.0
6,购买商品、接受劳务支付的现金,2804805317.00,2119809880.50,1469757075.60,693727989.50,2363995922.46,1973987479.72,1091875494.51,561481111.37,2152030308.11,1461015707.63,927494441.79,370677262.04,1641198941.78,1371138138.38,979718602.53,372084434.55,1477381634.08,1068863258.25,846309073.49,382829246.37,1104768385.65,726687538.49,198554646.53,100639878.56,470924718.56,285236065.15,201002537.81,89005915.46,455497666.37,318511421.76,196814133.55,102499222.60,416597319.45,299530087.75,189509605.11,99504318.45,357938612.90,196534051.51,140641644.19,44859505.60,232885123.36,146892916.17,87252252.40,36868411.78,341003498.40,231944289.37,149801615.94,72768234.01,325234740.59,251304753.84,166530840.13,63268237.91,213871890.10,118382315.82,80360390.41,40473594.04,217040719.23,133439414.40,95393010.50,41534846.42,188375234.13,135893030.59,83298019.83,120932549.72,0.0
7,支付给职工以及为职工支付的现金,427649697.59,346113523.23,224692863.94,114692952.84,369989994.09,279373914.58,187399123.44,97806318.23,289517066.45,214328401.86,140693266.49,75669559.02,270116777.98,173998578.57,112328935.52,62059062.69,180213150.24,123541770.09,78175885.90,44056650.21,79555858.69,34486844.41,53728899.07,29074477.86,97304137.87,72076339.10,48592963.45,26506011.02,77944040.80,58531519.28,39181481.66,20530133.80,77902408.00,59517997.84,40941530.28,18526245.57,59278183.83,44078560.85,29725778.04,16029225.70,45672100.09,33660629.38,22087812.49,12036874.84,50706478.20,35875413.81,23733595.73,12200861.00,44236228.88,27790710.35,18602688.30,8624378.39,29971335.08,19173639.25,11703767.01,6155017.90,13915016.08,14359157.64,9899511.67,4140386.11,16343517.01,9982940.81,7832011.50,14291329.53,0.0
8,支付的各项税费,489881256.92,403312585.26,297575538.82,105235352.12,454951241.80,372007120.75,259134580.63,171967527.04,614553664.85,431705003.25,286252449.44,142623264.75,445774224.68,324811829.40,209490649.49,71532597.56,232640379.22,168500905.98,118381336.17,43758493.99,182276252.50,133646136.52,15440869.17,6682684.54,23406213.82,16491426.03,11710115.60,5106254.09,16491723.73,13965777.34,9975718.85,6285640.95,7416716.00,6500754.99,4311993.22,3222422.90,15042624.99,16857928.28,14356281.61,6075109.07,26311757.33,22450194.77,18863093.25,4727459.80,96081697.98,97077846.54,25172188.05,17636349.99,58821742.99,57132931.18,45633399.86,4663629.99,16571846.24,15140710.24,10241545.29,4821315.07,6503308.01,12415650.38,8681426.51,4728158.70,6129132.24,6240380.80,4729767.83,3086540.11,0.0
