,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2600436244.60,1745330377.75,812488899.90,3515016206.89,2404351049.79,1566338697.93,710438102.82,3160631140.89,2609297972.10,1680457074.96,729822001.77,2239245184.24,1679645549.85,1006879812.80,394665408.66,1431143589.55,1277443438.40,615496095.73,238540425.72,801723931.60,579938951.72,406924542.75,77780613.98,1041798081.30,885210984.43,700610467.18,334097075.72,928909027.12,629461561.72,182924557.48,58292184.90,324744268.89,222763765.82,131992024.38,63738478.58,340928586.56,212276657.21,130367642.96,68837504.69,285969114.26,168217973.68,105554895.86,53521472.90,288943554.29,207539099.91,116751623.31,34518409.16,264038016.68,202174150.10,113262053.79,35044892.69,185726403.20,130534826.72,157231110.35,108860572.41,0.0
3,收到的税费返还,97488262.22,84065579.00,71028138.84,140050273.32,73463830.69,8314032.53,27195.25,91634091.27,42042236.64,27520198.54,16629564.13,50966495.62,39330840.38,27997433.45,23480003.26,23526908.92,15236814.35,17588730.31,2521719.42,37287911.64,28133224.13,21472475.71,7393048.29,20560265.08,7177963.80,5132111.75,3997580.42,16239489.34,10651208.85,8888192.79,3499183.36,26804388.68,20764437.69,11917266.01,7049130.87,26154669.90,20671465.02,14634143.88,6537224.88,14368826.69,8514986.91,4772698.30,3075110.20,15511625.55,7910106.58,7435674.60,3587888.01,18447108.11,15485457.19,8403278.96,2811160.98,11641177.42,7453830.90,10356955.47,286052.45,0.0
4,收到的其他与经营活动有关的现金,114405061.02,96105968.42,77412115.09,84614086.95,70994279.05,43364455.54,11095317.01,53605495.13,85809153.65,43971589.03,148463025.10,45907953.85,243079246.30,25360329.93,4146525.03,33335911.30,66029710.35,28824966.40,4835145.50,31240919.93,32116257.35,25575222.28,5225114.03,25557938.08,10727859.04,4103641.03,3254209.21,5929466.50,5565044.40,637744.79,327815.91,12588331.19,4874661.08,8095624.31,1414192.57,17759360.91,9123803.41,8493247.58,8674149.99,11248203.10,11622613.18,2254001.82,5363774.81,12341369.35,13113729.14,27815225.01,17831335.57,2100846.16,14768744.29,826987.79,35496.78,9874078.17,13313567.52,13729260.80,4267871.64,0.0
5,经营活动现金流入小计,2812329567.84,1925501925.17,960929153.83,3739680567.16,2548809159.53,1618017186.00,721560615.08,3305870727.29,2737149362.39,1751948862.53,894914591.00,2336119633.71,1962055636.53,1060237576.18,422291936.95,1488006409.77,1358709963.10,661909792.44,245897290.64,870252763.17,640188433.20,453972240.74,90398776.30,1087916284.46,903116807.27,709846219.96,341348865.35,951077982.96,645677814.97,192450495.06,62119184.17,364136988.76,248402864.59,152004914.70,72201802.02,384842617.37,242071925.64,153495034.42,84048879.56,311586144.05,188355573.77,112581595.98,61960357.91,316796549.19,228562935.63,152002522.92,55937632.74,284585970.95,232428351.58,122492320.54,37891550.45,207241658.79,151302225.14,181317326.62,113414496.50,0.0
6,购买商品、接受劳务支付的现金,1553522224.21,1077193191.99,393322356.52,2005052779.23,1339108230.97,958389620.21,335552435.78,1250116253.59,1335205139.56,946370363.61,350029303.20,932776329.75,786111220.59,422533345.21,183707010.20,677194724.59,747325966.78,278724084.16,119108516.82,307649230.71,276652114.65,198908900.08,119264914.99,996409203.64,879262842.66,634228820.48,403592691.82,678801269.77,532511602.68,127636670.71,51090202.00,298517088.55,210152516.27,152783646.37,80988114.73,270194035.21,189539776.19,106939313.06,74617219.00,216055763.46,137166996.80,95987811.18,57905563.60,234079105.81,189716489.04,144438181.51,69352212.45,232514329.68,169823037.83,94660441.80,36939989.40,150352622.40,108024780.88,132546681.15,96353747.23,0.0
7,支付给职工以及为职工支付的现金,593670743.11,414903224.29,206143887.61,730901180.56,575605829.79,368541226.17,185867799.25,585734326.84,414907805.22,254204827.15,121089883.94,363072125.83,267155115.49,166865776.29,69377415.04,188147518.86,134854887.55,82719489.58,45789561.88,124923341.07,90782774.80,55420155.05,7737288.85,35083713.71,25959916.55,16823978.85,7651686.40,41724718.12,32353183.20,23974480.39,9895728.61,47508014.76,33706078.13,24918662.60,7216246.81,47837036.43,28751599.33,19089891.22,6379342.62,41115443.44,24930491.77,17847955.12,6681920.99,37539640.95,24394177.25,15165615.28,6257196.89,38524814.88,29730117.68,16344545.51,5886161.51,24659991.90,18420426.36,19683836.26,15423442.54,0.0
8,支付的各项税费,235699702.39,199113319.28,134126623.04,282102341.88,226861954.62,124599182.28,71483487.59,242585019.97,200974756.72,148987276.94,85344738.85,121434817.64,107196959.08,52343958.56,38572172.62,63695131.29,56766222.41,47726529.48,22200811.12,87862663.77,102261599.10,81139436.25,1902299.10,9313524.62,8411255.83,6205932.93,3539320.01,8670647.38,5525759.68,5013844.95,864897.11,2033557.93,1904631.90,1663216.78,963716.41,4589306.79,4083222.12,2063017.77,663639.28,5190606.68,3074370.55,1777390.96,610129.23,10219051.70,6922751.78,4157067.97,1858954.44,7877033.87,5392888.70,2996108.27,1589501.69,3954841.42,4073417.39,5214396.27,5874809.90,0.0
