,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,644416473.42,3904187386.46,2436541462.39,1660921519.31,779555968.96,2899284104.48,1793004342.58,874019162.87,510187317.72,2431130122.50,1637849099.25,1022421535.75,526248895.51,2660346794.59,2076761168.09,1364773821.19,587548808.29,2519987720.41,1801522489.24,1143783512.68,510448892.96,1567169981.95,1278797422.26,790968594.47,376222077.48,1239005709.83,903531789.51,576454229.72,283307078.64,792808881.06,616007739.12,376119928.97,286902362.75,671085833.39,478399616.94,300836227.23,151262981.83,590293977.15,451931943.23,305122620.51,124419292.57,497825826.49,326517135.47,194328628.58,58412218.63,435137954.13,326651910.74,394210610.99,256819177.65,0.0
3,收到的税费返还,30948.89,74402.97,2368645.23,8045.23,6262.16,2800267.97,3079693.72,2387630.70,1098859.25,516640.95,9940824.31,113661.72,613161.18,287359.90,29298.11,0,29298.11,643191.14,2011941.08,289692.30,2362201.49,0,0,0,0,0,1529700.00,0,0,0,0,0,120000.00,0,0,0,1355500.00,0,10718774.74,9321870.00,3480000.00,0,0,761545.00,661545.00,0,0,5314000.00,0,0.0
4,收到的其他与经营活动有关的现金,14069264.89,44496679.48,188563901.25,157237751.69,9030737.15,20927319.09,58473956.54,17967706.79,6886533.48,68138450.41,78357180.36,72244434.37,45366915.52,28828933.40,47021009.34,38184408.36,33527460.19,31775526.19,67614613.47,10824109.88,102199275.84,34921943.31,35663047.70,16905119.36,11285000.00,24035405.41,17935345.83,13036760.85,598209.10,25441659.21,19579752.44,9060014.94,142950.96,14040499.72,15748634.85,13559058.76,44770.02,14775237.95,693983.30,357870.58,365394.54,10068194.86,193975.51,162509.03,190227.48,441812.60,497457.72,3008500.32,47700.74,0.0
5,经营活动现金流入小计,658516687.20,3948758468.91,2627474008.87,1818167316.23,788592968.27,2923011691.54,1854557992.84,894374500.36,518172710.45,2499785213.86,1726147103.92,1094779631.84,572228972.21,2689463087.89,2123811475.54,1402958229.55,621105566.59,2552406437.74,1871149043.79,1154897314.86,615010370.29,1602091925.26,1314460469.96,807873713.83,387507077.48,1263041115.24,922996835.34,590260849.10,283905287.74,818250540.27,635587491.56,385179943.91,287165313.71,685126333.11,494148251.79,314395285.99,153303026.59,605069215.10,463344701.27,314802361.09,128264687.11,507894021.35,330595580.98,195252682.61,59263991.11,442670086.73,328082668.46,402533111.31,260682678.39,0.0
6,购买商品、接受劳务支付的现金,643697159.52,3047935218.18,1868944288.76,1202025079.88,507667725.19,2288647535.84,1407507877.71,645137203.54,430613972.45,2244421934.70,1436028842.60,870945678.76,589450128.82,2051398124.53,1539716661.01,1108337975.56,543769838.89,1823057250.40,1394103427.55,965251385.73,496265786.89,1155429247.84,1034202801.25,662204074.14,377449195.94,1029662309.19,796141373.32,573439747.59,322338033.23,731602893.17,542748518.12,347634112.44,336636703.15,675735060.28,506126038.14,336490613.14,211190941.78,582319682.58,524955621.56,396483068.51,262715001.12,391265905.09,304110579.13,148262250.63,76757196.35,351622429.22,337186218.01,336131098.60,258559402.59,0.0
7,支付给职工以及为职工支付的现金,57807593.62,257588944.96,133745143.09,88760879.21,60208313.64,246843694.76,179503454.01,110543719.16,68244911.68,271337360.72,218518923.39,153409046.63,75117954.04,250323281.30,197642841.11,134184487.02,71460766.18,266484084.12,188324929.00,132888535.71,26241631.08,73824923.00,54850038.94,35802538.08,18694116.69,67674053.02,42171595.66,30469589.58,17865212.04,41444675.85,33096769.68,21829543.23,10782860.76,35512139.32,29717747.20,17746907.20,7548118.65,24680230.63,16840438.04,10534618.67,4862095.21,19844070.52,12218516.28,8550289.79,3932498.05,18651815.45,12167573.84,9108671.90,2924352.86,0.0
8,支付的各项税费,61719504.32,106231428.72,83782155.83,69099045.53,36371815.23,92133458.83,85270339.19,70443577.34,20473848.23,90971158.76,79478327.76,50126329.39,35400233.50,205084767.28,147857404.48,105627279.84,47309991.36,143040333.54,96313049.73,70191322.13,38319790.26,104624347.38,75062707.54,60257352.10,23506786.01,120486575.11,109885152.11,75299820.77,8463063.24,74215208.67,45900684.78,24677826.16,2768951.85,35797583.34,33685509.75,21079162.75,9077920.46,38240131.68,40224453.58,27266455.50,6384611.90,35861550.20,23563100.55,13277098.03,5019315.67,23461688.56,17119591.55,14103786.30,7831367.39,0.0
