,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,11717163115.62,7656183120.17,5293975108.35,2973521382.18,11404594416.89,5833537370.38,3124702139.34,1735328078.83,9275380667.17,6568010098.27,3591680358.04,1974380143.53,14226130655.54,10353549203.81,7386644157.63,4244964560.60,15706478418.77,11387400423.64,7320101861.55,3345714216.81,21387281056.72,13717777984.13,9601939555.08,5485742318.00,17576394428.13,12070954746.55,7149525934.95,3121957683.46,11421818681.36,6956186430.65,4226845822.69,2148831555.47,8591937170.56,5277300834.69,3764180448.93,1982897520.42,6976394300.56,5834579579.23,3238300443.48,1767470676.10,12488443614.79,8865651479.12,5045443937.13,1618073840.73,9224837639.35,4944339064.66,3065148024.51,1271582043.20,5808138418.22,3885693666.99,2452234213.03,1119497656.30,5106394133.15,3370534853.36,2222989760.01,903352422.01,4152854754.92,2984914570.18,1846628971.33,838686671.62,3044613243.73,2039241090.90,1131238165.87,367432423.46,2306041042.18,1457884183.61,820845153.83,150953263.62,1581973087.36,496885354.45,1171797782.04,374187191.47,0.0
3,收到的税费返还,252408352.11,170601313.54,130708694.05,238306.29,266452587.28,187772519.71,167481361.96,146392458.84,440906248.34,280678448.46,219188144.29,62806328.84,530829648.65,330762812.02,281308632.90,130473070.61,535300150.56,407024387.40,239987061.08,205247457.69,680593494.53,481832971.41,269091752.85,149959413.43,354557580.84,225916205.25,152593403.28,25104668.47,256779891.67,185780572.93,89158187.81,70997557.78,244887658.46,174760142.07,93808529.79,93010217.13,262547544.03,236276134.09,38551004.12,13050891.71,384123422.93,267570845.39,249587357.83,152501834.88,144858931.51,108792085.79,50152189.75,29826325.06,282780381.62,243998419.31,35755688.13,20530423.86,160516552.03,31240726.61,20810799.26,957192.24,71249002.33,29976631.38,15434941.90,4821281.20,73728534.93,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,521781038.23,285131071.87,109699697.48,23458113.56,328911673.53,244041646.29,111415261.51,32723606.91,442299295.61,244218549.11,149759792.65,58537201.14,367687617.18,289187806.12,165843673.63,104279197.62,223971045.55,234185479.12,80880554.48,39352398.77,248594740.62,256501405.35,219592987.85,104811676.84,220206966.57,201209596.26,94734409.07,20975100.20,185740758.39,260595066.49,113916591.53,25341468.13,182934154.86,158367551.56,49520692.74,18158129.55,241261625.60,186426763.40,164665288.34,60575430.49,161478837.05,562401964.40,33356079.96,52639814.79,164933364.94,26198903.39,10309854.76,7593164.53,24917047.50,23906739.65,5643900.08,5258393.21,51935620.96,14783118.74,13463629.70,1198864.58,34913756.89,11871814.41,3380516.81,1780162.81,5150738.22,3282960.89,2612070.25,1987584.70,11154754.72,7593569.63,5744850.38,3705710.56,18179889.69,1186048.38,2195012.41,610976.37,0.0
5,经营活动现金流入小计,12491352505.96,8111915505.58,5534383499.88,2997217802.03,11999958677.70,6265351536.38,3403598762.81,1914444144.58,10158586211.12,7092907095.84,3960628294.98,2095723673.51,15124647921.37,10973499821.95,7833796464.16,4479716828.83,16465749614.88,12028610290.16,7640969477.11,3590314073.27,22316469291.87,14456112360.89,10090624295.78,5740513408.27,18151158975.54,12498080548.06,7396853747.30,3168037452.13,11864339331.42,7402562070.07,4429920602.03,2245170581.38,9019758983.88,5610428528.32,3907509671.46,2094065867.10,7480203470.19,6257282476.72,3441516735.94,1841096998.30,13034045874.77,9695624288.91,5328387374.92,1823215490.40,9534629935.80,5079330053.84,3125610069.02,1309001532.79,6115835847.34,4153598825.95,2493633801.24,1145286473.37,5318846306.14,3416558698.71,2257264188.97,905508478.83,4259017514.14,3026763015.97,1865444430.04,845288115.63,3123492516.88,2042524051.79,1133850236.12,369420008.16,2317195796.90,1465477753.24,826590004.21,154658974.18,1600152977.05,498071402.83,1173992794.45,374798167.84,0.0
6,购买商品、接受劳务支付的现金,9498133150.14,5998203996.60,4052237861.60,2201930405.29,8689993439.72,5950269261.72,3712152343.69,1977856666.09,6825437898.18,5156580957.51,3579873847.22,1811184791.69,8767427848.43,6439456237.36,4619349891.46,2428485732.03,9604414527.70,6662922346.05,4337989408.18,2445118733.55,14761465900.92,10539876731.28,6854569231.16,3285646035.76,11915279135.73,8377892284.15,4729955891.78,2118979064.54,7861608699.08,5156030391.25,2743367056.78,1107967517.22,4358531850.51,2923327056.06,2273692764.35,986109112.88,4836302665.24,4167989862.33,3189662744.36,1614213386.86,10012764508.70,7298577820.99,4614065569.05,1715146956.75,7222402239.33,5560844595.01,3454861805.79,1472888301.67,4278836106.52,2843663678.14,1772958803.21,861998708.69,3465749278.36,2218647652.34,1541008814.88,732565407.19,3191699799.28,2383918031.08,1321784089.93,675187750.65,2317269615.56,1629281659.72,908904090.48,272113055.16,1618153151.37,998903129.29,648823333.44,266879085.50,1202762417.65,543490152.12,826887222.51,364177687.88,0.0
7,支付给职工以及为职工支付的现金,2390772420.54,1618296420.56,1084532332.36,643844949.22,2294077948.50,1491247095.41,1024352393.66,613113824.53,1976969165.52,1292692311.52,905619419.15,559008292.03,1827207502.67,1314088196.87,965322809.02,620199529.33,1795515394.36,1323663473.77,914353201.35,565919676.12,1581110297.20,1159595003.27,797668019.08,467841239.13,1610881542.17,1194147009.24,826043814.87,487278089.01,1499843710.40,1106372957.52,763092874.29,464336388.20,1410446223.16,964497357.42,663023655.35,419904549.50,1241448090.56,815212706.25,502121295.14,299318782.56,1015347829.58,656286705.86,410484691.77,231517894.07,696410321.89,486829311.75,304197504.70,178471726.45,426585123.11,301405721.02,170715718.96,88798001.74,216046818.50,137733416.24,131968120.31,59691906.19,174980728.45,129879414.84,113340818.69,39303831.14,140159499.65,94542872.91,79217640.43,43675058.43,133694037.62,96675841.31,53928573.71,37747638.58,117831347.13,58877135.99,70514536.34,33770226.54,0.0
8,支付的各项税费,461541070.50,377752598.07,280816032.07,157019400.11,474377684.78,328706379.46,238297956.89,143492066.59,637125151.36,514056596.92,389667297.14,135941450.01,1107267216.86,909114952.11,818555210.84,494992565.61,1225785974.18,1052023631.47,721283622.23,454623096.52,1339678433.35,1195546218.76,707487077.11,481679706.94,887731222.23,617761399.36,380731068.32,233159696.72,440841465.87,301794191.72,207048877.07,89886426.02,352127754.71,372072908.49,242020142.39,139640425.67,567600790.35,433419805.57,264728960.26,145120066.73,441510824.70,481311680.69,309049180.15,119486270.01,337830810.65,291667483.86,198889602.20,94146091.90,436666335.87,414417872.34,255980058.73,90804634.27,370170757.46,228863167.46,109114020.61,69734359.03,244358667.15,172231302.26,88078583.16,50748781.52,123600952.26,108907827.05,61047155.45,31192505.79,71885245.21,56471748.73,40000076.71,23468413.26,62727852.09,38386874.53,40967403.40,23037736.91,0.0
