,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,522544884.80,509234825.28,342912538.37,164592865.05,743555835.82,674080684.21,430159699.85,183312586.82,900110357.29,716965836.16,484927035.14,207713306.70,824900686.03,620462758.60,399695193.74,162178965.91,868802239.95,624554603.76,489265043.12,196274081.27,1004769569.55,749126350.08,493524784.82,197095596.33,1016680032.27,748988455.59,477686995.00,189827666.53,1156011633.71,875854517.68,587918037.90,256373951.23,1242188873.52,952654398.19,644622155.97,271382181.66,993107939.11,619140148.03,388048716.89,181529610.20,624654563.80,443376208.28,270227357.25,125190793.97,877637602.06,788383646.07,563492046.69,236376244.44,1041996418.47,827780452.64,605464017.08,245101211.80,958331100.46,641831580.20,401986805.47,168188827.92,667701116.84,466267740.05,287767608.85,113459988.50,533789677.21,381309043.63,222868662.12,91876050.06,293374141.21,180519054.85,154639463.33,54528797.18,350050186.40,154155168.40,245554384.60,97458476.86,133201800.35,77255137.52,169960107.28,65868612.40,172385948.96,75086663.24,0.0
3,收到的税费返还,0,0,0,0,36132.58,0,0,0,0,0,0,0,1316077.69,1155636.68,1155636.68,0,578990.09,0,0,0,353620.83,0,0,0,523357.18,0,0,0,926090.18,715848.83,235848.83,0,125754.90,0,30223.06,0,0,0,0,0,0,356559.24,188041.92,0,0,635073.90,635073.90,0,0,1917900.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847508.28,847508.28,847508.28,847508.28,139152.45,245971.42,0,0,0,3517.98,0,205.68,7188.29,6815141.10,0.0
4,收到的其他与经营活动有关的现金,112321886.45,60748344.36,59762670.16,54835057.55,96207345.68,921623.57,40877607.03,326580.84,103004695.45,4008023.91,7792368.20,2080815.13,60485144.88,8342500.97,9794917.77,5039782.21,68052877.95,2884768.01,7776584.16,5742473.34,99104130.42,17162246.42,2868386.04,9932714.22,75791679.05,17049664.39,12542162.68,721588.63,14925631.13,3886343.31,1350336.28,716185.33,15193786.63,3832650.48,1733432.25,764704.12,13063406.65,12384124.70,11370015.71,429559.13,10142040.08,3000727.88,2070913.45,456557.02,4287947.94,34851993.61,29000119.20,24909321.82,23078306.51,14252644.49,14252644.49,14252644.49,3474934.69,0,0,0,13866794.51,11994406.37,10036891.98,0,2197936.50,0,175452.43,0,3885725.04,1885451.88,1927524.69,46414.56,4563227.54,386630.78,14293896.95,25837.90,169905.57,4491091.26,22135183.12,507931.86,25657606.57,11204483.21,0.0
5,经营活动现金流入小计,634866771.25,569983169.64,402675208.53,219427922.60,839799314.08,675002307.78,471037306.88,183639167.66,1003115052.74,720973860.07,492719403.34,209794121.83,886701908.60,629960896.25,410645748.19,167218748.12,937434107.99,627439371.77,497041627.28,202016554.61,1104227320.80,766288596.50,496393170.86,207028310.55,1092995068.50,766038119.98,490229157.68,190549255.16,1171863355.02,880456709.82,589504223.01,257090136.56,1257508415.05,956487048.67,646385811.28,272146885.78,1006171345.76,631524272.73,399418732.60,181959169.33,634796603.88,446733495.40,272486312.62,125647350.99,881925550.00,823870713.58,593127239.79,261285566.26,1065074724.98,843950997.13,619716661.57,259353856.29,961806035.15,641831580.20,401986805.47,168188827.92,681567911.35,478262146.42,297804500.83,113459988.50,535987613.71,381309043.63,223044114.55,91876050.06,298107374.53,183252015.01,157414496.30,55422720.02,354752566.39,154787770.60,259848281.55,97484314.76,133371705.92,81749746.76,192095290.40,66376749.94,198050743.82,93106287.55,0.0
6,购买商品、接受劳务支付的现金,544421046.98,523291063.64,356832753.40,166645607.19,742090507.59,680237454.40,468777420.80,206778716.22,840756626.81,673566050.55,443012970.88,210277238.22,695125813.52,518595674.38,358082851.19,142073108.27,810614517.11,602622176.05,476529513.96,207973194.97,999621251.49,734003045.53,454033265.78,205745597.25,948078387.32,748536572.46,486577093.31,199036435.04,1068330564.34,823958297.50,579179782.66,284734626.44,1125846403.26,871703929.14,602752462.99,263441431.96,927200212.41,559344612.33,327337640.63,152214008.72,547242287.46,376007353.69,243615376.18,117315849.86,737525359.99,704560388.75,502649914.89,209033891.39,1009032853.27,818224071.74,615226930.03,263522820.07,888148534.50,620834428.42,372781624.88,184016326.29,615638940.20,458980964.29,285995243.80,95762049.60,492212963.04,361462666.17,205332533.45,89117238.47,276817682.34,165958687.23,159443532.81,67535243.54,300112981.79,135197226.68,230441098.08,97435966.97,114929747.08,75603348.65,144984188.39,63916140.81,140907413.67,44614478.12,0.0
7,支付给职工以及为职工支付的现金,18525644.50,15793432.14,14117586.87,9874796.06,34904871.39,26747435.57,18485259.40,10468612.27,37352927.78,28337269.44,19410321.79,10604836.29,35007640.44,25965951.04,19407490.51,10667865.20,34241903.25,24678595.03,17746154.92,10532447.73,33861737.32,24897815.42,16854587.87,9811126.13,33746950.42,25558860.98,17882306.55,10304092.08,33271888.31,25549485.49,17975097.38,8995550.77,34315623.67,24112110.13,17691626.66,9719361.16,31128355.76,21612479.10,15905231.52,7851009.93,25688584.65,19459142.50,12247328.95,7458509.97,28206844.08,21977537.49,14248133.93,7727349.85,23368049.07,16275005.78,12100635.55,6391742.35,21469122.61,14555957.68,9687643.73,5642929.69,15985066.68,11691058.31,7812551.78,4757872.74,12783547.25,8847551.29,6025535.15,3426079.99,8562908.58,7070258.42,5146109.38,2658785.35,9565844.41,3669295.86,8712507.74,3277168.00,7735974.84,2373234.62,6975580.87,4855507.63,8316079.76,4083073.89,0.0
8,支付的各项税费,61092257.09,32190832.43,15398550.68,2963064.54,10994757.17,10984292.13,6931015.28,1597747.87,13283448.21,10850935.18,5581971.22,1033563.18,13196493.90,9312343.93,5378960.96,2865416.04,10986997.49,6450003.05,3628209.63,4021696.44,15180484.84,9260690.70,7025035.12,3778288.47,10550415.27,9996642.86,8844975.90,6278572.64,14236271.40,11599322.27,8180082.37,2793354.97,17031116.26,11711248.06,8627446.04,2413283.92,15840522.99,12719492.85,4197571.29,3195424.22,18022576.35,12835332.32,7506161.99,6157893.64,15334014.61,13281884.88,8841895.99,5649990.81,12054271.01,6774510.55,3172094.05,2611136.14,20504420.90,14518464.91,8459593.59,5837545.04,19993045.39,14560407.40,10745118.94,8634016.67,8293576.12,3068484.48,1005484.11,585814.67,5525415.57,770850.93,368939.42,357497.68,5597205.29,902331.97,2122669.02,765883.53,2158572.33,1032796.43,2698045.59,1112474.55,2219911.73,6780912.51,0.0
