,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,825918837.78,616132163.63,440856638.99,227589329.08,890371099.60,645645804.28,433042874.09,201990276.92,957693129.55,555634919.10,329073850.98,131936894.24,979861711.37,551339066.34,360572185.42,173630855.96,1150173302.66,597892804.13,410900302.12,201191390.12,1256393546.44,704971228.56,449426230.51,261473305.60,1529657955.26,802362992.49,561823941.42,271533575.21,1645294835.62,808170234.67,529525037.92,263748702.68,1639939264.22,852453567.61,587409966.25,292142557.40,1542004634.08,783765899.17,532020034.02,266268732.72,882914684.69,562236448.32,381688742.43,177601379.30,930756822.41,547894990.43,395774074.06,191200648.38,1081601298.98,854272590.00,523954618.79,257587467.11,1035525047.78,719428401.85,464637073.73,215804329.99,932110097.92,647637072.38,420041022.85,209731054.30,1123764712.05,739550520.61,472648361.01,208566339.11,900770872.46,626431628.97,395001399.62,158789854.24,607843116.58,0,0.0
3,收到的税费返还,9238544.67,7251395.82,4069318.33,1878164.03,21362970.06,17324513.16,11459926.71,6161373.75,12630964.43,9750644.82,5283409.84,4317858.40,15402597.64,9693171.44,5428436.85,2827851.50,13876199.80,8492226.68,7395907.95,3737370.62,11574927.76,11463200.33,7012561.50,4676072.97,23669377.73,15918392.51,8254067.51,0,19750277.37,17733678.07,0,6401692.68,13840829.23,11766744.45,11141920.57,5571947.42,4841692.62,1528632.49,1434355.62,29143.83,6140077.18,3480154.19,2254602.96,981943.85,7729088.32,4205402.83,4205402.83,1186916.01,8190632.82,8190632.82,5990186.76,2508939.10,3805115.21,1930060.87,864279.49,14213.92,3341009.15,1688616.84,1673617.14,0,20867581.82,28053693.78,22781620.19,9492325.77,13828212.16,10011471.24,4373944.59,1600000.00,1775715.60,0,0.0
4,收到的其他与经营活动有关的现金,19240655.71,11623432.37,9573787.20,3721950.96,15318463.71,10917666.26,8535619.53,3700387.58,16130256.89,10782270.68,8934331.66,4099294.49,14178885.46,13670197.89,3751952.81,2439926.94,4757672.55,6935373.23,4918819.64,1781330.10,9120453.08,10735240.93,8964842.88,1521833.81,10927484.25,8746070.71,6022513.20,1628287.80,8017416.40,6548637.28,3648888.08,1407303.39,6068505.84,4219363.52,1499013.09,1316500.59,3832277.98,3724290.44,2998819.52,2177733.39,5005556.49,5675968.16,5159753.56,1255151.90,7769536.64,6395723.96,5105865.00,1043743.90,5312055.84,6871335.80,2354868.31,960150.21,4373704.71,3793710.05,1885811.53,1276004.81,2986647.04,2730389.82,2483431.04,903584.41,2314761.49,2662978.36,2229495.79,856861.34,3514336.40,1525135.10,1271752.34,241758.56,1558126.89,0,0.0
5,经营活动现金流入小计,854398038.16,635006991.82,454499744.52,233189444.07,927052533.37,673887983.70,453038420.33,211852038.25,986454350.87,576167834.60,343291592.48,140354047.13,1009443194.47,574702435.67,369752575.08,178898634.40,1168807175.01,613320404.04,423215029.71,206710090.84,1277088927.28,727169669.82,465403634.89,267671212.38,1564254817.24,827027455.71,576100522.13,273161863.01,1673062529.39,832452550.02,547183422.09,271557698.75,1659848599.29,868439675.58,600050899.91,299031005.41,1550678604.68,789018822.10,536453209.16,268475609.94,894060318.36,571392570.67,389103098.95,179838475.05,946255447.37,558496117.22,405085341.89,193431308.29,1095103987.64,869334558.62,532299673.86,261056556.42,1043703867.70,725152172.77,467387164.75,217094548.72,938437754.11,652056079.04,424198071.03,210634638.71,1146947055.36,770267192.75,497659476.99,218915526.22,918113421.02,637968235.31,400647096.55,160631612.80,611176959.07,0,0.0
6,购买商品、接受劳务支付的现金,475490097.89,351957775.19,255528783.34,121446859.76,733933762.84,502863059.06,353608961.62,114929819.07,783426779.14,435427313.81,262667450.92,110072666.00,700050392.21,349055020.22,225158029.10,97902372.36,808351756.52,391927627.76,261960222.73,125904279.98,1005312324.66,583325869.27,331451027.72,159661360.18,1309420484.64,713410170.37,497311152.81,218852884.66,1326169781.45,611444891.11,370366301.24,207103238.28,1433210127.48,763654920.07,512213133.17,299313651.57,1254560877.21,553523798.56,313292819.48,146183963.23,781610387.66,511846049.06,337684134.83,130304538.31,801506757.41,470015616.49,335347755.11,180664304.07,797114960.66,627895963.00,368503406.42,173728083.28,1012841044.72,541584875.47,321901378.91,111878011.55,773125009.69,518556182.36,337106683.92,163202586.48,841276978.75,525750678.62,416495055.73,221883220.95,862210916.33,571130147.76,388739431.52,173193070.25,546138897.12,0,0.0
7,支付给职工以及为职工支付的现金,77228814.82,62633675.58,47168071.93,31228277.38,76835277.97,64447781.56,40589262.11,24492414.78,74527641.53,60341740.80,38902035.42,20167417.09,71489438.49,58541781.91,39372148.46,24337035.15,66766989.55,55193035.42,36048558.09,22270044.25,68823435.89,58477722.95,40210862.13,27225944.30,73245529.10,63798671.40,45461540.01,33210523.75,73679877.19,67888099.22,52889017.94,42504793.59,41256975.23,37026629.06,29574947.03,25095017.16,34454671.85,30691921.56,25897195.30,23165407.11,29073772.76,26240973.01,23039128.91,20431384.61,35880991.16,30608329.89,27442841.09,24118343.91,23643551.22,20491685.45,18834240.30,16546116.20,23498664.43,22177284.67,19869892.67,18578058.87,17411355.46,17094458.28,16825532.45,16610710.15,11018633.41,7414447.18,7372746.56,7349312.10,10060736.37,7586629.30,7570142.30,6891118.40,6440667.99,0,0.0
8,支付的各项税费,58274130.17,44314177.59,27866519.31,12741233.56,45131983.44,37707583.40,21566256.79,10222295.40,54418626.42,41531635.68,25075103.71,10563165.03,55769202.06,46735864.31,28396323.94,9791935.81,50063461.74,38190901.82,26126551.81,11394749.39,38244035.77,23850792.11,17520256.40,5264109.00,34224737.54,25578668.29,18907904.42,7302434.55,39926819.24,25727804.44,15536670.92,8798422.35,36869713.33,20441064.16,17252304.70,4910607.64,52062384.71,31657414.01,22101186.58,12628782.23,36749100.91,22050125.87,14017643.62,6222428.44,36386339.60,27483955.57,17784844.77,7024299.06,57331530.33,37799278.75,26822644.97,15772001.25,50713662.77,38405980.63,26766807.22,11398142.52,44911173.28,31427095.68,18795756.37,8093021.60,33794669.14,21004653.68,11263253.22,6742458.09,21730150.78,13949962.70,10900964.48,5042537.05,20354686.24,0,0.0
