,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,10090792568.30,6616274322.46,2998696896.50,13695418011.13,9277542376.41,5686760236.36,2462261730.48,11065017829.74,7468837236.23,4645117330.31,2207770408.01,8548653366.20,5817487530.21,4048415861.02,2057619985.19,9492529075.28,6022562659.14,4310243012.16,2061017956.80,9255911495.64,4580067657.94,3324017808.29,1497004835.56,7689480134.20,5421337962.83,3904977478.48,1804894115.65,9693617825.21,6354352717.20,4367723134.85,1961799474.70,9263613651.07,6099306606.20,3762404403.34,1451246413.49,5938435627.83,3774848380.34,2487999692.97,994477227.12,4791114052.44,3238079771.54,1934826801.76,799256945.51,3402257050.49,2161241026.90,1290098488.02,516927340.52,2309413715.87,1419825846.56,945029354.25,404127374.03,1464890742.85,964484099.81,607822312.17,125248143.79,749914375.12,428919128.84,284053279.34,99178253.21,544190426.19,350140026.93,227317473.05,62144234.49,313868313.11,184779893.87,129223379.64,47385139.21,233428491.80,77696807.47,166100606.42,101131802.64,0.0
3,收到的税费返还,66828628.82,58393857.91,19069928.65,61499902.92,36414414.97,16735278.64,8107360.37,60029529.77,51671528.32,32371077.78,24061513.75,29859345.48,19208269.97,9815712.93,8201236.06,26140920.50,19177377.31,6418031.81,3156641.99,50250969.92,20212525.45,14815790.40,7395094.98,47435012.20,42958720.04,20855022.54,6820265.09,35080834.96,17454811.50,8992512.49,3809134.92,22699379.64,2113442.90,1988998.35,1988998.35,12124420.49,7368329.15,5811752.43,3907291.72,12717568.76,11888758.06,7928067.55,6113522.22,6818319.19,2021817.76,807712.76,214498.93,2138738.89,1207501.71,375449.14,105299.14,1453581.21,1667723.89,407555.21,33188.78,974672.35,188857.99,188857.99,0,1860378.37,410140.00,347424.00,0,0,31242.00,31242.00,0,86000.00,890385.14,1633015.66,488707.18,0.0
4,收到的其他与经营活动有关的现金,362187913.83,265872124.45,51520177.45,705919490.42,422713653.98,261860508.33,156153708.75,1050066604.68,713041585.73,402172258.04,215180674.09,779476060.72,590984891.14,322822376.20,219032122.34,918430013.39,527360510.66,225106620.18,80787791.42,528895274.39,387049882.30,151836681.44,110571149.11,360628360.35,258682857.32,145890012.51,104259895.61,476125879.50,340634284.00,174319380.66,90729346.68,313155753.52,229353793.59,113438430.20,40292189.92,292494921.69,284769624.63,142620537.47,154381144.08,191816761.96,241832419.41,80851447.40,52713163.73,197876720.50,67803686.18,46422420.72,31278315.52,44768628.76,35214390.94,18810480.22,4566031.71,21588933.79,21424612.18,17301609.26,9072478.94,12194808.14,6144556.62,4592010.44,14933295.13,10815401.97,9981318.70,1957157.11,3552573.55,10592625.19,9554856.83,4399036.62,3650940.09,2013268.54,3273841.92,12098022.36,180128.58,0.0
5,经营活动现金流入小计,10519809110.95,6940540304.82,3069287002.60,14462837404.47,9736670445.36,5965356023.33,2626522799.60,12175113964.19,8233550350.28,5079660666.13,2447012595.85,9357988772.40,6427680691.32,4381053950.15,2284853343.59,10437100009.17,6569100547.11,4541767664.15,2144962390.21,9835057739.95,4987330065.69,3490670280.13,1614971079.65,8097543506.75,5722979540.19,4071722513.53,1915974276.35,10204824539.67,6712441812.70,4551035028.00,2056337956.30,9599468784.23,6330773842.69,3877831831.89,1493527601.76,6243054970.01,4066986334.12,2636431982.87,1152765662.92,4995648383.16,3491800949.01,2023606316.71,858083631.46,3606952090.18,2231066530.84,1337328621.50,548420154.97,2356321083.52,1456247739.21,964215283.61,408798704.88,1487933257.85,987576435.88,625531476.64,134353811.51,763083855.61,435252543.45,288834147.77,114111548.34,556866206.53,360531485.63,229622054.16,65696808.04,324460938.30,194365992.70,133653658.26,51036079.30,235527760.34,81861034.53,179831644.44,101800638.40,0.0
6,购买商品、接受劳务支付的现金,3781674712.65,2568632158.72,1361824966.91,5570568455.76,4030884623.28,2696577696.29,1120438219.29,4775562863.86,3037116318.22,2009291687.12,797201657.34,3639915178.55,2836050652.69,2051602606.84,1048737846.23,3956506237.48,2260375196.15,1490074266.51,767753711.52,3533834814.73,1927022232.78,1300778166.77,624814480.98,4167852476.31,3266423429.44,2374124991.85,1352107769.68,5294381403.99,3774831358.57,2392160326.89,1177720859.70,5055538195.06,3622532679.25,2267919549.71,1044096922.39,2365111541.77,1634229006.33,1083663913.36,537723066.89,2070490141.49,1648440451.43,1123752067.93,506037311.31,1869236947.38,1287232853.11,741649733.77,336593602.37,1220609906.81,899607638.89,583798684.94,248388989.80,894683078.34,674648915.02,460703810.89,101858204.34,471555141.38,308150666.31,191628560.69,74225219.68,386930706.34,274292101.51,177032938.15,72737884.10,224550582.05,151306237.72,91163024.93,41162683.71,180516173.12,62090197.98,88965522.60,82562051.91,0.0
7,支付给职工以及为职工支付的现金,3009279665.77,2138170385.98,1326792665.74,3955778008.52,2785304352.59,1980404969.05,1204535687.05,3329018789.29,2425894923.90,1732535886.90,1039474295.38,2976974158.50,2177953685.24,1595404992.93,1011365936.82,3274586350.68,2126544735.03,1564126568.62,888934315.39,3017429774.59,1467037642.42,1059634259.08,693361135.81,1957280575.54,1423984075.72,1017587959.91,628985457.08,1866411271.36,1346963773.04,966341568.91,657932402.62,1527631208.12,1045743014.81,749230706.59,490015361.62,1066070133.12,790261775.83,572957338.64,391492591.16,865430977.86,606284008.55,441261591.82,304118572.64,551301164.31,426040071.10,330545268.69,246017307.36,370526641.24,255858170.92,177225498.33,120362203.23,228936279.96,154600226.31,112820479.07,36928293.75,126353245.12,86878121.07,61625783.50,39732316.06,72198931.60,51832561.25,36084599.40,19749746.33,44948566.62,29914017.91,22122688.39,13047332.21,34968743.20,14796206.90,26135365.78,8585966.24,0.0
8,支付的各项税费,1408362192.90,1074647970.15,500498271.55,1758656231.06,1381956277.39,989256383.59,525108995.12,1681367482.09,1263553721.07,884056699.08,487922666.34,1386555605.37,956689458.15,715927224.02,428242075.83,1529630826.46,1123503446.46,747722195.82,398812468.88,1723691837.99,948725469.36,678150078.87,331849659.73,1164411776.11,801920771.85,562828439.93,275509608.04,1449137142.46,1056342359.89,714110834.90,357273957.20,1205227298.01,880416763.47,572777994.32,259787703.09,1062659087.36,694713737.46,452185586.59,205796792.10,790794716.79,550503606.55,294691679.23,126205233.32,280751115.84,220407551.86,149378339.02,80610623.27,212282990.90,133066828.57,85435215.03,52802024.07,121880162.22,89859817.70,58901620.66,19566659.36,38642940.07,25272010.16,16231214.68,11332268.52,17707283.18,13516846.09,9758739.83,7456238.31,17720907.66,13124521.13,9267017.39,5340814.48,10601358.92,5346788.98,11514548.04,2919935.77,0.0
