,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20131231,20121231,20111231,20101231,20091231,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,客户存款和同业存放款项净增加额,8827979000.00,7533795000.00,3325689000.00,4521335000.00,4893103000.00,2389965000.00,233498000.00,-95470000.00,5266829000.00,4791657000.00,2020930000.00,2047516000.00,6220064000.00,5185206000.00,2717882000.00,1462399000.00,4654688000.00,3378036000.00,2112355000.00,2229923000.00,4562011000.00,3585963000.00,7625751000.00,2253059000.00,9471896619.22,7408051478.94,3705925868.74,4128127725.38,4935664178.95,0.0
3,向央行借款净增加额,1627090000.00,1519093000.00,2162524000.00,-84079000.00,-206482000.00,-753494000.00,-1138412000.00,-1165959000.00,1030083000.00,-263377000.00,-108357000.00,-122381000.00,-149115000.00,-174110000.00,-268031000.00,-132829000.00,82475000.00,-38517000.00,71273000.00,48928000.00,453111000.00,-99000000.00,110000000.00,10000000.00,0,0,0,0,0,0.0
4,向其他金融机构拆入资金净增加额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,收取利息、手续费及佣金的现金,5006067000.00,3828667000.00,2484895000.00,1596706000.00,4789315000.00,3490079000.00,2306763000.00,1215910000.00,4637601000.00,3413153000.00,2237098000.00,1158563000.00,4257742000.00,3094878000.00,1964683000.00,953066000.00,4359779000.00,3256780000.00,2137153000.00,904307000.00,4297952000.00,4189076000.00,4191540000.00,3074573000.00,2234940563.97,1667077978.88,1869873198.15,1388375931.12,996844152.80,0.0
6,收到其他与经营活动有关的现金,144231000.00,78208000.00,300334000.00,111123000.00,122341000.00,102245000.00,196850000.00,88233000.00,141319000.00,258675000.00,218831000.00,84321000.00,67733000.00,48248000.00,135145000.00,16029000.00,823728000.00,76466000.00,24699000.00,150783000.00,99815000.00,81140000.00,99415000.00,58857000.00,20518757.23,14180557.62,67942816.62,358798589.62,94733325.91,0.0
7,经营活动现金流入小计,22157488000.00,13432789000.00,13236519000.00,4626574000.00,556337000.00,1116757000.00,-396137000.00,3204434000.00,9170228000.00,9032150000.00,4889264000.00,3443393000.00,12128059000.00,10980134000.00,5961722000.00,4816607000.00,12068912000.00,4616549000.00,1312265000.00,2236525000.00,10419822000.00,6117761000.00,20339243000.00,5555234000.00,12652976047.73,10690109408.13,6343741883.51,5875302246.12,6026106657.66,0.0
8,客户贷款及垫款净增加额,7545482000.00,6424538000.00,4771767000.00,1989795000.00,7902692000.00,6664094000.00,4286779000.00,2063207000.00,3397747000.00,2605998000.00,1803760000.00,1175196000.00,3071148000.00,1809379000.00,1422511000.00,-246399000.00,1950359000.00,836667000.00,504147000.00,-260569000.00,4307133000.00,5050314000.00,3803042000.00,5261522000.00,5292830489.23,5570703654.65,3829166651.42,3560676819.93,3237292505.59,0.0
9,存放中央银行和同业款项净增加额,-389620000.00,68968000.00,709637000.00,-640070000.00,581289000.00,831009000.00,118059000.00,-235948000.00,687652000.00,866828000.00,483604000.00,1013301000.00,-8572259000.00,296416000.00,146040000.00,183145000.00,-1671338000.00,-661189000.00,-142275000.00,-693913000.00,-373406000.00,767578000.00,810224000.00,2218381000.00,1797060648.42,1435167747.75,112707829.54,569157977.26,270359908.90,0.0
10,支付给职工以及为职工支付的现金,604273000.00,401958000.00,274318000.00,144856000.00,572561000.00,428490000.00,305375000.00,208438000.00,572345000.00,476686000.00,348240000.00,193158000.00,470131000.00,379850000.00,307355000.00,195603000.00,393913000.00,242434000.00,228924000.00,200350000.00,436500000.00,440855000.00,343505000.00,318865000.00,196651668.09,140914309.57,105371042.18,76583470.95,81004552.20,0.0
11,支付的各项税费,275020000.00,177351000.00,126495000.00,73865000.00,266119000.00,198855000.00,138030000.00,81781000.00,260145000.00,165293000.00,121859000.00,53080000.00,318479000.00,198754000.00,166821000.00,47904000.00,354546000.00,319065000.00,253799000.00,81254000.00,321108000.00,426814000.00,494031000.00,304229000.00,246867797.60,223230210.44,320942162.95,203832779.88,98134683.50,0.0
12,支付其他与经营活动有关的现金,340392000.00,339205000.00,217560000.00,173982000.00,365185000.00,345009000.00,262193000.00,125675000.00,380574000.00,581600000.00,223867000.00,187214000.00,1014322000.00,991320000.00,884228000.00,797349000.00,210155000.00,154489000.00,18354000.00,64102000.00,238172000.00,208363000.00,186453000.00,148827000.00,148056701.34,206865964.18,1208810010.37,83316223.51,589948478.05,0.0
13,支付利息、手续费及佣金的现金,2315471000.00,1487966000.00,1359494000.00,2526933000.00,2765528000.00,2118750000.00,1639622000.00,713256000.00,1837946000.00,1305277000.00,970727000.00,519104000.00,1504227000.00,1194691000.00,902852000.00,584811000.00,1952860000.00,1607892000.00,1146227000.00,574725000.00,1481976000.00,1765300000.00,1519911000.00,989468000.00,557159761.79,483068868.04,406018659.74,389428978.57,242514118.36,0.0
14,经营活动现金流出小计,10691018000.00,8899987000.00,7459270000.00,4269360000.00,12453374000.00,10586206000.00,6750058000.00,2956410000.00,7136409000.00,6001683000.00,3952058000.00,3141054000.00,-2193953000.00,4870410000.00,3829807000.00,1562413000.00,3190496000.00,2499359000.00,2009176000.00,-34050000.00,6411484000.00,8659223000.00,7157165000.00,9241292000.00,8238627066.47,8059950754.63,5983016356.20,4882996250.10,4519254246.60,0.0
15,经营活动产生的现金流量净额,11466470000.00,4532802000.00,5777249000.00,357214000.00,-11897037000.00,-9469449000.00,-7146195000.00,248024000.00,2033820000.00,3030467000.00,937206000.00,302339000.00,14322012000.00,6109724000.00,2131914000.00,3254194000.00,8878417000.00,2117189000.00,-696911000.00,2270575000.00,4008338000.00,-2541462000.00,13182078000.00,-3686058000.00,4414348981.26,2630158653.50,360725527.31,992305996.02,1506852411.06,0.0
16,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,收回投资收到的现金,73041021000.00,59783273000.00,42087313000.00,19738216000.00,62412139000.00,50136026000.00,35290508000.00,19040045000.00,52622462000.00,34911419000.00,27185135000.00,14828310000.00,45294513000.00,30034913000.00,15949368000.00,8874079000.00,27533521000.00,19091280000.00,11166532000.00,2960991000.00,1931673000.00,1160077000.00,880857000.00,2919486000.00,2482132706.37,5269553467.81,2325421016.41,4775843121.38,2060960998.24,0.0
18,取得投资收益收到的现金,543737000.00,310372000.00,149218000.00,17965000.00,677314000.00,475723000.00,288097000.00,92711000.00,317754000.00,5505000.00,5445000.00,5445000.00,127045000.00,5543000.00,5443000.00,0,7568000.00,7568000.00,0,7425000.00,7553000.00,7593000.00,7677000.00,7587000.00,3206321.24,12850446.34,3148371.90,17192869.13,6857023.13,0.0
19,处置固定资产、无形资产及其他资产而收到的现金,29000.00,107000.00,0,0,3386000.00,3176000.00,1300000.00,0,1028000.00,894000.00,88000.00,0,81000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20,取得子公司及其他营业单位所收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
21,收到其他与投资活动有关的现金,0,31000.00,0,1000.00,0,0,0,0,0,0,0,0,0,0,0,10000.00,20000.00,2000.00,2000.00,2000.00,4505000.00,9780000.00,137000.00,1992000.00,601900.00,33740622.84,16382684.00,17488275.15,2446000.00,0.0
22,投资活动现金流入小计,73584787000.00,60093784000.00,42236531000.00,19756182000.00,63092839000.00,50614925000.00,35579906000.00,19132756000.00,52941244000.00,34917818000.00,27190668000.00,14833755000.00,45421639000.00,30040455000.00,15954811000.00,8874089000.00,27541108000.00,19098849000.00,11166534000.00,2968418000.00,1943730000.00,1177450000.00,888671000.00,2929065000.00,2485940927.61,5316144536.99,2344952072.31,4810524265.66,2070264021.37,0.0
23,投资支付的现金,78252268000.00,60185354000.00,48551398000.00,25901459000.00,60734843000.00,49501498000.00,33975439000.00,22554686000.00,53878020000.00,28307531000.00,27575992000.00,11969455000.00,57874450000.00,38316910000.00,19740922000.00,12357892000.00,35114134000.00,19284580000.00,11721233000.00,5533331000.00,5951553000.00,3466121000.00,5797715000.00,2184923000.00,4050210760.11,7825170822.08,2760393724.67,4917928725.27,3189373515.20,0.0
