,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,22166668624.21,16110021775.18,10871933193.94,4552584936.23,19053771813.51,12750404601.34,9076538414.95,4183690260.74,19852810454.04,16536787313.66,10388377440.81,4644057421.62,19004285780.57,14132086352.82,8557282255.17,3895830041.96,22390398597.11,15466769200.45,9956514756.99,3804206905.72,20364692448.76,13678240671.94,8463756579.75,3176675180.79,18703763523.25,14698911995.99,10058521238.03,3821142048.01,22185652259.83,20385076489.25,13848061956.80,7679780576.63,22787649945.62,14636929397.05,8226679655.26,3233337121.24,22567029784.24,16040559068.63,9887166136.44,5132524432.12,17959984083.03,12025776210.98,7619177015.91,3892903088.53,19438168126.91,19815852153.44,8417317368.96,3982839685.54,13686719135.19,9654906173.69,6033942820.37,2415204544.63,7770415895.19,5084020770.83,3596473356.56,2012662936.46,5989909591.35,3843019111.88,2617410688.11,1130248712.60,3144084118.16,2198283707.30,2315568043.05,0.0
3,收到的税费返还,542058279.83,452078425.90,375889870.98,174574318.35,477335313.75,381408888.85,345852135.09,198926980.47,539878913.98,490339111.45,371405681.76,212746601.76,617168452.39,522332093.65,400957018.87,230426996.02,719317522.46,526814068.06,275406978.59,103533632.53,729804311.86,562579511.25,389859745.47,165560287.82,432594146.87,286996635.18,208438631.69,66493982.01,370180146.51,223859334.29,121939867.10,57370202.65,382988679.70,319813798.91,202597771.79,123851104.86,593729768.92,388524292.99,203199534.97,98449678.33,500859388.32,345942535.11,254679394.52,69698776.09,129284092.02,185587604.11,80284104.60,33255699.40,280837395.74,153468483.84,67537007.32,21465924.29,111410755.85,75406693.22,22134427.76,8494485.23,28928955.95,18507478.40,18507478.41,0,43557484.33,15963166.21,9459196.09,0.0
4,收到的其他与经营活动有关的现金,1037079746.01,352624627.37,278151864.84,342212113.95,648788964.34,644460364.36,579896225.08,301119252.22,724051101.64,355421566.90,245847111.74,311346567.93,808359849.26,496680374.80,305077419.63,362419165.54,433546469.98,474165123.11,253625209.42,399824700.79,911529482.14,668622673.66,434675563.72,415147128.76,1621700026.89,1318251229.48,959625755.89,794799762.16,593607884.79,833283510.11,582027939.50,418349949.67,290805597.98,266317485.45,154314329.15,167308852.62,570834597.59,335030752.97,145612105.68,394327327.42,1217476712.10,445770279.52,226323172.07,321506240.77,1039574566.63,316419095.17,206476809.39,250577414.70,352807467.25,257962628.97,134893913.66,98469971.89,229669713.96,79005008.66,48178240.75,472613402.43,562059133.30,404202199.61,194170100.38,177470723.18,932473006.01,664289582.12,217585745.40,0.0
5,经营活动现金流入小计,23745806650.05,16914724828.45,11525974929.76,5069371368.53,20179896091.60,13776273854.55,10002286775.12,4683736493.43,21116740469.66,17382547992.01,11005630234.31,5168150591.31,20429814082.22,15151098821.27,9263316693.67,4488676203.52,23543262589.55,16467748391.62,10485546945.00,4307565239.04,22006026242.76,14909442856.85,9288291888.94,3757382597.37,20758057697.01,16304159860.65,11226585625.61,4682435792.18,23149440291.13,21442219333.65,14552029763.40,8155500728.95,23461444223.30,15223060681.41,8583591756.20,3524497078.72,23731594150.75,16764114114.59,10235977777.09,5625301437.87,19678320183.45,12817489025.61,8100179582.50,4284108105.39,20607026785.56,20317858852.72,8704078282.95,4266672799.64,14320363998.18,10066337286.50,6236373741.35,2535140440.81,8111496365.00,5238432472.71,3666786025.07,2493770824.12,6580897680.60,4265728789.89,2830088266.90,1307719435.78,4120114608.50,2878536455.63,2542612984.54,0.0
6,购买商品、接受劳务支付的现金,19240523654.52,14523559378.84,9944518880.72,5252660416.63,17829525975.34,13114907776.21,9048795783.21,4537236444.56,18541118367.50,14574803397.97,8297513078.85,4065530412.17,14570958098.57,11261750085.08,6885656468.95,3171028746.77,17779259000.21,12691309280.86,8504204507.46,4059284421.37,17411247004.56,11435561304.54,7251125482.23,3982242798.15,18015355591.51,13855560557.29,8354500013.79,4032933226.38,18746253284.07,17754346267.98,12133980648.46,6304875259.83,22399396186.53,15855952277.46,9022831655.61,3886904582.65,19464370185.97,14882636857.12,9026245769.08,5186587002.71,16318789969.30,10900841257.97,6468771362.84,4042463260.82,13212496171.99,9772179143.34,6405869932.94,3545942769.32,10553493269.78,8181010889.03,5256379105.07,2362361720.98,6042856879.83,4095076995.56,2498168501.26,1325288604.17,5678996190.37,2902066829.62,1967538410.71,897198424.48,2659392871.31,1951069557.20,1726448416.84,0.0
7,支付给职工以及为职工支付的现金,2289311267.04,1676572951.24,1261794554.08,768019933.68,2071084940.69,1595602100.44,1098667740.37,594372991.92,1857561820.10,1312977738.70,906685379.12,511050065.33,1832128163.88,1281951058.93,925163889.03,476640245.86,1854563825.73,1330816341.45,893583645.59,547352152.64,1666534793.19,1238298637.23,840793451.33,499328177.27,1378053439.36,1269992422.35,840439920.04,502304908.12,1225324069.81,1061676810.13,741217019.55,443584083.87,1131405434.38,897222393.02,638940300.93,368185856.95,979434811.72,758749306.31,513711140.77,275899282.92,838092273.32,650320328.59,407223380.87,214153939.45,718549865.49,607130954.73,315424714.98,181152514.37,689239771.92,491815548.59,317048059.04,186288368.37,416370752.33,270136103.44,160902612.07,73239210.70,223382531.74,168410525.20,110932454.57,50301848.03,192094995.89,148048498.49,166733004.22,0.0
8,支付的各项税费,693944314.29,493124175.87,388372219.95,166891820.31,712845754.57,541640109.21,371185529.58,156190728.36,667700196.19,534205826.32,362497329.22,170407642.65,690167401.87,518178582.38,381696220.45,167001771.39,721663338.52,588455446.08,367913812.37,209880510.92,827973522.82,693315650.79,501315059.76,284920403.32,822019739.63,644373629.29,473728234.83,247830867.20,955249136.28,672046242.36,497172362.93,294893210.42,914262459.81,710318839.10,495328702.99,218467366.04,813533348.94,556691507.92,336857954.09,172101710.76,689689252.18,474487611.63,267414652.41,128905874.32,563716572.36,402973422.31,259853050.81,184941629.75,454508182.66,301867838.61,195403871.98,80255079.44,292149459.70,192930259.31,124921005.69,48033250.64,126250264.47,109572692.93,65040054.37,40074623.45,120515084.40,77404220.95,78589470.21,0.0
