,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,19389859152.00,12376634975.00,6000932567.00,24298235875.00,18190707112.00,12234872050.00,6099713139.00,23728329975.00,18919795847.00,12080146279.00,5525997190.00,23905607272.00,17724883817.00,11763502917.00,5724973211.00,22731598045.00,25188039402.00,11491977397.00,5396598321.00,23322075485.00,17479918483.00,10806870532.00,4817170495.00,19245326106.00,13326525127.00,8205830602.00,3740265015.00,15713980201.00,11234103252.00,7148933584.00,3341962778.00,13052200779.00,9578669279.00,5964511077.00,2750957450.00,10515999063.00,7501853880.00,4750463682.00,2263464023.00,9917730363.00,6787750846.00,4230320973.00,1959977837.00,8513715887.00,7418853298.00,4706055042.00,2189703239.00,9296660776.00,7844979706.00,4406431803.00,2089837521.00,8352006392.00,6472332690.00,4070719031.00,1847577731.00,8740596372.00,6098842906.00,4143092540.00,1948134939.00,8391438900.00,5760257811.00,3700410497.00,1738422633.00,6999217262.00,4980235658.00,3342555107.00,1453679834.00,5807997152.00,2733399829.00,4332019817.00,0.0
3,收到的税费返还,221514818.00,157068078.00,98382355.00,347651976.00,244189203.00,138843628.00,55719211.00,395750251.00,239487555.00,162672310.00,33212123.00,211057035.00,111224475.00,54720328.00,20410109.00,290149396.00,182379376.00,155884393.00,83005063.00,458028019.00,334476126.00,249244038.00,140051247.00,326501919.00,215571478.00,165147030.00,75407363.00,302392863.00,198775712.00,150641905.00,81871457.00,31977456.00,95316624.00,61919567.00,61900396.00,45333041.00,8375541.00,5356125.00,4999687.00,25212968.00,2665669.00,2335844.00,1348582.00,887663.00,1627364.00,1518364.00,1443796.00,22736280.00,2740475.00,314840.00,134959.00,22665790.00,2698496.00,2461018.00,1341810.00,18552069.00,14861716.00,3971188.00,491646.00,14295170.00,17204624.00,2302885.00,1033140.00,2147341.00,3111288.00,641817.00,5032537.00,4348599.00,48638.00,3347506.00,0.0
4,收到的其他与经营活动有关的现金,114582845.00,85085179.00,37790711.00,150924097.00,68205663.00,48013049.00,24674978.00,113336260.00,77547461.00,28623929.00,15987392.00,132671378.00,73999203.00,30291145.00,15291369.00,97968138.00,77576628.00,33996438.00,17610066.00,72361672.00,55773230.00,32570113.00,15827550.00,65073061.00,46622962.00,24868242.00,10697951.00,58114367.00,28837169.00,17050554.00,7836539.00,39313974.00,22314263.00,14073679.00,11049803.00,44675784.00,22644558.00,18886684.00,4102414.00,32798065.00,50438872.00,19888596.00,9017189.00,187169497.00,181631184.00,178148234.00,3144844.00,258251313.00,112554678.00,85017626.00,2579828.00,17937877.00,11964378.00,9213387.00,2891371.00,21638746.00,10718412.00,5929397.00,2524411.00,20082846.00,6567910.00,4351516.00,2075052.00,15950830.00,8894752.00,5572836.00,0,10459548.00,7873849.00,19373533.00,0.0
5,经营活动现金流入小计,19725956815.00,12618788232.00,6137105633.00,24796811948.00,18503101978.00,12421728727.00,6180107328.00,24237416486.00,19236830863.00,12271442518.00,5575196705.00,24249335685.00,17910107495.00,11848514390.00,5760674689.00,23119715579.00,25447995406.00,11681858228.00,5497213450.00,23852465176.00,17870167839.00,11088684683.00,4973049292.00,19636901086.00,13588719567.00,8395845874.00,3826370329.00,16074487431.00,11461716133.00,7316626043.00,3431670774.00,13123492209.00,9696300166.00,6040504323.00,2823907649.00,10606007888.00,7532873979.00,4774706491.00,2272566124.00,9975741396.00,6840855387.00,4252545413.00,1970343608.00,8701773047.00,7602111846.00,4885721640.00,2194291879.00,9577648369.00,7960274859.00,4491764269.00,2092552308.00,8392610059.00,6486995564.00,4082393436.00,1851810912.00,8780787187.00,6124423034.00,4152993125.00,1951150996.00,8425816916.00,5784030345.00,3707064898.00,1741530825.00,7017315433.00,4992241698.00,3348769760.00,1458712371.00,5822805299.00,2741322316.00,4354740856.00,0.0
6,购买商品、接受劳务支付的现金,12495595653.00,8437271250.00,4042923387.00,15760032238.00,12748319432.00,8472990539.00,4103379947.00,15435450606.00,12575315932.00,8202216056.00,4074379027.00,15000870321.00,11044575374.00,7691076754.00,3683794036.00,14209086660.00,16552819561.00,7182246179.00,3584382349.00,16302319661.00,12402316668.00,8273545008.00,4217177490.00,11830754700.00,8368700657.00,5458800066.00,2550980056.00,9262105589.00,6929594611.00,4376592817.00,2133746541.00,8687694906.00,6626201856.00,4210547597.00,2072549204.00,6416568003.00,4847297307.00,3137617366.00,1576190487.00,6160344198.00,4338416190.00,2720276211.00,1346547746.00,5502714191.00,5432691172.00,3711043836.00,1766994276.00,5881101784.00,5668813561.00,3182333522.00,1476677458.00,5299042113.00,4459043934.00,2890095833.00,1275130487.00,5865059177.00,4166378586.00,2882007417.00,1430623314.00,5644551985.00,4144698957.00,2676230965.00,1190481405.00,4443590353.00,3372352872.00,2363374283.00,1003786717.00,3632899732.00,1763298091.00,2612734069.00,0.0
7,支付给职工以及为职工支付的现金,1872135942.00,1274410739.00,695979514.00,2676224429.00,1615820769.00,1107843658.00,659524305.00,2386769877.00,1694303768.00,973502653.00,543203258.00,2017909701.00,1341374243.00,758211820.00,443954022.00,1860966199.00,1951212449.00,709796879.00,392157682.00,1453572829.00,949141347.00,666712866.00,344500201.00,1284664036.00,639408359.00,456381420.00,282334551.00,651641465.00,558383179.00,381913134.00,232902419.00,568267353.00,465057897.00,340425678.00,229370403.00,522391187.00,423858724.00,302179201.00,201162434.00,462157748.00,407769743.00,284868355.00,159645559.00,469892213.00,345149859.00,239482570.00,140721404.00,522073979.00,327557211.00,220897034.00,111757500.00,537972627.00,290533596.00,203275676.00,118444904.00,447919706.00,279581335.00,197319320.00,110448746.00,460154290.00,294583401.00,212443308.00,122793178.00,393268721.00,266536363.00,196106187.00,104816671.00,378015375.00,143423703.00,232747342.00,0.0
8,支付的各项税费,764820750.00,562852655.00,232655110.00,1124288992.00,963325951.00,703495382.00,320797734.00,1426780207.00,1298759246.00,1027112226.00,399173986.00,1206903364.00,1056672207.00,751600385.00,353713654.00,1481531444.00,977483181.00,696470059.00,319526920.00,1451809733.00,819849763.00,528671592.00,185452542.00,1401213755.00,877567261.00,568393853.00,239006250.00,1190209204.00,695135840.00,465872528.00,217253376.00,641815290.00,438813703.00,355786914.00,216414564.00,497976927.00,367694032.00,281842513.00,138697103.00,578251400.00,424493549.00,298264544.00,140754440.00,462814007.00,352757207.00,246412611.00,87093917.00,399254274.00,373429167.00,264182201.00,95372191.00,419623375.00,310830152.00,212340293.00,93940565.00,395510638.00,259406414.00,167383486.00,66383412.00,401973609.00,303954231.00,222017133.00,98148146.00,418837898.00,381672119.00,264602275.00,91475572.00,329901460.00,116239251.00,243580415.00,0.0
9,支付的其他与经营活动有关的现金,2739141087.00,1866410110.00,919640153.00,3782630139.00,2450075454.00,1752334353.00,777614417.00,3387999860.00,2353561548.00,1704114263.00,932663496.00,3414379311.00,3006538871.00,1957495804.00,982532956.00,3701776271.00,3577099848.00,2267781125.00,1109468788.00,4308993066.00,3713094012.00,2327636094.00,995137374.00,3814965642.00,2785908731.00,1790987373.00,816323112.00,3728689560.00,2291797200.00,1597894211.00,709981467.00,3136298375.00,2078253395.00,1304996562.00,660798676.00,2634826853.00,1659138556.00,1016541428.00,444102905.00,2309883348.00,1364878536.00,865027261.00,363765539.00,2100195775.00,1346206358.00,746853732.00,503746983.00,2465955808.00,1476804745.00,731269812.00,460133492.00,1744906177.00,1298823292.00,810278922.00,405249127.00,1618136160.00,1233706592.00,789938267.00,317777751.00,1509978231.00,840873824.00,506434854.00,317954642.00,1291453845.00,773026691.00,425666002.00,239457616.00,1001903144.00,520967097.00,885693411.00,0.0
10,经营活动现金流出小计,17871693432.00,12140944754.00,5891198164.00,23343175798.00,17777541606.00,12036663932.00,5861316403.00,22637000550.00,17921940494.00,11906945198.00,5949419767.00,21640062697.00,16449160695.00,11158384763.00,5463994668.00,21253360574.00,23058615039.00,10856294242.00,5405535739.00,23516695289.00,17884401790.00,11796565560.00,5742267607.00,18331598133.00,12671585008.00,8274562712.00,3888643969.00,14832645818.00,10474910830.00,6822272690.00,3293883803.00,13034075924.00,9608326851.00,6211756751.00,3179132847.00,10071762970.00,7297988619.00,4738180508.00,2360152929.00,9510636694.00,6535558018.00,4168436371.00,2010713284.00,8535616186.00,7476804596.00,4943792749.00,2498556580.00,9268385845.00,7846604684.00,4398682569.00,2143940641.00,8001544292.00,6359230974.00,4115990724.00,1892765083.00,8326625681.00,5939072927.00,4036648490.00,1925233223.00,8016658115.00,5584110413.00,3617126260.00,1729377371.00,6547150817.00,4793588045.00,3249748747.00,1439536576.00,5342719711.00,2543928142.00,3974755237.00,0.0
