,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2542901811.14,1672657920.44,949247638.22,4395214260.54,3286796707.43,2188521830.00,1008517877.46,4416969269.30,3184845147.29,1961684555.62,862816388.04,3815013516.72,2853103289.82,1886976198.97,875404570.24,3370834510.61,2680438592.31,1785131300.02,771564953.45,2783256390.43,2406422231.76,1603961898.67,792740505.92,3389716649.69,2281443140.58,1483215215.51,715802083.46,2922837723.88,1853622410.04,1242267393.95,507861502.92,2820770687.89,2040410767.84,1378811764.89,614018665.69,2290428229.07,1566584208.96,950017145.34,429067478.76,1670618524.48,1040338648.51,696478174.73,275144824.36,1517866004.99,1332141961.86,0.0
3,收到的税费返还,118107564.77,89195013.64,41851491.94,181528104.16,153588390.00,103439445.10,46368870.06,214452560.76,156384441.64,100904537.41,50476296.95,205027872.12,157155203.43,103112025.08,54967848.08,230108779.68,162525482.99,100042028.64,54654896.43,202478010.11,167099421.23,121122778.05,78554999.31,203072328.39,164137729.35,102216147.37,48814179.49,160523485.61,131789907.61,83173878.04,56330677.01,193989952.78,158838784.77,124434489.29,65979293.97,166308172.80,126333766.76,77239684.16,37504986.48,105050232.11,68593982.72,39313479.15,12132551.78,57965426.62,38389434.28,0.0
4,收到的其他与经营活动有关的现金,31777299.38,20357986.42,13848312.75,50231631.40,29038950.25,15812073.80,15374969.21,56120056.26,32919201.75,8094384.86,12859242.71,42614762.78,19380792.52,11006860.39,13000356.73,39882364.17,31118434.74,13176526.42,5578220.29,89662495.87,38263164.62,17260150.88,9100725.71,94545565.60,30809168.64,16620299.03,15338858.33,58472789.93,27091070.32,19446252.79,6086642.79,26040277.75,25821421.84,11526552.55,5768970.81,21265609.57,18949887.98,11136282.55,4029722.91,11809219.24,11937846.85,9954494.05,4025050.16,6602724.17,1907035.27,0.0
5,经营活动现金流入小计,2692786675.29,1782210920.50,1004947442.91,4626973996.10,3469424047.68,2307773348.90,1070261716.73,4687541886.32,3374148790.68,2070683477.89,926151927.70,4062656151.62,3029639285.77,2001095084.44,943372775.05,3640825654.46,2874082510.04,1898349855.08,831798070.17,3075396896.41,2611784817.61,1742344827.60,880396230.94,3687334543.68,2476390038.57,1602051661.91,779955121.28,3141833999.42,2012503387.97,1344887524.78,570278822.72,3040800918.42,2225070974.45,1514772806.73,685766930.47,2478002011.44,1711867863.70,1038393112.05,470602188.15,1787477975.83,1120870478.08,745746147.93,291302426.30,1582434155.78,1372438431.41,0.0
6,购买商品、接受劳务支付的现金,1448803790.99,996502865.36,591242134.98,3036336954.25,2263325441.10,1580680124.87,673271711.81,3325998847.38,2271689069.52,1370727460.19,630636291.29,2807308674.09,2032018543.31,1284422161.64,616835647.27,2156838657.97,1821801899.50,1258849231.56,579856126.22,1623795664.25,1500900014.75,973886071.90,515872007.97,2630175171.54,1734538474.18,1083132764.55,567503451.21,2178770490.81,1337893511.56,942150328.03,387606190.64,2106965734.47,1522745849.83,1076927193.35,582821263.98,1884690059.60,1283247685.02,833740843.17,376048579.99,1264352390.75,766739411.09,490918117.94,179968650.77,1143999410.58,1071836027.97,0.0
7,支付给职工以及为职工支付的现金,479594254.77,334594617.97,164821062.90,660825104.32,477060903.28,326516900.60,175450639.95,668066341.13,502862915.53,351504291.01,169021806.82,594096414.36,433072959.32,294418893.98,150501156.99,548399531.47,400078701.47,271416927.38,146118746.62,481229163.06,347839842.78,231401933.47,120832700.61,412163994.92,294648456.64,194828074.46,97996741.47,344533886.72,251872319.25,169028116.54,86160848.52,268184169.35,208034323.13,143486581.49,69504627.60,226731872.89,154249589.30,101196863.56,51142751.41,164801469.62,114340405.31,80848827.80,39773198.32,142344210.98,104462602.89,0.0
8,支付的各项税费,138983777.68,99606570.58,59359496.67,209127941.57,154552062.37,98447392.88,47932244.46,241196705.50,148784374.82,102830273.33,58299181.26,222954276.80,162443625.24,112595314.94,57740312.78,259159279.31,177936992.18,126398561.52,85365915.10,197065269.40,162764845.31,106452504.92,56301996.06,161295210.55,119190487.95,77924144.58,31261482.20,156086382.76,108096143.75,58344739.15,21145840.84,181154075.16,111517523.91,67377243.52,29763832.49,114219424.54,81582661.29,60429520.55,25545051.69,55609823.74,41169619.84,21101206.39,13530002.51,45419351.33,25900582.42,0.0
