,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3679754670.09,2670188883.84,1640924090.78,7246616008.10,4539899768.50,2901137289.39,1668006211.22,7060636899.58,5034582118.60,3685657145.29,1541469952.31,6307295036.05,4457576674.38,2992977641.90,1429024011.00,5915543114.04,3762272940.34,2434564994.71,1229092888.34,5279713501.42,3724485170.96,2303946744.16,1257364813.91,5452556326.12,3916647387.44,2590918395.03,1437238235.86,5298127962.87,3641639601.05,2423790079.29,1233804127.41,4922683025.82,3372944280.00,2250383469.11,1064403121.94,4104101842.71,2882427288.16,2038798711.60,954485833.79,3570328530.80,2335384411.10,1468975647.89,680808408.11,3162426109.40,2326272580.30,1517418784.05,672466156.36,2497003819.84,1716874550.07,1061164937.42,430993282.86,2038985189.50,1411548050.77,921176197.03,270451006.23,1606668040.27,1052432335.27,741586302.71,348104373.57,1001584253.30,602739185.84,406975079.39,209515832.47,736328773.06,0.0
3,收到的税费返还,6948964.08,6364027.14,6114264.33,50100699.20,36340227.91,24895081.62,1004476.12,5232692.23,4625672.92,3282297.53,2377179.01,7137620.17,3872595.71,1210117.15,41713.48,8611906.74,6494073.13,5345375.94,4263913.63,15656341.41,13426625.44,10632001.86,3933116.99,13078533.66,8897081.60,5066322.94,864864.48,9179297.43,7026161.37,5417067.71,2539499.99,7436964.10,5725759.16,4718092.97,632579.83,2206127.09,1203409.31,1184629.22,176575.42,973337.63,863952.77,643710.91,398779.35,1867179.53,866230.43,421495.90,332083.24,2549723.38,1879116.33,1557380.93,1093210.12,1379841.00,1195155.08,822844.43,638929.61,325206.84,220135.09,112442.78,112442.78,17206.84,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,161847693.76,118429211.20,8754184.94,110976744.79,269990467.53,192140862.70,114238438.99,62435012.15,195413899.57,155444707.76,83778414.04,115446583.15,110262809.01,49319041.08,75795936.74,23426029.65,189378423.38,39892295.56,38043705.75,45917312.24,112867718.02,73854637.58,56525666.93,81497701.71,247496635.89,153007070.53,46075304.33,191011720.76,159078925.18,105091184.43,33215712.79,128572914.68,237819642.39,38941549.03,25639623.10,61513202.52,461051134.53,188924972.29,102947252.26,36079928.58,431077370.81,114305085.22,61586654.95,9230752.35,435456496.47,330521741.07,265154396.07,6021291.48,101530904.09,11372012.16,23669819.55,26889827.94,126854379.03,56754104.20,52839200.12,29025765.92,13440703.59,13897286.57,13638098.25,14946667.82,30200218.63,1252978.56,5012612.00,5758349.70,0.0
5,经营活动现金流入小计,3848551327.93,2794982122.18,1655792540.05,7407693452.09,4846230463.94,3118173233.71,1783249126.33,7128304603.96,5234621691.09,3844384150.58,1627625545.36,6429879239.37,4571712079.10,3043506800.13,1504861661.22,5947581050.43,3958145436.85,2479802666.21,1271400507.72,5341287155.07,3850779514.42,2388433383.60,1317823597.83,5547132561.49,4173041104.93,2748991788.50,1484178404.67,5498318981.06,3807744687.60,2534298331.43,1269559340.19,5058692904.60,3616489681.55,2294043111.11,1090675324.87,4167821172.32,3344681832.00,2228908313.11,1057609661.47,3607381797.01,2767325734.68,1583924444.02,742793842.41,3173524041.28,2762595307.20,1848362021.02,937952635.67,2505574834.70,1820284570.49,1074094330.51,455756312.53,2067254858.44,1539597584.88,978753145.66,323929135.96,1636019013.03,1066093173.95,755596032.06,361854914.60,1016548127.96,632939404.47,408228057.95,214528444.47,742087122.76,0.0
6,购买商品、接受劳务支付的现金,2582598977.64,2001751781.16,1226899712.87,4974915846.45,2939998702.59,2055229736.36,1231847149.04,6331081291.81,4312170009.09,3391831658.46,1871303986.90,5038439102.49,3884441680.60,2527003422.21,1319999786.15,4416861515.95,3001203834.65,1956002917.01,927893591.72,3911458162.12,2999008427.69,1955657007.87,999376924.83,3993430044.56,3105116081.95,2235021676.07,1287409303.08,3969281840.43,2861903881.24,1981296260.61,1021098360.39,4059192874.15,2957190347.68,1936524742.16,899411428.85,3207647772.99,2365718801.02,1642867932.82,910603329.63,2798866451.65,1987576433.94,1457025450.23,682712356.07,2489356415.62,1917786419.59,1314710992.39,631556779.53,2184285861.61,1623544521.35,1041159658.75,473450588.14,1880065065.28,1454197049.82,1057880057.05,506113382.13,1335872906.09,998596825.42,636940305.44,358795166.04,841954859.66,625155492.01,336798488.61,190932229.45,590654660.83,0.0
7,支付给职工以及为职工支付的现金,912306406.27,602033004.80,316357540.13,1105783329.82,834465584.78,562907605.46,284682317.31,1088842027.14,815471190.48,533803581.25,250196227.16,825889960.97,620710828.15,426709223.54,237316381.70,795793411.52,623962442.04,426200985.07,222808591.63,788620241.05,599047645.21,412171338.64,214139409.67,853788371.30,657040837.93,452610302.41,233900533.12,905928149.70,647711969.29,432328652.82,221608965.41,785639879.00,587631438.39,392434362.76,190308574.61,626577924.47,443547238.03,298973297.69,163759391.22,300518695.27,157264378.12,109927205.97,59667905.59,207442508.79,146653224.94,102385036.24,56475987.30,153388730.27,106811415.34,67743057.03,34863013.04,89135645.95,58964251.71,38128015.09,20924723.36,53995623.56,35668635.38,23400308.94,10025221.34,38761475.81,23407203.58,14041811.73,3989396.63,41451617.88,0.0
8,支付的各项税费,71486577.16,56145513.64,26131047.04,109474878.02,72221507.59,53815724.26,36065253.04,154436863.78,74650253.66,59779046.33,32212604.34,129509802.95,87191380.63,74507109.03,22132233.28,128499359.97,117210899.20,74501616.32,47648537.01,119295774.12,84924669.96,53978843.55,32906216.69,126935177.62,87720243.60,69450701.11,42607128.14,135143749.33,95161704.92,65000428.13,36420777.62,151518580.87,124964102.57,87611550.57,60408034.60,134071129.77,102487533.84,78410555.64,44484350.71,147337673.56,95369489.93,60605021.17,37424018.22,122490664.79,93399837.64,59097839.32,34844048.11,80015769.75,60367136.73,36659017.16,11961773.63,76871361.20,43527725.95,36848392.09,25892520.53,37942083.48,32325974.01,17921023.30,11936210.30,29264300.65,19992227.58,6175599.21,13381998.78,14158653.13,0.0
9,支付的其他与经营活动有关的现金,414628366.37,289882774.91,126288050.28,429771677.48,718183436.43,428517828.97,300223229.22,449249954.67,366082951.27,243602112.48,235163774.83,306538433.70,248780370.72,171876464.82,253726994.78,274703061.41,386069001.22,161187284.80,88613529.84,245424961.46,246926372.70,133452560.05,66433316.07,249042887.64,342444240.35,203101919.09,87087937.05,350069153.29,332861485.96,223994682.28,95482832.56,349338522.68,307312237.13,184450112.01,109572034.48,184184091.53,652237708.67,292836679.72,98932907.09,143131536.53,687896152.53,406843966.39,208387052.93,151028255.47,509233435.64,364080802.99,290312778.41,139315938.31,179621906.81,86539744.81,92084173.60,81087615.99,228001321.26,86578898.92,40912398.96,96353662.38,57264001.60,40453098.07,35363448.39,65924384.16,35940291.67,21107166.43,8214284.06,44740262.25,0.0
