,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1260150815.30,751698873.56,502312729.59,286401214.26,1224966900.69,573823641.97,368320246.40,112171801.12,1162384133.30,734111160.42,501996611.16,134626702.64,932913346.50,544257557.97,371500757.17,223025357.69,1005130050.63,441607553.82,324634504.80,71097505.35,913234250.39,452133085.75,305782193.97,97869598.77,891604472.48,448856812.66,360899816.25,58784478.55,256121063.90,185072213.61,138417210.50,58974920.20,294447840.68,214898325.40,127805860.29,76554086.96,315042479.64,207974817.06,150456393.83,68747941.00,276114411.45,159764528.11,91414031.06,47458777.78,289739781.94,218560397.65,151504967.07,52657752.00,366235723.33,245765539.60,142087576.57,53309721.48,240886567.02,144234198.46,89273033.65,46271389.82,228933384.31,173563818.73,126030301.42,63668565.55,420909960.13,305053249.51,198738424.94,94284143.81,294857073.25,156948371.74,73026322.85,33395959.22,113545338.83,53061130.83,93179841.85,0.0
3,收到的税费返还,3371429.60,1707338.87,1707338.87,524100.00,2637106.79,628900.00,2633763.89,628900.00,1811005.12,968406.09,968406.09,629000.00,628900.00,0,628900.00,0,4586100.00,818242.58,662100.00,0,0,2385900.00,2385900.00,0.00,2563910.10,2297349.86,4235210.10,15380.62,9745250.50,4863051.72,4201411.15,0,13300037.83,10672713.46,6778403.84,0,13525038.99,0,34611.56,56258.15,424776.47,195689.86,193021.92,56031.75,634123.56,3368459.52,4132026.25,2542.38,210572.48,0,0,0,1397850.00,73268.05,73268.05,0,4117184.46,2328218.56,1758096.39,335245.93,7761453.86,6163680.14,1912147.81,1867089.87,7079518.14,5978129.21,3416696.52,0,4341000.00,3841000.00,11707659.11,0.0
4,收到的其他与经营活动有关的现金,29517176.06,37701464.71,23553566.84,25798846.57,15099019.96,34728751.37,7398289.20,13402376.74,24618661.69,44198099.82,21092028.74,15723140.81,36851704.91,22458102.61,30345477.31,552939.54,20358744.01,5915174.79,23604486.13,1476942.28,51235456.09,7843888.32,7497495.89,1031834.65,28016965.56,26730826.98,18723907.81,6311669.35,9899484.99,1197433.27,1790468.56,5308957.70,35631952.90,23030206.42,15754160.14,6984176.78,9351219.49,25903544.59,3498319.05,7627458.97,8829919.55,20977713.92,10181708.65,4681497.86,13837293.82,11255853.07,7821561.63,22978823.26,6362386.43,12581499.56,3995201.43,14401048.05,9947370.83,7417539.73,4877025.52,1111711.29,61080242.44,72059667.00,68151510.08,55016280.53,12970562.78,1150162.78,1270790.71,1507257.70,2438410.79,47239.30,280438.70,321075.99,599161.03,592410.58,12160547.93,0.0
5,经营活动现金流入小计,1293039420.96,791107677.14,527573635.30,312724160.83,1242703027.44,609181293.34,378352299.49,126203077.86,1188813800.11,779277666.33,524057045.99,150978843.45,970393951.41,566715660.58,402475134.48,223578297.23,1030074894.64,448340971.19,348901090.93,72574447.63,964469706.48,462362874.07,315665589.86,98901433.42,922185348.14,477884989.50,383858934.16,65111528.52,275765799.39,191132698.60,144409090.21,64283877.90,343379831.41,248601245.28,150338424.27,83538263.74,337918738.12,233878361.65,153989324.44,76431658.12,285369107.47,180937931.89,101788761.63,52196307.39,304211199.32,233184710.24,163458554.95,75639117.64,372808682.24,258347039.16,146082778.00,67710769.53,252231787.85,151725006.24,94223327.22,47383101.11,294130811.21,247951704.29,195939907.89,119020092.01,441641976.77,312367092.43,201921363.46,97658491.38,304375002.18,162973740.25,76723458.07,33717035.21,118485499.86,57494541.41,117048048.89,0.0
6,购买商品、接受劳务支付的现金,1114498103.94,857760639.84,545744467.06,316361793.68,827504771.07,617592265.77,389074090.22,153452411.21,695049849.17,560701193.67,416899560.11,175469430.02,710369065.66,477463169.03,328649221.42,175716938.76,795019739.58,370079036.39,304656209.56,60109639.85,660358875.13,376430468.56,259079098.05,106567126.89,584764879.47,298189904.63,237383291.10,36436449.31,137936697.28,101648680.09,70555108.27,44348987.48,167397138.74,183888809.04,68229880.02,49068528.60,202531746.33,177848937.31,124715837.90,59065434.76,165248606.69,116549580.11,70848831.45,36897404.91,249901835.29,198773039.07,133506201.32,55099103.41,324002117.22,200696813.72,120492246.07,36849400.22,178691812.49,105801386.23,63370714.81,37394374.58,165707552.41,145123778.43,115382757.95,65697187.83,393855335.15,287001545.18,180637734.14,88551941.54,228619851.55,129465660.63,55028284.61,13231893.84,38546954.65,15636385.82,45478549.71,0.0
7,支付给职工以及为职工支付的现金,135484423.49,96223897.62,66723626.30,35995016.20,126046021.26,88392303.60,57822661.74,32060679.91,130431507.40,80775560.43,55138508.38,29665342.35,116953249.40,71732693.85,47146411.87,22149385.26,112829583.92,57121157.27,49991647.34,16529607.17,110441789.73,49925960.09,31973340.78,15440596.63,111825177.73,88850933.99,71549246.25,18858179.21,88260097.30,61531276.06,44029873.95,15514755.78,80070987.19,28849474.78,22608715.86,14509622.07,63137623.93,21179760.95,17354483.38,9633771.40,50651062.50,34538558.37,25724260.05,15808195.87,51292319.03,33720148.21,23555322.50,12675413.43,34377020.09,25835464.54,18299051.70,10552667.79,28277484.73,21228245.32,14018593.23,9257404.61,28651136.96,17046762.62,10750144.27,8092727.63,20488801.18,14129395.85,9599647.12,4391830.34,42115857.91,37127068.96,32836169.01,5730098.86,18180632.32,9643244.29,17612360.42,0.0
8,支付的各项税费,22375272.32,20900874.18,19999204.25,4589033.21,64305428.67,51186181.58,48056742.86,38193174.89,71819934.34,47641729.84,35124041.17,26540300.00,113489097.50,93012792.06,62367454.63,46433314.87,75116796.99,48074409.20,33409353.56,19426997.44,78403945.92,55842389.62,35017072.80,23837921.73,59639377.87,38867217.88,26654405.33,2771460.43,15501742.40,18263363.55,12167593.46,5420405.56,22377172.55,19552790.05,15932180.13,4870163.75,22999458.54,17391284.50,12809570.51,5705962.25,10095083.63,6387772.18,5166311.67,2227603.96,21260749.90,18060806.46,14343721.39,7752468.04,12462159.35,11041828.86,6582235.41,3337852.65,9079769.26,7852136.78,4999802.87,1749664.10,8484807.79,10565651.73,6706949.55,3063844.13,15812335.82,9896203.62,8888274.82,2212492.33,11846373.08,7227342.46,4471976.56,2152943.89,11292558.02,4692620.42,19559932.54,0.0
