,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,76962452814.51,299126420600.11,221270270965.38,139811715021.41,62001407063.50,263360492396.65,195132937127.59,124211632932.41,55813142358.50,238475573422.67,172443506818.63,108215434118.13,48794079411.00,135683840296.85,89462249500.03,55499984443.13,21916090558.61,66436941834.23,48729381965.35,28872958597.94,12401832382.03,53431770507.25,36990219874.96,24528559982.71,10673756947.95,39045945671.75,27056543340.03,16442484913.37,7060885971.47,31860472008.90,25072980955.46,16949708141.42,7495597801.14,36842395533.60,27220362936.39,0,0,0,2523138.68,1804096.59,0,199648525.57,159050911.02,102104212.30,45080793.24,1795330938.68,1463314962.81,1349731270.47,967143225.91,4435370193.67,3129051050.53,2103571318.63,1051833032.76,5272307396.40,3828942115.14,2514503717.08,1247483833.24,4987415545.76,3643434504.59,2646393228.76,1443684855.74,5846342597.37,3654311553.76,2539571600.70,1544233155.54,7647137014.28,5665236906.48,3709689842.52,1929409635.22,4832761942.41,1496445444.98,1193013010.85,535609642.72,1112843619.69,576814122.65,1542125187.53,834305508.30,1395420963.73,687812910.12,0.0
3,收到的税费返还,69694933.10,183329935.81,124327538.18,75443208.92,12829303.71,165203867.37,117230218.37,86302022.07,21875401.59,135950411.62,111492147.30,63717519.60,14658609.47,106218476.13,66501266.07,48769876.13,16924475.18,125855163.39,104069104.03,73467124.75,31897657.44,21620737.60,11535145.25,3221848.73,1496868.04,5137960.92,10600325.84,4195163.38,3824857.43,6050039.79,5820101.54,5761247.90,5355247.90,7914465.65,7515268.57,0,0,0,0,0,0,9801520.57,8217265.74,560675.96,55622.33,101923749.83,92255363.26,60147524.27,23184370.52,71606343.53,52245267.61,28531542.79,25786638.43,63977737.90,42057034.88,28763725.27,383471.61,40897267.13,24814394.71,24587660.91,3132836.44,23665458.09,12627895.65,10598603.44,6149082.73,0,1902468.67,169980.44,14200.00,325577.17,37008.00,0,0,5370557.04,3564745.16,24241300.00,20811000.00,271528170.07,117649077.39,0.0
4,收到的其他与经营活动有关的现金,358405156.05,844696844.03,628249754.56,425277712.91,149871325.64,613400427.66,886271181.81,320571190.98,130289635.16,474675677.42,464597991.49,241819672.08,103721484.18,841142296.15,439768660.27,345078757.65,146416131.23,242749747.76,211567066.62,220801159.40,263437177.03,701457499.70,295872805.87,277733937.32,226198681.12,208344531.90,149593979.02,100621550.57,67946936.09,158507660.42,199595108.25,305927865.73,436654978.29,144387017.58,665164295.43,1309123.27,193425.85,3718519.30,16006535.74,15758520.71,2757846.31,117726244.66,56970683.61,6259507.37,3142711.29,430986868.50,133324761.70,102720200.40,11423779.18,293152290.90,162163984.99,136943000.09,112258224.84,329672783.33,149178199.54,31348009.70,9876997.28,276871945.09,99411820.56,46697512.28,22521701.97,122451460.65,55252263.02,24166791.29,23597198.35,77976987.00,79815678.83,57022289.80,56077203.39,85282466.71,48409517.82,32053752.86,2869630.79,725587.32,6122254.01,604596.60,21058422.58,421998.75,356857.60,0.0
5,经营活动现金流入小计,77390552903.66,300154447379.95,222022848258.12,140312435943.24,62164107692.85,264139096691.68,196136438527.77,124618506145.46,55965307395.25,239086199511.71,173019596957.42,108520971309.81,48912459504.65,136631201069.13,89968519426.37,55893833076.91,22079431165.02,66805546745.38,49045018136.00,29167226882.09,12697167216.50,54154848744.55,37297627826.08,24809515768.76,10901452497.11,39259428164.57,27216737644.89,16547301627.32,7132657764.99,32025029709.11,25278396165.25,17261397255.05,7937608027.33,36994697016.83,27893042500.39,1309123.27,193425.85,3718519.30,18529674.42,17562617.30,2757846.31,327176290.80,224238860.37,108924395.63,48279126.86,2328241557.01,1688895087.77,1512598995.14,1001751375.61,4800128828.10,3343460303.13,2269045861.51,1189877896.03,5665957917.63,4020177349.56,2574615452.05,1257744302.13,5305184757.98,3767660719.86,2717678401.95,1469339394.15,5992459516.11,3722191712.43,2574336995.43,1573979436.62,7726845359.95,5746955053.98,3766882112.76,1985501038.61,4918369986.29,1544891970.80,1225066763.71,538479273.51,1118939764.05,586501121.82,1566971084.13,876174930.88,1667371132.55,805818845.11,0.0
6,购买商品、接受劳务支付的现金,95704317447.11,288900531787.13,224962351545.51,144662727949.11,71652654968.53,256735046315.17,193755993813.60,126309492354.27,59325704191.96,236972000777.05,174553444764.08,112120098959.64,55973702464.88,131225539324.82,87587658148.80,53295983049.56,23016897392.57,61501676209.04,45406016497.38,25945766960.64,11306912624.30,57440507834.79,38844527008.08,24494178256.18,12681703119.97,43024537333.92,28704089263.64,17492576837.28,8691043283.31,30695121074.43,23878961009.86,17437037111.91,9108901914.92,36964548370.94,28107902989.71,0,0,0,0,0,0,94767803.85,89952642.26,66087278.03,33948311.83,1784695464.47,1574046496.27,1347545228.76,862910113.87,3719856853.50,2887395610.31,2025498680.01,1227687031.69,4342844509.02,3338016878.14,2076214273.09,1037077793.67,4065373137.86,2740756138.94,2082017062.13,1097737970.07,5127173643.10,3272115709.68,2329750709.98,1406307295.61,5490791345.10,3769946517.40,2483324485.00,1261551295.66,3058188761.85,663463570.20,926777974.29,478314368.21,905819579.85,518899147.31,1474427568.18,810049973.44,1157436770.51,615910348.33,0.0
7,支付给职工以及为职工支付的现金,484625414.38,1152858285.99,885861714.59,663711257.35,463882384.51,919301648.88,691647522.63,504606388.38,344720949.33,712004425.14,539583139.95,395775889.72,255339249.21,523654387.16,388521561.58,274926754.42,171485446.21,446951509.95,328269215.06,232346604.93,138786885.90,310753547.47,231682308.66,165106336.16,104518982.85,233635918.20,173566078.19,120316982.07,70984580.34,200931325.24,150439986.27,104219056.74,58819857.87,210546614.49,155803530.47,718030.98,393036.76,24416951.71,22693738.17,22319804.78,21231318.91,82699590.10,50669213.57,19633798.67,16322669.55,298998473.46,252336796.46,181991026.15,88985824.90,477158913.16,356229325.61,263967717.84,160669993.09,488466496.42,345769410.23,242820739.63,161738546.88,478211844.10,356645976.16,236901810.08,139171471.71,473964282.94,317071009.66,234237544.48,142090076.42,319081145.84,216836300.12,148584040.59,97254808.61,140002539.14,58642946.75,77761988.29,0,71765233.25,30298012.26,67668919.77,12935062.02,40521512.12,17515260.71,0.0
8,支付的各项税费,337748815.14,1012770318.63,801823370.46,596287110.53,323891005.18,1066632003.15,846434475.00,574342545.43,272088379.63,755373231.10,574199586.72,386491607.66,193969067.52,629365096.61,465345504.26,289011906.72,144807364.15,493636764.95,375020908.20,244510068.00,151592085.77,301004883.84,217695996.09,154915577.63,59395720.40,158670951.80,105381793.04,62462948.72,35054980.95,186106198.59,147373929.63,104725362.49,70946533.32,157538630.99,120697100.72,15601.28,0,5285974.64,6300620.89,5285974.64,38370158.12,64108364.36,14178008.80,5250222.46,1595398.83,68203368.80,65417161.35,30658703.89,14120468.97,98694234.99,85316839.23,63275636.05,33257287.70,136037843.82,80266261.50,60050278.40,18114369.48,114389476.64,178506942.41,164061696.07,95647398.28,245950148.51,228138467.00,196807201.19,102318981.23,553704233.56,430957390.36,375300378.06,187365999.97,190360847.85,64499426.95,13400093.06,9503026.49,109452281.84,69496078.73,82473737.78,50810582.94,190884426.70,113601482.31,0.0
