,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1142296345.91,799735242.58,534160130.17,306692156.81,1315490688.48,944899298.28,613397575.51,259504554.62,920033969.37,556859261.21,429302209.71,230509205.86,865588522.14,942053144.05,575258342.84,245131760.61,617426150.02,661653955.02,0,190737299.25,661367190.69,624412629.25,422285049.67,173139674.92,466034782.96,430453824.82,256074645.82,117028203.44,411264159.26,400709306.85,182788847.30,80025914.26,391949320.10,296380648.36,202136823.98,87147331.94,373743964.38,277708327.97,208266926.82,87590094.76,299468202.06,212791665.20,280017639.35,251365359.61,0.0
3,收到的税费返还,58490472.92,40814381.03,23564293.24,14497050.46,53683893.42,41608683.34,25974564.69,13108286.30,25016298.20,20848972.86,16261774.81,3690351.87,29864895.98,14264527.94,10598397.60,8191420.41,26857841.95,14691081.02,9379919.00,4843913.98,30676688.74,0,0,2290032.70,22169602.17,4974372.31,0,3094909.20,22519444.25,16055442.48,12396804.22,7944152.21,12785892.59,2101137.40,130876.85,0,10142321.52,4119129.73,3177742.28,12567.18,2994042.45,157874.82,356836.59,368155.74,0.0
4,收到的其他与经营活动有关的现金,27410043.01,36698685.62,18021859.74,9504761.83,22696013.71,34020802.86,28639674.42,3889520.31,6615363.34,13832160.97,6482876.56,3402796.92,11747345.83,18625096.27,13899821.93,13042697.12,9378999.53,37114864.44,33539598.48,10590371.69,132495079.97,59264554.21,101308474.65,8324641.03,32976601.72,2400511.05,27259112.48,22041180.13,7844083.19,-5863377.69,3185634.10,7228630.69,10829041.25,10465631.18,7406107.89,5646413.76,16625911.87,14979066.49,14216457.58,10466915.09,8952395.94,6972983.62,11335976.70,4414051.41,0.0
5,经营活动现金流入小计,1228196861.84,877248309.23,575746283.15,330693969.10,1391870595.61,1020528784.48,668011814.62,276502361.23,951665630.91,591540395.04,452046861.08,237602354.65,907200763.95,974942768.26,599756562.37,266365878.14,653662991.50,713459900.48,447944817.78,206171584.92,824538959.40,683677183.46,523593524.32,183754348.65,521180986.85,437828708.18,283333758.30,142164292.77,441627686.70,410901371.64,198371285.62,95198697.16,415564253.94,308947416.94,209673808.72,92793745.70,400512197.77,296806524.19,225661126.68,98069577.03,311414640.45,219922523.64,291710452.64,256147566.76,0.0
6,购买商品、接受劳务支付的现金,546814635.29,396649814.25,280208857.03,176394301.69,529775109.00,479047337.67,309584114.33,227160561.50,595180894.02,384989185.63,228134593.98,153879153.67,491084712.65,705454813.09,326155654.76,174827584.19,347227606.36,608550739.83,307489424.92,170773761.54,700620090.00,568419352.41,419078196.71,124900817.88,302301698.90,317788625.53,228459871.60,128779657.88,353168950.01,338078835.38,175280007.66,99846139.44,338308765.99,262646376.76,179090679.34,76599466.01,325285273.65,233519590.12,181813273.51,79611076.67,225193183.02,161451721.13,231736248.26,205118394.59,0.0
7,支付给职工以及为职工支付的现金,196912341.53,132263573.82,88042754.54,44251893.95,160626384.65,109266304.34,73428784.58,32879846.66,108361524.48,80429871.21,54939290.90,26860612.28,92378520.11,60058535.52,40997839.21,18219771.60,79847435.99,45798800.52,27267515.48,14581925.54,58616291.60,46461754.40,28565226.76,9365876.21,46987199.79,34409098.58,21167046.10,11595669.37,38006829.97,30437591.19,13511742.21,5806074.85,27023541.23,19095827.48,12588139.05,7055718.87,16247160.68,11375715.42,6622560.97,4449720.58,13181650.27,6812098.97,7923980.83,7211679.16,0.0
8,支付的各项税费,115491171.75,112780137.62,103002909.58,45667519.06,150410031.81,128624359.29,91674637.35,31266443.84,111203472.37,72146597.12,56208047.02,24404077.19,77267216.20,56222537.85,32847633.48,16901776.33,41607265.43,29701862.17,13705576.28,7222186.78,32951116.49,24454053.55,17047507.39,3199903.19,23812471.44,8124549.87,6824375.44,5120717.84,17342631.81,11283420.55,7352129.34,2001116.68,15982643.80,14289764.01,11825949.40,3865737.28,21759469.91,18392349.82,13668778.40,1707391.62,14346784.45,9860186.07,13128649.63,9431924.54,0.0
