,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1435513704.42,892775787.10,541776674.33,170900832.61,1015270953.51,619526789.89,428090630.01,148677855.55,656192827.29,522380767.92,360828562.11,163031583.24,772507262.75,517008783.13,315746988.36,134051872.16,672617780.99,624810499.17,518734615.06,138130113.78,1077475616.54,642361142.39,501608699.98,156746347.12,895159048.24,613355945.83,463873178.09,199276129.14,927607338.22,615839985.72,402825924.72,177305837.90,1020906507.85,784200321.83,506509279.14,151369800.40,764075970.44,741827938.89,486580767.48,218470283.07,574978092.59,421538986.84,246049231.40,58005156.29,515633436.46,448485195.70,285919545.83,106724193.98,436911653.86,259570343.77,157247365.51,56195828.53,427149599.56,308877923.17,0,350750652.62,245875880.29,0.0
3,收到的税费返还,8118522.69,5413916.10,3608334.60,1294384.69,5470800.93,4346214.18,1936825.99,651555.68,8613833.23,7352818.70,4739173.37,3185211.40,3261916.80,3261916.80,2867907.93,2562120.32,8086744.66,6534786.46,3703649.16,3552807.08,4573814.48,1255106.86,1171330.31,1084998.29,10477018.35,4612438.77,1730843.36,1612847.50,11665177.15,10734930.20,8684050.05,4742660.59,7737772.36,5720306.10,4093321.11,2146271.00,4469962.17,2736198.53,704402.20,593955.92,7419219.79,2654322.91,3331859.93,3210174.80,1935316.29,1488365.55,1303320.03,0,1405467.88,161683.30,72940.80,0,1994887.72,2454356.30,0,1758629.69,842676.02,0.0
4,收到的其他与经营活动有关的现金,73629725.14,63300099.41,9209272.41,12982921.94,65448619.61,130416822.16,116240775.04,16445312.94,54305748.02,34524575.85,13858889.07,19400580.80,53335860.83,48465872.85,11900262.25,28143280.90,50522426.38,17777429.70,9587753.69,5185827.40,68508715.61,21674292.59,8509382.45,6593050.89,28885739.95,45365218.20,43759643.53,8151264.29,68410711.96,18445676.49,12268478.20,9857797.35,47741106.09,8701536.18,8219813.32,2373000.00,46138289.89,10378056.89,5684833.60,2681305.28,55521617.79,13618569.03,53645380.37,2894948.01,31178919.36,12014184.72,6900591.33,9956429.07,34580007.92,16625926.54,29843751.50,6957394.79,10493437.13,5894105.71,0,720101.26,775380.07,0.0
5,经营活动现金流入小计,1517261952.25,961489802.61,554594281.34,185178139.24,1086190374.05,754289826.23,546268231.04,165774724.17,719112408.54,564258162.47,379426624.55,185617375.44,829105040.38,568736572.78,330515158.54,164757273.38,731226952.03,649122715.33,532026017.91,146868748.26,1150558146.63,665290541.84,511289412.74,164424396.30,934521806.54,663333602.80,509363664.98,209040240.93,1007683227.33,645020592.41,423778452.97,191906295.84,1076385386.30,798622164.11,518822413.57,155889071.40,814684222.50,754942194.31,492970003.28,221745544.27,637918930.17,437811878.78,303026471.70,64110279.10,548747672.11,461987745.97,294123457.19,116680623.05,472897129.66,276357953.61,187164057.81,63153223.32,439637924.41,317226385.18,0,353229383.57,247493936.38,0.0
6,购买商品、接受劳务支付的现金,924544903.79,673076362.36,406333919.06,143033260.91,617466109.21,408464025.77,254574106.79,83911338.37,647487035.02,501660058.58,406485973.75,167482844.36,610405503.06,436279443.96,272230761.06,136278010.10,435937183.15,444426130.78,328663683.85,112144774.04,758563022.21,421736561.10,308242569.15,103408535.30,598480603.62,440428479.57,332104705.88,102475077.89,556056176.50,430581180.27,311335240.14,117464982.59,824181563.66,692324349.51,502042538.94,158685582.69,787239898.39,753294684.82,499334851.81,216137114.16,503481502.34,344809755.24,147338264.54,58037961.80,483651974.54,397053466.79,267319982.10,120648628.15,344162922.36,227506201.13,130928115.94,53058382.10,333017090.83,258004003.47,0,291425930.27,223538140.61,0.0
7,支付给职工以及为职工支付的现金,266258784.83,191232466.31,136939140.19,57588971.27,234517205.00,173425625.18,121549036.38,52271227.68,213751610.32,166470015.68,94416811.91,43750514.48,192760790.26,138758580.64,78494075.04,45814063.38,203918366.50,136540900.37,75515061.62,42155663.53,188904447.66,117308138.86,72702790.37,40193418.67,157676760.90,108075944.58,71771332.64,41340387.60,145353948.86,95646998.77,62010283.43,37018171.65,117052189.27,87485985.69,53634945.43,35775702.42,70989775.80,69208817.34,47326714.53,24387938.36,52839081.10,37299834.66,22088130.89,13896489.73,42896923.26,33699607.68,22402387.60,11384399.61,37518474.62,19313221.06,17082774.00,7019854.32,31787003.38,22990861.08,0,17649294.25,16835240.29,0.0
8,支付的各项税费,60264489.58,48354408.68,35522617.87,18165823.91,77892652.32,61318161.77,41306020.94,20003506.05,83711872.56,73495636.00,52914453.88,15374480.83,49166671.14,44212409.42,29212416.37,13024181.91,63215797.93,53266084.81,40680155.33,13160661.97,57740301.02,48489298.00,36447508.33,13944805.99,61482780.77,44565484.92,37093295.12,14107823.76,80182614.30,57361408.77,38009862.42,12675584.92,63229919.62,53358861.43,37881071.03,12647857.51,47697470.07,43702010.97,22116427.91,6844321.66,32199483.73,24299293.24,19354911.78,9581910.53,28668189.32,26883581.89,21940841.05,5573317.57,23352769.07,17119562.85,11637203.93,6452847.66,14747888.23,9775606.44,0,13444193.32,7834706.07,0.0
9,支付的其他与经营活动有关的现金,122629352.01,50571311.74,27847617.52,26477495.87,42454302.52,46634064.42,27919832.35,28219565.96,55498507.60,37519894.56,23879445.41,16984785.27,48741385.55,32084895.76,24009136.21,16298749.57,53922619.37,44652129.52,31480979.44,10687466.18,73012606.47,38352090.78,26819501.55,12142845.73,63224696.73,35625077.99,25009020.18,11959112.45,51186760.39,38832545.53,30375845.03,13857379.68,42691506.15,34534145.92,28353574.31,10991544.26,53798334.76,28054926.09,27567272.85,10647119.28,41111268.04,19475158.09,33589894.80,8531172.44,12639571.27,20581117.40,18025746.95,13235260.61,35527067.35,12052918.89,21008194.55,10303657.21,19542946.74,11834099.86,0,15899067.24,9655999.91,0.0
10,经营活动现金流出小计,1373697530.21,963234549.09,606643294.64,245265551.96,972330269.05,689841877.14,445348996.46,184405638.06,1000449025.50,779145604.82,577696684.95,243592624.94,901074350.01,651335329.78,403946388.68,211415004.96,756993966.95,678885245.48,476339880.24,178148565.72,1078220377.36,625886088.74,444212369.40,169689605.69,880864842.02,628694987.06,465978353.82,169882401.70,832779500.05,622422133.34,441731231.02,181016118.84,1047155178.70,867703342.55,621912129.71,218100686.88,959725479.02,894260439.22,596345267.10,258016493.46,629631335.21,425884041.23,222371202.01,90047534.50,567856658.39,478217773.76,329688957.70,150841605.94,440561233.40,275991903.93,180656288.42,76834741.29,399094929.18,302604570.85,0,338418485.08,257864086.88,0.0
