,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1485570323.14,1045602137.13,673175522.77,353545997.76,1473938677.25,1016619439.70,607307775.66,299365014.95,1365715399.26,939235625.98,567786163.21,286689992.86,1454162671.59,994414415.33,591294943.01,310774549.73,1489241169.97,1078093854.37,687403422.63,355234549.67,1389234704.59,1043442989.33,695353844.17,364942827.24,1432263831.25,1025634979.61,618353961.22,304526049.93,1094240263.43,763718449.77,473387696.91,251397106.72,952617383.41,680746134.84,423941567.14,214963249.61,873946231.83,633444764.46,407651509.08,203061968.06,763743171.79,547752876.50,335827652.46,154548136.41,676807047.42,505216427.28,308746420.40,149239871.41,610225875.74,444795682.09,274709202.57,124166342.46,530744784.88,390970934.41,230342096.73,99928917.23,455256101.46,382597178.99,226514475.57,102540369.10,446459644.47,302527277.76,192809785.01,97260704.00,395403280.51,284141155.51,173545339.20,87106431.18,370693702.29,156095788.19,314739592.83,146379928.68,276914969.00,154163804.16,301494594.50,201478255.37,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130040.68,0,0,20100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42819.84,0,0,0,0.0
4,收到的其他与经营活动有关的现金,146570331.77,111751079.21,77591061.42,25018477.99,262608518.48,108350760.15,52835525.15,25482366.09,142574776.29,120583105.68,99835177.30,72088970.19,201148610.35,235872276.42,172482056.48,105562421.72,176609621.70,252286200.34,107284159.03,44639697.27,220857963.28,141552817.34,75894205.29,34176667.02,175169716.37,160408362.72,76169145.42,23492509.86,134959452.15,118998671.57,79104227.86,32985985.47,148962362.32,131624766.05,102505777.41,52781184.52,108731537.73,49709811.28,43975379.87,21123080.05,69691789.91,42308807.52,22767314.42,10107988.13,72047978.48,24620781.45,23851332.11,10732970.57,47412525.33,19708463.93,53724752.40,3546243.05,35050736.18,39472513.49,21920790.92,31204761.52,20085923.54,17944963.80,16101242.38,14894287.38,5338399.82,39875992.09,16108408.48,14239405.88,57795189.21,53279441.97,41987498.68,9535743.26,109353935.78,39211797.18,67788188.73,11973626.61,75675058.21,13877886.63,42718461.12,13118514.37,0.0
5,经营活动现金流入小计,1632140654.91,1157353216.34,750766584.19,378564475.75,1736547195.73,1124970199.85,660143300.81,324847381.04,1508290175.55,1059818731.66,667621340.51,358778963.05,1655311281.94,1230286691.75,763776999.49,416336971.45,1665850791.67,1330380054.71,794687581.66,399874246.94,1610092667.87,1184995806.67,771248049.46,399119494.26,1607433547.62,1186043342.33,694523106.64,328018559.79,1229199715.58,882717121.34,552491924.77,284383092.19,1101579745.73,812370900.89,526447344.55,267744434.13,982677769.56,683154575.74,451626888.95,224185048.11,833434961.70,590061684.02,358594966.88,164656124.54,749985066.58,529837208.73,332597752.51,159992941.98,657638401.07,464504146.02,328433954.97,127712585.51,565795521.06,430443447.90,252262887.65,131133678.75,475342025.00,400542142.79,242615717.95,117434656.48,451798044.29,342403269.85,208918193.49,111500109.88,453198469.72,337420597.48,215532837.88,96642174.44,480047638.07,195307585.37,382527781.56,158353555.29,352632847.05,168041690.79,344213055.62,214596769.74,0.0
6,购买商品、接受劳务支付的现金,845577690.88,582056225.14,427236734.98,257114390.51,813462280.89,561878620.96,305948393.77,199730956.99,697621388.26,439867418.35,281499613.72,140759967.25,700685731.67,475941978.48,299784484.65,140154634.98,774488478.67,565135752.40,399849485.35,208887227.42,800012050.52,606440569.10,426233820.77,212563063.26,838159896.37,575339251.45,337052759.68,209885974.57,636489496.15,440269313.22,287499099.04,191241794.20,667439221.93,517461284.57,345073648.15,173657765.22,539551937.54,360593225.45,255731743.23,162020973.18,421654960.18,282099604.19,183253871.96,116506524.12,390214560.05,302600224.11,197966753.05,109506955.22,265587479.25,195224016.61,172763094.00,65933339.32,281715151.44,199420372.24,117201123.35,64700138.41,197252062.68,192490678.29,127760277.61,74333962.39,182256207.29,122479432.63,80534782.16,45819061.58,177597864.10,128690061.20,90790889.23,49299844.72,160800969.87,73269187.29,131423981.70,49470006.45,90768486.50,87284834.89,144300604.08,59665264.90,0.0
7,支付给职工以及为职工支付的现金,227975138.05,189843379.07,144615933.30,92451713.30,219920116.77,178064638.12,127132810.92,83392539.29,209793382.93,166082151.80,121582258.24,77229624.94,190207982.16,156376408.96,110214462.35,70695092.63,174383776.24,132111923.78,100036343.88,64660800.50,157015553.49,111131683.30,80548677.85,47314995.48,146620432.31,108924356.23,76065516.10,45818861.10,143575274.50,95982565.14,66152552.94,38543114.64,124624026.26,94726040.58,65044754.45,36517041.23,102078389.85,77506503.88,55957602.08,35247266.69,100005439.12,75408085.17,55704288.86,31968127.33,93873724.13,68913455.53,46798290.02,23640494.52,80037851.96,59248200.37,38948658.71,23962385.34,70131810.54,54579311.63,37479573.41,21497321.61,71610498.56,58641131.91,38889655.29,22080618.23,66710248.33,52763194.83,37161612.83,18293726.05,63524036.13,44101750.52,31786860.58,19187559.10,59090506.59,30870278.88,60029136.96,30233429.89,45945835.72,18002790.64,34508093.09,28650147.91,0.0
8,支付的各项税费,90528027.58,64648209.45,42826263.19,19225809.61,108132406.34,78636866.84,65172324.03,18409771.11,108761565.55,85768928.01,54639634.27,22826201.27,177784305.38,115690545.01,75763153.12,25094954.70,176524780.69,129829419.27,88282127.26,31311974.70,128474929.77,100329356.42,57296589.69,30767166.23,125184136.25,98349159.00,46140840.84,26018810.72,95440239.23,80105137.39,45876921.53,17771978.36,61959775.21,42981637.27,31750905.29,16361936.17,68883285.80,59564158.09,32837160.80,25699027.07,51599453.06,44006306.20,26860640.42,14700186.24,50509766.14,35165294.60,19695392.65,7753584.74,61431038.17,39792521.88,21664308.20,9954844.49,48980662.74,37338456.32,25071965.80,11076538.87,48291577.45,38628398.48,23877447.49,10397714.93,55192236.86,33498799.05,19997439.23,9936327.40,40904008.37,30530871.61,17779678.72,7458728.26,43921318.52,18686317.82,48636966.57,21925479.39,48229347.90,14971942.64,39784383.66,9675784.65,0.0
