,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,收到原保险合同保费取得的现金,353406000000.00,267860000000.00,186425000000.00,108621000000.00,319175000000.00,245300000000.00,169507000000.00,98655000000.00,282577000000.00,213015000000.00,143819000000.00,80120000000.00,241716000000.00,173572000000.00,114796000000.00,60384000000.00,211967000000.00,153064000000.00,102579000000.00,54868000000.00,193952000000.00,147324000000.00,103576000000.00,57532000000.00,177155000000.00,135392000000.00,94536000000.00,47740000000.00,161689000000.00,123156000000.00,86305000000.00,46334000000.00,155545000000.00,118979000000.00,84209000000.00,45817000000.00,138394000000.00,104642000000.00,72443000000.00,38755000000.00,97828000000.00,75762000000.00,51251000000.00,26580000000.00,94565000000.00,74147000000.00,51365000000.00,27834000000.00,74704000000.00,52838000000.00,35558000000.00,18138000000.00,55675000000.00,51089000000.00,47078000000.00,48575610017.06,0.0
3,收到再保业务现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000000.00,0,0,0,105000000.00,0,0,0,0,0,0,435000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833000000.00,0,319000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到其他与经营活动有关的现金,4732000000.00,3489000000.00,2158000000.00,1013000000.00,3674000000.00,2875000000.00,1643000000.00,648000000.00,1202000000.00,863000000.00,745000000.00,238000000.00,2037000000.00,1478000000.00,1044000000.00,423000000.00,1730000000.00,1119000000.00,726000000.00,316000000.00,1298000000.00,830000000.00,537000000.00,322000000.00,1121000000.00,665000000.00,383000000.00,168000000.00,991000000.00,618000000.00,369000000.00,214000000.00,820000000.00,405000000.00,202000000.00,126000000.00,895000000.00,633000000.00,449000000.00,294000000.00,369000000.00,268000000.00,201000000.00,529000000.00,1076000000.00,458000000.00,262000000.00,1982000000.00,967000000.00,492000000.00,298000000.00,323000000.00,615000000.00,498000000.00,510000000.00,306023891.12,0.0
5,保户储金净增加额,9006000000.00,9510000000.00,8217000000.00,7377000000.00,3467000000.00,3484000000.00,2161000000.00,1519000000.00,5368000000.00,6067000000.00,5010000000.00,3744000000.00,7066000000.00,6750000000.00,5198000000.00,4401000000.00,2199000000.00,2375000000.00,1565000000.00,1114000000.00,0,0,0,17000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269000000.00,498000000.00,436000000.00,0,0,0,0,0,0,0,0,0,0,0,5289000000.00,2961000000.00,171000000.00,2779479038.99,0.0
6,经营活动现金流入小计,367148000000.00,280860000000.00,196802000000.00,117011000000.00,326369000000.00,251695000000.00,173338000000.00,100836000000.00,289233000000.00,219995000000.00,149873000000.00,84252000000.00,251280000000.00,182206000000.00,121370000000.00,65344000000.00,216815000000.00,157073000000.00,105176000000.00,56511000000.00,195786000000.00,148538000000.00,104324000000.00,57975000000.00,180107000000.00,137384000000.00,96128000000.00,47949000000.00,162702000000.00,123793000000.00,86687000000.00,46553000000.00,156479000000.00,119384000000.00,84411000000.00,45943000000.00,139482000000.00,105451000000.00,73334000000.00,39547000000.00,99494000000.00,76863000000.00,52285000000.00,27428000000.00,96092000000.00,74605000000.00,51627000000.00,29816000000.00,75671000000.00,53330000000.00,35856000000.00,18461000000.00,61579000000.00,54548000000.00,47759000000.00,51680538651.22,0.0
7,支付原保险合同赔付款项的现金,124698000000.00,93229000000.00,62032000000.00,33306000000.00,102744000000.00,74710000000.00,46876000000.00,24001000000.00,89549000000.00,67590000000.00,46009000000.00,25124000000.00,87282000000.00,64583000000.00,43361000000.00,23041000000.00,80151000000.00,59178000000.00,38995000000.00,19946000000.00,64142000000.00,46375000000.00,30448000000.00,14958000000.00,54519000000.00,38778000000.00,25733000000.00,12823000000.00,44743000000.00,32417000000.00,20502000000.00,9907000000.00,39776000000.00,28565000000.00,18885000000.00,9561000000.00,34002000000.00,24212000000.00,15938000000.00,7934000000.00,30044000000.00,23562000000.00,16247000000.00,8647000000.00,32357000000.00,24806000000.00,16694000000.00,7906000000.00,19676000000.00,12271000000.00,7370000000.00,3700000000.00,15337000000.00,12294000000.00,11789000000.00,15050780766.37,0.0
8,支付给职工以及为职工支付的现金,23532000000.00,18063000000.00,12761000000.00,7188000000.00,21632000000.00,16358000000.00,11429000000.00,6354000000.00,18816000000.00,14282000000.00,10075000000.00,5628000000.00,16372000000.00,12464000000.00,8757000000.00,4848000000.00,15066000000.00,11532000000.00,8022000000.00,4428000000.00,13626000000.00,10278000000.00,7081000000.00,3665000000.00,11705000000.00,8923000000.00,6234000000.00,3425000000.00,10762000000.00,8178000000.00,5614000000.00,3067000000.00,9415000000.00,7004000000.00,4782000000.00,2572000000.00,7288000000.00,5348000000.00,3607000000.00,1905000000.00,5290000000.00,3875000000.00,2557000000.00,1387000000.00,4287000000.00,3169000000.00,2137000000.00,1139000000.00,3033000000.00,2192000000.00,1441000000.00,729000000.00,2131000000.00,1553000000.00,1296000000.00,1207736201.38,0.0
