,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,4388459844.00,3192853552.00,1936073152.00,8241942329.00,5727578145.00,4226355246.00,2571511726.00,7352607636.00,4963015924.00,3317210429.00,1979357766.00,7618908414.00,5241110067.00,3628954479.00,2193876382.00,7401989001.00,5035877795.00,3295922047.00,2034560089.00,7848942477.00,5505306507.00,3613645436.00,2162338108.00,9353574661.00,6677146433.00,4493076623.00,2878148979.00,11858780439.00,8402151201.00,5869528343.00,2971687211.00,11423237532.00,7591528109.00,4821973754.00,2863689374.00,8456011083.00,5264448724.00,3385774295.00,2103178821.00,6069731959.00,3729066272.00,2341650147.00,1496227810.00,5125730090.00,3414947006.00,2263390240.00,1355222608.00,3478607085.00,2234971563.00,1288135534.00,2356739664.00,1007434103.00,0.0
3,收到的税费返还,0,0,0,10052387.00,0,0,0,3100476.00,0,0,0,22080042.00,0,0,0,754030.00,0.00,0.00,0,24280019.00,30980958.00,26363951.00,0,0.00,0,0.00,0,27624992.00,18516193.00,5864298.00,0,27217068.00,0,0,0,15862621.00,0,0,0,0,0,0,15394412.00,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,24946634.00,28080796.00,5579501.00,102792994.00,90562082.00,27833684.00,12082743.00,83489036.00,65740400.00,42726698.00,30359447.00,68281125.00,54013339.00,35214205.00,11805416.00,56393530.00,50386572.00,31348074.00,20839782.00,162550928.00,91407471.00,70891594.00,34788428.00,208138380.00,169544859.00,101483251.00,17834326.00,258577886.00,148742218.00,94717689.00,41914900.00,175207499.00,83520460.00,76360403.00,37503819.00,68582963.00,53897654.00,42066730.00,28576804.00,87606808.00,66192267.00,59945264.00,13894915.00,28453472.00,21048926.00,4296482.00,1057961.00,7466311.00,2887179.00,2981427.00,5438190.00,591077.00,0.0
5,经营活动现金流入小计,4413406478.00,3220934348.00,1941652653.00,8354787710.00,5818140227.00,4254188930.00,2583594469.00,7439197148.00,5028756324.00,3359937127.00,2009717213.00,7709269581.00,5295123406.00,3664168684.00,2205681798.00,7459136561.00,5086264367.00,3327270121.00,2055399871.00,8035773424.00,5627694936.00,3710900981.00,2197126536.00,9561713041.00,6846691292.00,4594559874.00,2895983305.00,12144983317.00,8569409612.00,5970110330.00,3013602111.00,11625662099.00,7675048569.00,4898334157.00,2901193193.00,8540456667.00,5318346378.00,3427841025.00,2131755625.00,6157338767.00,3795258539.00,2401595411.00,1525517137.00,5154183562.00,3435995932.00,2267686722.00,1356280569.00,3486073396.00,2237858742.00,1291116961.00,2362177854.00,1008025180.00,0.0
6,购买商品、接受劳务支付的现金,2615019718.00,2004656788.00,977842422.00,4425895911.00,3319257723.00,2490369679.00,1417363423.00,4645342947.00,3128435102.00,1861232093.00,1063208958.00,4370967537.00,3025200548.00,2026789110.00,1099828350.00,4772839966.00,2851001658.00,1606260509.00,875661482.00,4120096873.00,2763414883.00,1658499436.00,853279614.00,5150089263.00,3490265655.00,2297672590.00,1190516737.00,5597584793.00,3720172927.00,2257838656.00,1065226584.00,7152992277.00,4950288793.00,3689275464.00,2027552987.00,6801254056.00,4129493194.00,2276432834.00,941339601.00,3290241282.00,2212340040.00,1295963781.00,703229049.00,3054043786.00,2005857543.00,1401476466.00,573696105.00,2241844423.00,1310930741.00,854648686.00,1719845324.00,1076477231.00,0.0
7,支付给职工以及为职工支付的现金,649866378.00,469082365.00,253266143.00,1146881080.00,890576521.00,631214798.00,341279420.00,1086217822.00,758774327.00,590769544.00,240813427.00,1080186865.00,809883202.00,563000287.00,317754388.00,985813221.00,761206277.00,518963061.00,291168307.00,898323578.00,674278458.00,474506316.00,272972186.00,963219705.00,729860295.00,524792876.00,308683004.00,1045769641.00,784315876.00,544630605.00,301083756.00,829510688.00,609973485.00,431089619.00,251777830.00,632874569.00,459650825.00,311396945.00,186586094.00,440502318.00,325659935.00,221140107.00,104834903.00,308302928.00,218046972.00,145364648.00,74075627.00,197138045.00,141365519.00,95747041.00,111629885.00,38036562.00,0.0
8,支付的各项税费,254838364.00,222440081.00,179330582.00,392961165.00,287988921.00,189697211.00,119204682.00,419180348.00,364904937.00,296582580.00,170680739.00,367686956.00,302884246.00,227448154.00,147426976.00,551248220.00,444846739.00,275281214.00,164171945.00,567153533.00,414903777.00,317504615.00,219120544.00,1008899972.00,772606323.00,653242618.00,276557452.00,1066190043.00,829695828.00,693790171.00,268896036.00,1106300275.00,695603115.00,545728226.00,168574416.00,757604563.00,454612188.00,313245372.00,120715429.00,431032536.00,206557063.00,187204322.00,106515388.00,597117445.00,321181909.00,242254560.00,123869992.00,274131191.00,139222791.00,110755881.00,80263791.00,12060338.00,0.0
