,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3407372232.24,2175310125.98,906415841.95,5501108963.67,3688919266.76,2305379075.08,963409767.92,4770069902.32,2534005799.13,1642482288.86,737303225.90,3963717848.19,2378566508.33,1432122001.00,701795196.33,3164636709.65,1927364133.57,1064103777.40,546631781.12,2654295144.84,1678873317.05,942831612.86,425085676.07,2229389838.46,1467072476.69,871947337.84,332599313.88,2107016023.86,1207441819.38,720281294.68,288836894.64,1937146407.64,1111148497.71,761685286.44,346664338.99,1696156238.22,993387383.28,578003248.28,250310796.59,1451478658.24,842043502.81,471086946.98,226252406.36,1216178189.14,766178092.78,471199290.94,218727024.54,1234012762.09,786370785.29,515765490.62,244243547.77,1062814067.68,689004376.15,405996930.30,223288818.26,826605767.56,499395891.42,285418058.15,122898886.95,503563687.32,245113148.85,108076797.58,41600901.15,221636258.42,68211556.74,217983523.15,0.0
3,收到的税费返还,19302441.21,14384410.07,5428379.78,23044407.87,20197138.85,9423482.23,6196520.54,20720644.57,9463085.43,4909837.38,2590754.23,12784806.04,9369932.76,5930682.78,3759487.71,4467723.45,5021072.22,3295525.54,845190.17,1926143.33,826126.05,488410.90,195406.73,450469.25,330828.21,260812.83,50651.96,552392.33,403688.93,362526.55,224184.49,657843.45,44871.79,44871.79,44871.79,1118394.87,1002775.20,1002775.20,0,764696.57,574296.62,427670.48,0,963325.11,738740.28,679069.82,190767.52,0,149674.85,149674.85,0,61947.53,58970.27,29220.06,51481.98,244317.99,195285.09,195285.09,116430.38,1599141.56,1193115.23,879713.26,409932.46,2291921.57,749517.39,2069198.86,0.0
4,收到的其他与经营活动有关的现金,78735037.18,63062628.16,45706255.60,182547568.93,276371240.81,187827678.32,134747257.97,97575366.86,143356351.14,62867182.75,-11318821.56,210943331.72,136185608.92,212634222.15,87313116.68,339278667.18,139287497.89,309084400.04,31757405.33,204023745.23,31247328.57,76016980.95,92754037.69,209713392.74,47864286.64,26696045.30,15427139.20,37181780.73,-68184685.86,31314964.38,16525128.84,48512381.86,26696613.00,9489549.06,15699934.73,32530502.22,43449157.05,31075709.35,25373204.49,22302799.56,36192817.63,19987849.59,16101915.07,24044715.39,98158573.19,64900015.57,87690459.66,23423995.52,57965375.49,11081085.85,5004976.17,13439387.14,18702367.11,17463341.22,15731109.93,5334270.69,25653649.82,119941.79,2526.95,9110788.63,15048198.51,7004863.74,9164698.41,14733020.87,7818365.00,27521612.69,0.0
5,经营活动现金流入小计,3505409710.63,2252757164.21,957550477.33,5706700940.47,3985487646.42,2502630235.63,1104353546.43,4888365913.75,2686825235.70,1710259308.99,728575158.57,4187445985.95,2524122050.01,1650686905.93,792867800.72,3508383100.28,2071672703.68,1376483702.98,579234376.62,2860245033.40,1710946771.67,1019337004.71,518035120.49,2439553700.45,1515267591.54,898904195.97,348077105.04,2144750196.92,1139660822.45,751958785.61,305586207.97,1986316632.95,1137889982.50,771219707.29,362409145.51,1729805135.31,1037839315.53,610081732.83,275684001.08,1474546154.37,878810617.06,491502467.05,242354321.43,1241186229.64,865075406.25,536778376.33,306608251.72,1257436757.61,844485835.63,526996251.32,249248523.94,1076315402.35,707765713.53,423489491.58,239071410.17,832184356.24,525244826.33,285733285.03,123017844.28,514273617.51,261354462.59,115961374.58,51175532.02,238661200.86,76779439.13,247574334.70,0.0
6,购买商品、接受劳务支付的现金,2704548182.37,1880675860.15,822088687.26,3910327035.72,2830974035.10,1839938155.24,834569993.21,3567202187.70,1919147483.83,1365091963.78,712305964.72,3091818983.11,2000687292.66,1273912620.40,526959185.18,2455753514.72,1622586700.43,940420532.41,433561988.56,2082480940.06,1426987417.41,796632692.43,333775723.11,1845550403.73,1297329222.37,753079087.18,303552847.64,1790965922.15,1063914045.02,572362597.29,260089766.81,1659402681.09,915553212.89,696837129.03,286911984.98,1460032174.28,934824366.19,583911495.15,232707495.30,1133803130.23,687910728.34,376398432.13,141992992.45,1028746092.99,679135721.98,450729447.67,252930274.04,1027998694.28,703210809.95,487245440.07,239091481.63,964421975.46,673699566.17,415115737.48,190251100.78,773119208.64,546390969.77,320800192.68,153165475.30,459159266.64,278769100.35,145272498.26,54344343.45,110021929.39,41546677.19,109439343.22,0.0
7,支付给职工以及为职工支付的现金,793834282.10,494572831.57,246438023.47,946813866.20,646039581.17,414805876.36,204002338.65,781420106.66,548876913.38,346652733.47,161552137.41,648913975.00,480143763.22,314659136.66,134353209.59,328579132.75,241716124.96,163465676.76,61527907.13,244188713.71,174604263.30,117490319.77,46215171.04,183412744.24,135133533.12,91236682.45,36904662.85,165340642.49,124686676.35,88534482.26,50512635.23,150823983.06,106669077.61,78022577.77,28750204.93,115627281.39,84510306.88,58722703.06,21853759.80,90957947.84,66314005.85,47947568.49,18499518.17,80922967.37,63607222.88,48272708.57,29301274.24,62509827.59,42957425.08,28724461.29,16049187.76,43997431.66,30115204.65,22942570.59,12475197.26,35752938.55,25791792.24,17230327.07,9635958.39,30401826.36,20150452.14,16072921.36,8244644.30,32207845.80,17670707.01,33591621.44,0.0
8,支付的各项税费,126054304.77,93539143.41,44901425.15,172464157.16,154729909.73,123425461.22,46054875.53,141033410.55,102071672.49,73906017.13,37402544.71,131239248.90,111818649.18,86615397.78,36461542.87,83788331.26,58808321.51,46462050.20,18243474.72,57291790.59,40660194.80,29706710.08,13523182.78,44094157.12,33744599.26,21717469.10,10280931.42,42767372.08,33911095.51,20507469.66,10223205.54,40886504.67,27516590.18,22443644.02,11630990.05,39580875.09,29738193.77,22877565.21,12279779.86,36868865.85,26990302.56,17363641.03,10384538.42,26868203.54,15781178.72,11048105.44,6546376.84,23408326.40,16381626.67,12451904.00,7980435.49,14144713.46,9939369.05,7032926.77,4739148.69,12395921.15,9953200.56,5538752.49,3618222.62,8481018.57,5476233.24,4496702.99,3879199.51,12792070.48,4833748.89,15090919.00,0.0
