,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,6553437672.95,2424117879.49,1159505692.88,5763099934.49,4065431374.39,2873918790.40,1341031682.13,4417051156.29,3166319084.18,2005076808.67,964756856.60,2921341629.36,2149637328.29,1444543709.81,672537442.27,2953979517.45,2301983210.08,1527264873.55,715056314.05,2972456034.15,2201204867.79,1449885237.76,666962465.05,3043169727.61,2322161084.43,1573189528.11,772725526.59,2337214659.01,1805547037.85,1142862403.23,536408818.40,1978136420.68,1325760324.57,862156578.11,442390143.06,1554065003.72,1185497237.91,805787711.58,344321152.36,1462734821.81,1168246353.53,882766407.63,492294804.78,2455475213.17,1956489730.03,1305951828.53,519889179.66,1465771107.74,1054498169.35,683440035.45,257029307.10,1045055914.50,747949112.11,494124641.25,222022552.94,896225006.48,707786347.62,511294721.30,195606995.96,589888328.43,427017876.05,285184640.56,134161987.99,411510812.90,354878213.86,207909080.40,74114219.13,343896754.22,130695212.87,332700999.00,0.0
3,收到的税费返还,275133443.10,111198347.99,60595691.73,306049796.41,242374808.85,173947001.45,87095726.65,231844822.18,149679557.11,86614175.86,28825482.93,122516754.61,106122882.24,69963983.68,54868454.02,92477452.71,48608764.77,15203999.72,8963806.27,40963328.52,36438393.60,25796750.73,8188490.27,78960078.55,66480459.52,22704086.07,9319055.54,54983608.43,31156076.64,8886888.90,2933509.79,43458760.14,49726267.83,35980398.17,29103943.16,65789647.31,54160328.23,36136553.29,17844643.06,43487880.13,38471755.52,22583835.59,8885515.29,12916146.75,4328782.60,2578295.04,815404.29,21202027.12,16638867.17,14558727.10,3022554.66,25515224.53,12323270.14,9792254.62,1565803.78,22126560.36,16100206.27,11720296.52,1351684.90,21033320.31,14051413.69,7429484.73,1315177.00,2200000.00,1300000.00,500000.00,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,74148775.10,20626773.63,12907546.69,24679200.28,18910953.81,12832096.62,7374156.34,27327744.81,19597270.94,14203505.70,3451682.70,35994973.19,12041945.10,6728515.11,2950232.23,47329284.16,20482208.03,17456085.95,4887206.32,39826934.35,28158394.36,22161502.34,20126566.93,37961319.54,13533383.87,10466564.31,3333346.59,37964516.48,19552804.03,14713731.97,4582718.67,34929940.23,33116879.72,57722327.25,14922764.41,82575634.37,45692042.56,42527163.65,10397736.09,30336457.07,17034013.17,16820940.70,1347936.25,22907331.05,14471412.02,11522622.02,1643837.88,13497178.81,6037257.50,3195465.66,2029422.88,4861992.88,6497175.08,5361357.35,6994829.82,14345792.16,9721381.35,9094060.13,1078197.40,8626447.60,3330188.40,1576759.00,813552.61,2687158.44,1772257.11,982110.63,673510.29,3140596.35,2010.00,345628.77,0.0
5,经营活动现金流入小计,6902719891.15,2555943001.11,1233008931.30,6093828931.18,4326717137.05,3060697888.47,1435501565.12,4676223723.28,3335595912.23,2105894490.23,997034022.23,3079853357.16,2267802155.63,1521236208.60,730356128.52,3093786254.32,2371074182.88,1559924959.22,728907326.64,3053246297.02,2265801655.75,1497843490.83,695277522.25,3160091125.70,2402174927.82,1606360178.49,785377928.72,2430162783.92,1856255918.52,1166463024.10,543925046.86,2056525121.05,1408603472.12,955859303.53,486416850.63,1702430285.40,1285349608.70,884451428.52,372563531.51,1536559159.01,1223752122.22,922171183.92,502528256.32,2491298690.97,1975289924.65,1320052745.59,522348421.83,1500470313.67,1077174294.02,701194228.21,262081284.64,1075433131.91,766769557.33,509278253.22,230583186.54,932697359.00,733607935.24,532109077.95,198036878.26,619548096.34,444399478.14,294190884.29,136290717.60,416397971.34,357950470.97,209391191.03,74787729.42,347037350.57,130697222.87,333046627.77,0.0
6,购买商品、接受劳务支付的现金,4720370378.73,1842881167.04,876941961.05,4062890324.64,2901242047.50,2002824430.67,852070437.02,2978966299.56,2096901193.48,1266795865.73,568032542.46,2252591965.52,1670607959.20,1153903269.14,492238047.93,2268375872.54,1796960779.23,1085185842.38,430347440.43,2037747499.14,1430550206.76,1062890432.88,450713668.32,2046991893.29,1371436385.69,954466930.33,465089067.31,1717305653.72,1325880918.45,779369817.35,416122117.18,1426514393.61,983592185.42,586114286.40,312568212.36,1107148278.60,875405332.32,598800660.70,269299714.88,1081662432.23,892742764.54,682294624.96,370655863.84,1633922247.86,1350700908.78,915018396.15,380624715.58,1122158507.77,795089377.23,487054831.63,217208378.52,781246617.56,561368036.48,354263507.20,153009368.57,662408223.22,507836185.36,336538983.32,152345691.50,493544407.94,336235000.39,252443636.43,153380906.04,271250941.47,226751825.74,145160427.79,63399741.31,243797974.08,101498611.77,203477054.62,0.0
7,支付给职工以及为职工支付的现金,565156546.00,205799220.40,133743058.44,359603763.49,278199316.99,180049039.68,95960330.22,291854358.33,229375561.44,175244457.08,75525666.83,276454703.42,209715349.15,166498204.56,87040697.95,223867990.47,146147638.42,112839311.54,41615058.68,169936223.59,100246502.84,61361490.23,36784058.91,143553006.96,86608711.24,56335120.14,27606414.70,99512418.32,75073918.03,46589719.69,23031024.31,81775684.63,53453714.72,45398912.07,26070267.75,75971169.20,54921154.04,46136870.44,25255109.75,67018083.72,57269846.92,43586164.02,25090277.70,59175886.65,45770928.65,33720400.31,19563663.65,52503776.46,30479681.04,19693487.12,11252499.63,37544455.64,26401864.97,18578182.37,10910146.66,26425745.68,18045426.15,12271276.31,5011809.76,21028731.52,15988136.97,9618468.76,4902292.49,21565882.12,12874970.17,8898526.19,5818980.26,20060848.05,6600974.23,17619021.73,0.0
8,支付的各项税费,272279792.86,88067405.51,24673579.64,209747444.14,187367793.25,136564305.97,43718531.79,109622192.19,78979174.74,50199545.23,16301091.24,127208515.06,111221730.31,84369435.04,12499009.38,177210313.24,122036885.54,85703281.76,38000533.07,118595700.62,97354623.46,67440028.13,10526592.16,111519940.27,59408879.50,43907289.05,5713514.74,73039999.82,47686152.09,38760705.63,13920105.77,86689475.81,69574147.31,50681215.72,28541135.49,54014984.73,45371455.46,32266553.30,6847163.31,34181404.29,21032093.80,14513091.60,4578083.67,120534829.61,86859479.03,69053141.37,17907332.86,79436051.97,61329095.36,48845170.68,15599166.74,39450072.05,29793790.06,25160606.33,6845810.60,31907271.70,27728324.00,17014473.46,5624346.19,26265132.29,23165354.33,11724293.30,2145355.28,15871541.48,12417277.49,6337200.18,715964.87,20572105.90,7567885.50,24183298.70,0.0
9,支付的其他与经营活动有关的现金,358634153.43,87612119.94,20839524.34,141371948.84,87522628.18,53166039.77,25672975.84,157079182.87,83629514.87,71070067.38,24037979.26,166688509.67,97641503.52,71891395.86,25355191.95,179002048.24,107964624.47,92742500.44,56641570.10,173419405.29,121998417.38,80512753.35,19062787.85,145799207.32,75169353.77,43266550.32,22657582.32,95125573.30,74041428.79,62275882.28,14885853.63,96164479.65,69276305.26,56118931.56,54801443.29,88376255.75,65426649.09,43472800.16,14019911.32,98584345.27,26681700.44,21036392.69,10885029.06,107625200.91,51190771.21,38570429.20,19614191.80,65092782.04,33481507.19,22842622.56,7587272.81,37420285.91,29709177.28,23109490.47,12924380.21,37410590.79,36391297.86,32056642.56,15353906.82,39175720.14,39619401.62,19313461.53,6633015.63,36153698.64,48476435.78,15035468.64,10308333.82,29380076.27,9625368.48,35972885.63,0.0
10,经营活动现金流出小计,5916440871.02,2224359912.89,1056198123.47,4773613481.11,3454331785.92,2372603816.09,1017422274.87,3537522032.95,2488885444.53,1563309935.42,683897279.79,2822943693.67,2089186542.18,1476662304.60,617132947.21,2848456224.49,2173109927.66,1376470936.12,566604602.28,2499698828.64,1750149750.44,1272204704.59,517087107.24,2447864047.84,1592623330.20,1097975889.84,521066579.07,1984983645.16,1522682417.36,926996124.95,467959100.89,1691144033.70,1175896352.71,738313345.75,421981058.89,1325510688.28,1041124590.91,720676884.60,315421899.26,1281446265.51,997726405.70,761430273.27,411209254.27,1921258165.03,1534522087.67,1056362367.03,437709903.89,1319191118.24,920379660.82,578436111.99,251647317.70,895661431.16,647272868.79,421111786.37,183689706.04,758151831.39,590001233.37,397881375.65,178335754.27,580013991.89,415007893.31,293099860.02,167061569.44,344842063.71,300520509.18,175431622.80,80243020.26,313811004.30,125292839.98,281252260.68,0.0
11,经营活动产生的现金流量净额,986279020.13,331583088.22,176810807.83,1320215450.07,872385351.13,688094072.38,418079290.25,1138701690.33,846710467.70,542584554.81,313136742.44,256909663.49,178615613.45,44573904.00,113223181.31,245330029.83,197964255.22,183454023.10,162302724.36,553547468.38,515651905.31,225638786.24,178190415.01,712227077.86,809551597.62,508384288.65,264311349.65,445179138.76,333573501.16,239466899.15,75965945.97,365381087.35,232707119.41,217545957.78,64435791.74,376919597.12,244225017.79,163774543.92,57141632.25,255112893.50,226025716.52,160740910.65,91319002.05,570040525.94,440767836.98,263690378.56,84638517.94,181279195.43,156794633.20,122758116.22,10433966.94,179771700.75,119496688.54,88166466.85,46893480.50,174545527.61,143606701.87,134227702.30,19701123.99,39534104.45,29391584.83,1091024.27,-30770851.84,71555907.63,57429961.79,33959568.23,-5455290.84,33226346.27,5404382.89,51794367.09,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
