,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1277891740.70,915853702.28,607115099.74,281090679.40,1303992822.90,935456489.06,585696161.12,276805414.68,1318805259.85,942596826.40,560728482.39,275570642.97,1269793500.45,870869772.46,582300357.82,290150267.07,1238802158.67,897474037.56,603667877.56,250045655.10,1169313280.71,805687314.19,554635151.34,256921807.61,1296260003.86,948131814.20,570000250.75,259924746.60,1145874517.30,819509181.21,520177563.16,238669693.89,1087630201.51,770730123.79,517622771.59,247287765.75,1001702453.92,673271663.73,433366436.17,199770717.09,744348706.56,518280837.20,339147103.46,153707321.75,586572387.57,398116087.05,236921332.19,88550977.04,357342031.69,272367962.14,167693496.62,82857321.47,387460488.32,273541478.87,174644284.80,59688226.08,547499129.75,551832105.15,353216535.01,164991148.76,581642105.19,337486433.60,228078137.19,98292724.72,646987062.06,231257487.71,557404611.39,0.0
3,收到的税费返还,2446202.08,515701.26,425309.91,194970.86,2490995.07,440521.51,223703.96,75487.17,6571200.14,4555961.93,2080852.57,111538.91,973695.80,874310.19,616009.65,349081.25,5598408.58,2334300.60,1966618.35,934003.07,12928095.40,11276917.25,10969612.56,9109563.63,13549449.24,8233194.44,6375885.80,3995082.65,28314312.02,20844179.55,12842028.15,9063406.28,23541549.93,13324003.77,10321145.15,3278375.07,13095138.14,7087504.79,3334062.51,1026444.44,8144051.31,4367399.41,3442396.12,2670946.71,5747979.54,3168525.75,189369.63,37292.86,4014981.03,2971536.41,2296434.46,93371.70,796800.92,598165.80,525014.40,246116.06,283286.40,273708.43,139065.95,10048.00,0,0,0,0,4882622.00,0,206904.00,0.0
4,收到的其他与经营活动有关的现金,85481101.61,71058038.53,66545461.46,13832068.59,17732165.96,9970859.09,6481176.92,4075196.76,21420135.73,13935689.15,12036968.35,2583826.18,24899122.62,34226803.01,16653485.87,10802497.87,47062241.61,19973970.70,10978073.70,22545658.30,23751684.82,15823872.10,10717135.80,5363072.23,21597622.92,15085066.50,15336590.15,6033005.36,25467223.13,21160423.10,10672046.79,18016665.71,14436598.77,22202378.84,16755886.09,13954236.78,61953493.35,17043301.33,16563330.65,12986213.25,68865793.98,36037032.84,32894310.67,29150292.04,65955029.49,28207984.15,28015398.52,20760516.95,59451324.90,32782106.57,5207917.97,1233488.90,24502050.11,5744825.15,19793556.12,25307149.45,99376197.75,4043504.35,3456482.61,424658.64,4772459.82,45730918.73,14791796.03,126499789.08,17073629.18,10744376.92,48795075.74,0.0
5,经营活动现金流入小计,1365819044.39,987427442.07,674085871.11,295117718.85,1324215983.93,945867869.66,592401042.00,280956098.61,1346796595.72,961088477.48,574846303.31,278266008.06,1295666318.87,905970885.66,599569853.34,301301846.19,1291462808.86,919782308.86,616612569.61,273525316.47,1205993060.93,832788103.54,576321899.70,271394443.47,1331407076.02,971450075.14,591712726.70,269952834.61,1199656052.45,861513783.86,543691638.10,265749765.88,1125608350.21,806256506.40,544699802.83,264520377.60,1076751085.41,697402469.85,453263829.33,213783374.78,821358551.85,558685269.45,375483810.25,185528560.50,658275396.60,429492596.95,265126100.34,109348786.85,420808337.62,308121605.12,175197849.05,84184182.07,412759339.35,279884469.82,194962855.32,85241491.59,647158613.90,556149317.93,356812083.57,165425855.40,586414565.01,383217352.33,242869933.22,224792513.80,668943313.24,242001864.63,606406591.13,0.0
6,购买商品、接受劳务支付的现金,856979931.96,636613719.30,403219983.76,179958538.84,890295674.24,649264281.81,396985030.97,197535449.73,1003272490.96,714195020.48,431514890.71,220888040.40,802441500.42,565185954.80,385851277.11,213616049.48,1038713352.74,753610377.82,482489157.12,194864112.59,904140980.84,595355207.43,387724882.71,184629061.03,874415066.98,651121609.23,406257600.75,193275583.03,837770631.74,591219761.84,344061512.37,167394981.02,831696613.49,604375730.59,386079171.72,188894333.69,781179253.91,553076168.13,335739753.54,148231687.33,554374467.39,404844801.60,267810934.92,137062826.56,487546644.49,319497060.48,193813980.19,82469162.62,313661450.41,241844909.95,158321899.30,74580991.54,281329252.06,166314769.18,100644960.16,42489347.59,345089836.08,428096335.36,287038001.53,138080864.36,511829971.69,223607510.79,167994100.98,45446017.28,434257710.44,75150677.36,409827342.10,0.0
7,支付给职工以及为职工支付的现金,225516477.85,171271577.83,119150421.45,65001619.17,225093328.00,167585755.95,113660002.44,59133109.51,255253466.46,194195279.44,126489066.23,66642019.22,237859289.96,175134491.84,120730601.34,64146466.00,239460139.41,179988033.78,118345317.97,60024046.43,225891824.97,159861354.75,109526881.57,58950045.58,209960872.33,149573072.38,101082793.94,53438111.06,179313223.17,134865139.12,90827504.05,47319552.83,170107257.27,129504499.44,85317704.25,47900268.06,142375281.84,103653357.60,69131517.53,36717506.67,125887446.53,95724399.26,66917274.15,33847997.30,91821638.17,63878715.86,38620953.98,18779849.42,73734716.89,47161398.05,32217253.37,17080544.05,41571045.94,40929429.39,24236942.85,12901332.31,47690246.70,36003082.56,24882878.86,15472199.90,37309928.59,28483575.27,26080155.07,17576120.22,30272499.78,15483007.00,27515625.75,0.0
8,支付的各项税费,72651450.79,55481202.65,38529681.73,19152292.91,71151646.35,48939479.30,32072688.76,16702148.76,93173525.73,72937039.67,50026169.73,23047456.83,69607506.98,42157498.78,27745657.77,16490371.52,106279646.95,70698815.12,56344879.87,13861078.43,78411642.63,56164775.37,36002867.85,14137463.57,73433822.65,50875946.79,35084719.99,9469104.68,77965872.64,47399254.13,31427968.53,10588974.22,87268901.90,76354432.05,30794279.43,15124301.52,86146355.33,52221747.47,41319134.98,15393623.77,61148637.32,35379981.62,24541332.23,9065051.62,100603089.35,69122541.54,48687297.40,39931406.82,27586697.98,18305425.42,14115898.80,9259768.90,19490543.31,13662828.94,8041316.42,5033958.91,27718045.83,20824906.98,15466076.88,7319391.21,54760448.84,45545774.28,38696152.19,24143461.39,54609895.72,25674094.56,57480403.09,0.0
