,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,123990760000.00,69500112000.00,48240341000.00,21970419000.00,105467215000.00,63564493000.00,46934532000.00,17919534000.00,85310299000.00,58675046000.00,35460824000.00,14622110000.00,93445362000.00,56801302000.00,40468646000.00,15468845000.00,90255984000.00,56519639000.00,40032527000.00,16365191000.00,90232074000.00,55483974000.00,41576123000.00,17753054000.00,86476913000.00,58567375000.00,40740659000.00,15440385000.00,88021993000.00,47097314000.00,36201164000.00,11668381000.00,72841686000.00,43162304000.00,31406234000.00,11078858000.00,69849414000.00,46487163000.00,30026377000.00,10978553000.00,68811272000.00,46693792000.00,31132006000.00,11565532000.00,69900834000.00,48255325000.00,36243198000.00,11602482000.00,63925939000.00,49696729000.00,39648827000.00,0.0
3,收到的税费返还,492627000.00,333863000.00,247396000.00,80819000.00,231838000.00,370652000.00,173165000.00,67599000.00,155720000.00,213946000.00,95685000.00,78766000.00,223094000.00,148320000.00,77787000.00,64739000.00,196666000.00,167065000.00,111312000.00,60683000.00,437006000.00,536091000.00,326035000.00,102513000.00,732238000.00,534724000.00,451761000.00,288402000.00,1379922000.00,1330776000.00,864064000.00,611260000.00,1375204000.00,1088286000.00,502876000.00,315167000.00,863770000.00,566313000.00,446658000.00,237751000.00,994924000.00,711961000.00,508761000.00,250941000.00,770588000.00,252864000.00,318364000.00,51906000.00,285640000.00,263536000.00,112879000.00,0.0
4,收到的其他与经营活动有关的现金,9848249000.00,1549303000.00,852222000.00,1111858000.00,2698239000.00,1410432000.00,729062000.00,1113960000.00,1690674000.00,1426275000.00,459681000.00,1098849000.00,1867075000.00,1045962000.00,256635000.00,1294838000.00,1917229000.00,752973000.00,540342000.00,1096205000.00,1173076000.00,1018043000.00,367214000.00,1232380000.00,1239982000.00,1021862000.00,723553000.00,1349490000.00,1655112000.00,726132000.00,313489000.00,825854000.00,849615000.00,712483000.00,269507000.00,558625000.00,1047792000.00,1027362000.00,601788000.00,684723000.00,733463000.00,252173000.00,195274000.00,484513000.00,442957000.00,298977000.00,197948000.00,100097000.00,456807000.00,484177000.00,581012000.00,0.0
5,经营活动现金流入小计,134331636000.00,71383278000.00,49339959000.00,25394887000.00,108397292000.00,65345577000.00,47836759000.00,19101093000.00,87156693000.00,60315267000.00,36016190000.00,15799725000.00,95535531000.00,57995584000.00,40803068000.00,16828422000.00,92369879000.00,57439677000.00,40684181000.00,17522079000.00,91842156000.00,57038108000.00,42269372000.00,19087947000.00,88449133000.00,60123961000.00,41915973000.00,17078277000.00,91057027000.00,49154222000.00,37378717000.00,13105495000.00,75066505000.00,44963073000.00,32178617000.00,11952650000.00,71760976000.00,48080838000.00,31074823000.00,11901027000.00,70539659000.00,47657926000.00,31836041000.00,12300986000.00,71114379000.00,48807166000.00,36759510000.00,11754485000.00,64668386000.00,50444442000.00,40342718000.00,0.0
6,购买商品、接受劳务支付的现金,100422729000.00,68493238000.00,48344694000.00,25957015000.00,86589751000.00,61549033000.00,48036699000.00,21427989000.00,74025483000.00,53361666000.00,34097817000.00,17422640000.00,68285028000.00,45122349000.00,31124827000.00,14934443000.00,67685040000.00,45923056000.00,33576078000.00,15733065000.00,69892333000.00,47198388000.00,35382026000.00,16443138000.00,62900833000.00,45100910000.00,31807389000.00,15059926000.00,66048994000.00,38592676000.00,30184793000.00,13428603000.00,60638669000.00,37425447000.00,29020339000.00,11914644000.00,53968445000.00,35812776000.00,24031536000.00,10897867000.00,51695249000.00,36420361000.00,24036431000.00,10508815000.00,57465322000.00,41022083000.00,31447302000.00,12737788000.00,50713218000.00,42265117000.00,34581884000.00,0.0
7,支付给职工以及为职工支付的现金,9533664000.00,7813789000.00,4957421000.00,3319581000.00,8693680000.00,6950155000.00,4078659000.00,2706288000.00,8061869000.00,6338729000.00,3012996000.00,1914141000.00,6444429000.00,4624572000.00,3211132000.00,1767901000.00,6365596000.00,4611370000.00,3229875000.00,1950967000.00,6847327000.00,4794147000.00,3425412000.00,1801470000.00,6876122000.00,4631924000.00,3434199000.00,1732713000.00,6492051000.00,3977814000.00,2782051000.00,1273734000.00,5072502000.00,3154406000.00,2049067000.00,1120294000.00,4356229000.00,2893645000.00,2011063000.00,1013219000.00,4257110000.00,2594276000.00,1900831000.00,866631000.00,3985994000.00,2841765000.00,2437027000.00,861992000.00,3943152000.00,3261126000.00,2938205000.00,0.0
8,支付的各项税费,5191739000.00,3864177000.00,2422063000.00,1708100000.00,4703077000.00,3550602000.00,2872516000.00,1148741000.00,4513780000.00,4248768000.00,2556343000.00,1486726000.00,4004890000.00,4159698000.00,2915257000.00,1636606000.00,4369374000.00,3709426000.00,3092411000.00,1108000000.00,4561032000.00,4068275000.00,2756968000.00,1354976000.00,4739726000.00,4450948000.00,3095818000.00,1570137000.00,5076909000.00,4360673000.00,2780232000.00,1559716000.00,2784437000.00,2550299000.00,1983509000.00,675010000.00,3600742000.00,3282903000.00,2346639000.00,1164770000.00,2735198000.00,2424399000.00,1534838000.00,535432000.00,2941470000.00,2964011000.00,2138054000.00,869037000.00,2932997000.00,2185769000.00,1656349000.00,0.0
9,支付的其他与经营活动有关的现金,8678366000.00,6707062000.00,3608616000.00,3012293000.00,7461480000.00,7565121000.00,4346661000.00,2540181000.00,8080578000.00,6864882000.00,3586555000.00,2275821000.00,6851795000.00,4594096000.00,3846611000.00,2322975000.00,6287789000.00,3921315000.00,2748062000.00,2432392000.00,6130549000.00,3975456000.00,2726179000.00,2192730000.00,6754364000.00,3256588000.00,2545299000.00,2504727000.00,6766945000.00,4429202000.00,2612275000.00,1178116000.00,5641144000.00,4163342000.00,2488001000.00,1794464000.00,5008446000.00,3727667000.00,2107444000.00,1249888000.00,4919534000.00,2510863000.00,1404893000.00,738281000.00,3691465000.00,2525362000.00,1505652000.00,768873000.00,3451893000.00,2467046000.00,2195863000.00,0.0
