,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,22981781099.62,112826066184.16,77467278709.86,48580474745.17,17925124572.24,85102490661.49,63401845856.04,41012484313.45,18044635551.40,54961221266.03,34507247606.09,22590158684.39,9558904612.68,32945725625.97,21290445559.63,13599816556.25,6308415399.60,24188786283.31,17254702860.46,11593121649.08,5882969435.89,20711909925.44,15839755322.17,9645589140.58,4189848118.58,17785664260.13,12340744556.27,8436186670.84,4171125851.91,15215833315.49,10214462585.06,6061487562.79,2759469512.88,11193619833.91,8097957573.30,467336.00,66129.50,693363.32,335012.82,268883.32,20.00,665352.64,396343.22,396343.22,127500.00,513935.32,105000.00,146618.00,146618.00,7789024.41,7697838.44,4215959.74,3300309.34,82525359.09,63625970.36,41742438.61,17765846.63,22847175.64,5776475.65,0,0,0,252508.00,3000.00,0,96202132.00,98259818.26,98193818.26,0,235155995.42,91756758.32,207022239.86,110915522.99,321535905.96,171460743.84,183760509.26,100379009.24,447716756.16,247964390.16,0.0
3,收到的税费返还,8140532.88,15005848.61,7062584.94,1521929.38,0,4530104.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37923795.90,26909606.92,4946746.00,0,38992235.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17860.00,0,19720.00,42089864.82,0.0
4,收到的其他与经营活动有关的现金,9022478209.48,42989067401.25,19004835992.42,16128922270.88,6121597467.08,35802687165.82,18772932383.29,12428089939.04,5175563431.61,15681736253.10,3491953166.30,2852720865.35,2981468478.23,4670436395.26,3165330386.79,2402009155.79,801971286.94,2960720518.92,2830954187.99,2188213468.42,1272612993.73,3782473605.06,2124471048.30,1639326568.91,1010686855.04,2600343184.53,1460587301.50,850563528.60,394676067.02,2588077256.96,945558059.28,691814415.23,293278437.22,1224721315.49,1310084617.40,1675180.81,281549.41,13464441.20,2512178.94,1676730.45,712654.16,1085823.24,431180.08,383738.42,36700.32,557951.05,10495834.99,10443613.90,4634837.60,2071542.08,2218840.47,741144.96,571949.82,32605481.61,15073927.15,4516993.43,4666146.05,136257178.97,68179999.45,3008570.39,11556579.29,97976088.36,194732.68,107297.38,0,6320918.57,26580744.61,21196344.61,0,12927537.56,3086489.38,25756883.82,3701278.55,2644050.66,767803.81,6748948.23,1289610.97,4010477.83,1025022.29,0.0
5,经营活动现金流入小计,32012399841.98,155830139434.02,96479177287.22,64710918945.43,24046722039.32,120909707931.50,82174778239.33,53440574252.49,23220198983.01,70642957519.13,37999200772.39,25442879549.74,12540373090.91,37616162021.23,24455775946.42,16001825712.04,7110386686.54,27149506802.23,20085657048.45,13781335117.50,7155582429.62,24494383530.50,17964226370.47,11284915709.49,5200534973.62,20386007444.66,13801331857.77,9286750199.44,4565801918.93,17803910572.45,11197944440.24,6780211584.94,3057694696.10,12418341149.40,9447034425.70,2142516.81,347678.91,14157804.52,2847191.76,1945613.77,712674.16,1751175.88,827523.30,780081.64,164200.32,1071886.37,10600834.99,10590231.90,4781455.60,9860566.49,9916678.91,4957104.70,3872259.16,115130840.70,78699897.51,46259432.04,22431992.68,159104354.61,73956475.10,3008570.39,11556579.29,97976088.36,447240.68,110297.38,0,102523050.57,124840562.87,119390162.87,0,248083532.98,94843247.70,232779123.68,114616801.54,324179956.62,172228547.65,190527317.49,101668620.21,451746953.99,291079277.27,0.0
6,购买商品、接受劳务支付的现金,18306220106.48,88949376066.97,63821652418.96,42656511822.55,17352429607.82,67062646295.74,51579409562.91,31787427109.94,14163385615.86,54423778175.52,36993860414.80,23935811340.22,12794520413.88,21760832467.29,15618442213.25,11328662108.24,4681373812.96,19162203614.79,15157574127.77,9134348429.67,5363050368.33,24557039151.05,19694996080.54,12503804062.36,4156585126.76,18744042885.52,12742976085.73,7890736322.01,3833547149.74,13287965300.74,7736175018.83,5613331325.98,2533369923.65,12607174835.20,9708675206.02,0,0,22000.00,0,0,0,0,0,0,0,0,0,258380.92,258380.92,3245780.93,2798078.89,2007161.80,1519573.66,60476668.09,38227742.09,27894460.05,7503013.16,28812312.84,50372804.46,32992028.21,331382.36,10396476.00,11555683.41,11359818.04,10861341.91,109764584.37,82328552.12,82328552.12,0,140035571.24,51336443.22,127959671.65,69994994.71,221673466.36,110965939.55,84913166.29,58155031.39,345141199.84,211055801.18,0.0
7,支付给职工以及为职工支付的现金,1692989059.22,5624744667.80,4090501773.34,2970648563.57,1527378043.78,4009321277.06,3055443204.72,2183939496.13,955903246.59,2217845290.08,1754463656.62,1306774264.17,794478737.90,1585432607.30,1234721036.23,898466222.69,494483249.76,1377187934.96,1066128044.48,770894645.19,418506260.88,1139400330.72,802896285.78,589857881.43,324012660.31,880744767.17,652426621.11,452923179.79,253252716.87,713076017.38,544888421.72,376259571.83,191466507.33,548864157.62,375552784.74,1364729.81,1119847.81,1601227.73,959950.87,639029.28,400157.00,1829474.35,1482801.35,878150.25,596111.20,1476187.19,1128181.14,716861.42,481587.34,2552394.38,1950790.50,1265954.00,781134.60,5972645.77,5363738.41,3925520.25,1594886.85,4523153.05,1563435.32,645404.97,395424.13,1054156.57,2372561.75,1118671.75,227065.00,9761494.01,6602997.70,6025830.70,0,32217952.39,19215856.92,39282753.09,21094055.30,41720697.71,22323450.97,36722511.52,16440469.17,37138365.92,12691714.98,0.0
8,支付的各项税费,1902919556.55,7983110945.84,6843601850.85,5044417756.40,2226228308.09,7074621815.51,4933876545.53,2802859127.30,1943828728.13,3562479173.12,2594497397.43,2178086411.29,653529856.52,2657453795.84,1900714595.29,1438815312.33,664786393.23,2457745352.70,2058445426.00,1474136267.25,743251378.90,2420978446.03,1858764430.46,1356521005.04,515375961.62,2030629008.26,1622000536.62,1207357412.90,471297523.27,1938445383.35,1447047333.55,1054727448.86,450975787.18,1389626196.19,1154909928.59,4544384.54,127984.98,3446559.69,4488695.50,4485023.03,34955.13,14973815.74,16088304.68,4608642.86,1600.00,23530252.26,23411762.05,23437944.55,23363581.44,4910710.66,4913340.33,4763349.37,1296396.92,25795616.23,10446990.28,8731844.81,3475737.98,15728907.38,6932730.63,1065710.36,481291.39,275722.07,65828.71,42571.00,3630.00,6254008.86,6118399.07,6118399.07,0,13660600.78,0,14065072.06,7839897.05,16466427.91,9185461.99,18756095.69,8650301.53,33446547.60,44458600.54,0.0
