,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,9845935009.36,8056491730.68,5018308619.39,2715264481.59,8968131931.79,5646133738.88,3461603093.71,2546531629.07,7057303596.16,4516745231.20,2994991763.04,1748436255.47,6277196846.30,4412330146.16,3208318195.14,1624968787.95,6199555703.57,4943630600.00,3175593884.49,2041780500.00,6105028308.52,4419609800.00,2775734270.68,1730879498.00,5469568268.05,3952957593.32,2788845426.26,1396177930.35,4753703559.97,3271418043.37,1984029456.98,1266317734.27,4156534703.87,4582975880.31,2919215273.91,1223824213.21,4948639654.09,3933121900.20,2476396158.92,1167048784.25,4158781405.58,3220213110.45,2159264336.44,1039897277.00,5807065795.35,3746379136.38,2640750292.65,893541670.29,3115674629.90,1943625747.04,1275895106.24,468587655.33,2112459854.85,1570707794.99,1001318648.09,466547035.95,1964773304.65,1428690739.46,900102059.42,319486619.72,1357731061.55,778405164.00,350932062.03,156688249.01,124769423.68,83933222.89,64817465.32,32922912.38,153147890.15,95873362.04,198948093.45,0.0
3,收到的税费返还,45041813.53,28894442.66,17908625.96,8367473.80,49648741.61,46372476.62,4660906.79,11730.11,27495070.60,15058982.73,13370947.46,10121856.76,14381443.97,9304143.12,3725227.49,465081.99,20008116.32,11831683.36,6366562.54,4970560.23,23638136.05,16907450.88,12008787.30,6385535.03,25623467.38,17058335.84,5191813.50,1307808.96,1644069.23,283441.10,102909.54,102909.54,0,0,0,0,22751061.34,11735775.04,7541676.09,2589387.01,6416411.96,10148162.23,3737056.48,2262377.13,13421246.72,12359317.00,8383418.81,2821920.67,10245767.03,9487199.29,2597211.24,1320585.50,2841384.72,345944.00,0,0,0,413223.07,0,0,625867.33,1811702.29,459232.64,343462.64,562894.69,351960.35,154795.55,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,127516973.33,110035265.11,77920265.79,40644244.58,95405385.02,75378277.79,28842229.96,33527487.59,157207113.93,57482004.56,43963844.10,7200892.35,212899487.45,144498412.21,131051244.49,33273768.20,288201953.23,219339640.44,203380590.00,41130987.93,165502779.02,109871955.42,63547634.39,42023012.95,177715203.17,55547173.55,51783877.84,13217099.54,155391783.40,48709274.40,43271361.81,18544423.80,114467084.57,42291235.32,38722147.29,71972662.17,122392343.28,26038963.64,22326145.83,112409789.08,36219854.91,12979456.53,22637292.68,158433718.32,32675778.78,140697930.77,75968996.05,182248325.16,107753644.32,88172338.14,76246794.56,154506601.07,16261741.78,61684102.92,58813837.17,49625437.73,87720074.18,53434133.03,53232197.47,39356608.46,51673795.04,36481957.42,35683569.42,1056159.70,19553.60,1095014.34,0,0,4000.00,0,356.00,0.0
5,经营活动现金流入小计,10018493796.22,8195421438.45,5114137511.14,2764276199.97,9113186058.42,5767884493.29,3495106230.46,2580070846.77,7242005780.69,4589286218.49,3052326554.60,1765759004.58,6504477777.72,4566132701.49,3343094667.12,1658707638.14,6507765773.12,5174801923.80,3385341037.03,2087882048.16,6294169223.59,4546389206.30,2851290692.37,1779288045.98,5672906938.60,4025563102.71,2845821117.60,1410702838.85,4910739412.60,3320410758.87,2027403728.33,1284965067.61,4271001788.44,4625267115.63,2957937421.20,1295796875.38,5093783058.71,3970896638.88,2506263980.84,1282047960.34,4201417672.45,3243340729.21,2185638685.60,1200593372.45,5853162820.85,3899436384.15,2725102707.51,1078611916.12,3233674041.25,2041285284.47,1354739112.04,624414841.90,2131562981.35,1632737841.91,1060132485.26,516172473.68,2052493378.83,1482538095.56,953334256.89,358843228.18,1410030723.92,816698823.71,387074864.09,158087871.35,125351871.97,85380197.58,64972260.87,32922912.38,153151890.15,95873362.04,198948449.45,0.0
6,购买商品、接受劳务支付的现金,7592528536.25,6899793729.22,4374777426.16,1951060310.03,7870786101.91,4602413342.65,3116002992.59,2323996729.26,6706057104.29,4079183099.20,2636063845.33,1703100963.72,4433237140.22,3393312257.61,2440412470.06,1455093772.00,4692369433.41,3897837342.52,2441783756.02,1479822128.97,5000203491.04,3584201747.12,2184165625.35,1337782436.95,4521264276.65,3494588822.40,2399511292.54,1195519482.17,4253809861.83,2943331462.61,1807137380.49,1030282385.82,3323511031.91,4053827801.07,2399499836.58,1084819922.03,4370090593.76,3366924077.79,1981476526.68,1056172466.78,3441040997.15,2785510981.00,1831519814.48,900767255.30,5034854315.45,3535709715.25,2438033510.04,938144958.71,2831993753.67,1698594611.84,1066247335.08,628098777.79,1879903726.82,1392413011.03,872075321.74,430198940.99,1710322536.02,1270115672.77,818182339.23,304875996.99,1162165523.70,703005386.10,315627026.81,121380562.05,116084903.44,82409468.97,58650470.34,30995912.93,97423328.65,59515612.84,138926590.28,0.0
7,支付给职工以及为职工支付的现金,732747100.29,512665662.07,345814369.36,188815671.72,640530695.97,446097089.97,310085008.10,174269442.06,541331213.05,406846928.52,270519721.02,160299283.62,513884193.41,425931480.23,299460422.08,181877246.82,611016258.82,448415583.57,309956438.38,170497326.77,525596211.34,405205995.38,275685703.36,152554078.36,487540539.56,364609382.73,249587597.56,133067612.38,426600295.67,309074027.75,185541917.90,93309821.84,302308864.59,197024755.52,121723155.73,71061207.78,264082640.44,158629987.19,103976818.52,70502169.36,230419788.71,136753733.04,82637012.02,65113656.47,233801358.63,124705976.25,66995874.18,61901968.24,158728879.18,109571717.87,75221779.90,42984395.57,110366477.06,77762060.37,52278808.27,32715929.33,70580397.82,53097024.06,35753697.01,23002731.89,60862693.77,44875301.10,34080328.77,8367545.35,19456816.78,23294789.23,8363541.75,4324873.03,13861642.86,9245161.81,13365691.06,0.0
8,支付的各项税费,240362876.79,169667537.08,113669099.24,84935929.43,219777848.47,196186788.43,137864665.76,83975265.32,203042401.98,184287404.94,131006031.99,75945794.04,236788451.40,213297451.46,189693832.56,77118300.87,334466261.32,287483212.97,205370532.80,110003556.72,271077996.75,201659023.47,146236848.88,79562078.12,265975252.04,203793772.03,138401222.51,66146383.52,239503253.59,180569772.49,138350565.64,63658673.61,201049333.99,160076644.53,111109946.79,45859850.95,158652441.31,105184495.49,80683369.66,39798222.11,139779459.07,111922863.11,76968259.33,36346082.49,131961712.75,91986837.99,64228514.37,35121954.06,89243429.19,51280508.28,38670016.79,22558327.61,55433920.92,42464672.98,28516419.72,13824983.98,33880747.48,19197630.44,11644610.34,8431980.88,27180943.51,23683406.21,8160861.99,997055.55,1780979.11,1314163.88,967391.21,652072.87,9536259.10,6514115.74,11383205.44,0.0
