,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2367669487.35,1557008759.34,729627299.70,3668033942.41,2234640019.63,1477692514.20,674774444.84,3443208247.93,2135981927.89,1428087477.94,605837345.15,3470735792.27,2085973328.61,1350583065.71,599035168.02,3107814245.12,1875091006.96,1188819450.48,524025448.66,2880150872.63,1839334041.37,1164272929.27,504598130.67,2162711397.30,1354674379.31,841353232.98,357918230.07,1700220372.53,1092576922.00,591548688.65,255923466.61,1189756400.49,858075499.52,530887249.50,201134847.77,1029962813.96,704477405.28,451281255.04,182030542.41,885056623.38,589296147.43,351609992.46,116307546.18,655284693.62,404348926.28,296608861.97,114135606.61,448796610.91,302188035.00,208229306.63,87219918.62,391278128.05,245304532.88,172073305.88,70253706.38,465628227.52,298701215.52,183361280.06,92842400.62,444930992.63,386952377.30,281929903.97,130973317.87,405053212.64,207736225.18,176744481.18,69195824.09,305764466.42,134714668.70,169891026.41,81820635.26,161663674.39,108331333.14,0.0
3,收到的税费返还,183054.70,183054.70,183054.70,0,869190.60,664207.23,664207.23,0,1818572.53,259718.76,259718.76,2461395.18,1604674.39,47441.62,25903.59,7534720.24,9626593.39,8248581.80,3630532.21,1386846.42,29051.94,20916.24,6705.98,1155662.54,701835.31,0,0,424887.75,1019.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905.00,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,74602536.48,50540453.25,23705932.67,41659783.01,71433797.25,46074690.80,16346508.93,57173461.54,90359417.74,59091555.65,28707381.44,83646233.99,63417537.63,36370769.30,20909774.12,44233336.87,69876306.61,33640203.68,23571854.96,69322974.09,44478059.57,29942181.10,18798335.92,50262842.26,34586340.72,21068025.15,11247098.38,56043991.70,93077306.22,1388786.33,7669751.08,14843597.03,48189560.30,24652213.99,6101611.53,3125343.70,16617807.13,10196132.43,4886221.77,3317310.73,10422236.87,11467.00,20476000.83,11820797.93,7531768.51,3355209.53,23709151.20,2650933.45,11303324.22,10259526.63,451886.10,111131041.90,152059613.19,79065336.86,1676565.51,25819902.85,37857608.89,35348261.26,7763854.24,72376617.66,2101900.00,57345.30,24634113.80,38230.20,400000.00,400000.00,0,126448.63,693057.17,123751.59,0,7339475.48,28467829.70,0.0
5,经营活动现金流入小计,2442455078.53,1607732267.29,753516287.07,3709693725.42,2306943007.48,1524431412.23,691785161.00,3500381709.47,2228159918.16,1487438752.35,634804445.35,3556843421.44,2150995540.63,1387001276.63,619970845.73,3159582302.23,1954593906.96,1230708235.96,551227835.83,2950860693.14,1883841152.88,1194236026.61,523403172.57,2214129902.10,1389962555.34,862421258.13,369165328.45,1756689251.98,1185655247.90,592937474.98,263593217.69,1204599997.52,906265059.82,555539463.49,207236459.30,1033088157.66,721095212.41,461516115.11,186916764.18,888373934.11,599718384.30,351644753.74,136783547.01,667105491.55,411880694.79,299964071.50,137844757.81,451447544.36,313491359.22,218488833.26,87671804.72,502409169.95,397364146.07,251138642.74,71930271.89,491448130.37,336558824.41,218709541.32,100606254.86,517307610.29,389054277.30,281987249.27,155607431.67,405091442.84,208136225.18,177144481.18,69195824.09,305890915.05,135411630.87,170014778.00,81820635.26,169003149.87,136799162.84,0.0
6,购买商品、接受劳务支付的现金,714002824.11,358311763.76,188326762.98,1319045995.43,594214621.77,362329181.94,162864310.63,1050114340.23,588861609.01,472454929.17,231045359.50,984441295.50,671387764.94,484353065.25,232155899.60,987981295.92,686424454.35,424766915.19,183949867.42,745006480.50,538190869.68,309106616.40,166424263.01,627729388.38,319991421.07,142091909.90,87496586.59,449927688.38,331452499.67,513257988.74,234874321.52,1089459994.46,790284442.47,502990386.31,187582601.65,910178815.62,653221197.48,410850193.09,167167372.72,758271188.03,524280874.74,262086132.35,102993283.42,563927157.52,360811193.31,266639455.27,103240571.13,374221657.73,278277997.18,193987796.92,69153388.90,349724445.28,283596564.84,213383605.49,62739275.14,427129599.24,276625124.05,172142766.92,86405780.14,417322325.16,307032799.61,227001767.03,122838719.28,286586254.03,184510980.70,142512887.74,55670766.20,225835741.44,82936579.36,108011147.49,65959892.11,141045049.64,95429602.94,0.0
7,支付给职工以及为职工支付的现金,682129562.96,485750209.95,315687643.73,806674335.93,609077405.99,460424349.94,294233436.38,765770472.63,592299231.06,431556215.60,260359302.86,720991922.29,560253756.82,404396059.74,241133360.09,608330379.84,458204550.10,322886593.86,203301591.21,517837572.52,382881663.68,270979256.74,171202235.69,440120809.12,298525358.58,232689547.58,127052127.98,386906142.42,271668547.44,30940709.02,10437552.15,36675775.37,24254205.23,15659890.03,7683616.59,28796368.78,16853617.13,14331151.01,7005371.74,26131166.02,17954161.19,12844743.45,5280882.44,23702167.72,16541600.36,8766558.67,6508168.87,14689929.67,7484196.26,4834097.00,3516275.55,13227088.54,10039287.87,7023972.69,4061801.30,16908514.53,10710158.28,7783440.64,4144500.76,26575139.67,18178871.89,10513220.95,7178995.37,16997437.11,10295714.94,6306322.77,3114143.85,13529034.12,7411598.58,11764272.94,4452691.63,7749223.16,6915380.54,0.0
8,支付的各项税费,53195424.75,41029444.93,14834821.05,58476550.30,58286502.02,42812169.33,17893896.09,58442867.99,64915794.46,52854591.48,22728753.84,64475257.96,73392707.12,50021241.65,28374818.51,72044951.59,55258124.72,43015548.93,19425305.24,90729442.35,87977906.70,60823087.34,25265712.46,74508414.41,72483834.78,42500542.30,34708394.96,41584076.07,60961415.37,25471205.66,10310607.13,39518330.68,27474377.95,18032484.07,2709623.29,30904346.06,22667706.11,16238949.35,3695274.68,29555762.07,22374236.27,16344182.71,6461086.91,23176273.27,17760371.69,10296511.48,5946129.08,14144791.92,10046758.48,6107804.15,2658334.97,12843365.53,8798191.77,4230832.56,2675518.58,11265571.24,9026873.92,5026428.18,3004282.67,15684741.73,8612318.51,6970315.81,3181490.11,17886642.63,10711724.67,6953182.92,1383753.25,10592699.26,4570514.15,12981640.88,7153412.83,11854163.28,7486617.63,0.0
