,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150630,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1759611656.17,1165298904.30,604873061.17,2404759626.86,1694868338.62,1068006219.23,474552142.69,1809157522.09,1279790048.89,823959697.05,402322641.82,1440398724.32,1098228947.21,737019955.50,369408190.55,1453945934.04,677863299.19,1255797305.99,1050129755.40,923113901.86,0.0
3,收到的税费返还,76299001.22,63438170.24,44745994.41,92007249.09,63876100.26,49348275.26,26926361.77,72462859.63,55127682.61,40333343.34,19702075.12,56790795.82,39691980.76,18875226.85,9901160.12,46703339.03,20603249.36,40172868.32,56646352.45,35828294.19,0.0
4,收到的其他与经营活动有关的现金,12580073.11,7929556.09,3202935.98,15130002.37,9881116.22,7340435.64,4296873.54,14569944.92,6804293.69,2146726.40,1133039.87,14626613.80,12097764.32,5796735.23,5478451.83,17838624.80,15373078.82,7491452.75,5310011.41,13485746.17,0.0
5,经营活动现金流入小计,1848490730.50,1236666630.63,652821991.56,2511896878.32,1768625555.10,1124694930.13,505775378.00,1896190326.64,1341722025.19,866439766.79,423157756.81,1511816133.94,1150018692.29,761691917.58,384787802.50,1518487897.87,713839627.37,1303461627.06,1112086119.26,972427942.22,0.0
6,购买商品、接受劳务支付的现金,1203149586.13,804629913.99,441315343.18,1870575610.61,1308451229.53,846341903.29,447401938.81,1293064930.39,955532830.93,565814307.87,294906524.06,909115173.36,705369395.24,448128756.90,246536728.98,909900498.21,376506898.49,770746690.76,679902420.42,641456772.42,0.0
7,支付给职工以及为职工支付的现金,256422213.34,185450354.75,94991564.54,344245850.85,261885872.71,173119387.69,73726446.63,324538561.85,242789566.67,162528410.84,76558820.62,262046832.40,194047016.40,137868453.15,62933722.22,271433003.20,149483387.31,260432922.74,222419286.17,157327883.36,0.0
8,支付的各项税费,62742383.62,36687631.49,12303503.49,66226161.43,47526048.48,29156004.74,13017406.65,73292912.13,55795507.32,33963834.29,17629185.85,66625076.84,49950258.30,33458598.56,15175954.12,54986347.34,23492747.94,60516149.73,49309989.81,47227310.18,0.0
9,支付的其他与经营活动有关的现金,66457101.76,43575464.76,17739225.28,88635268.39,60224729.46,38466640.62,24767778.39,87276752.08,33304478.39,32039301.26,19599890.29,67637187.62,29742000.16,27501612.67,13103175.46,77653793.63,31358087.42,74960143.25,61704555.46,55012069.88,0.0
10,经营活动现金流出小计,1588771284.85,1070343364.99,566349636.49,2369682891.28,1678087880.18,1087083936.34,558913570.48,1778173156.45,1287422383.31,794345854.26,408694420.82,1305424270.22,979108670.10,646957421.28,337749580.78,1313973642.38,580841121.16,1166655906.48,1013336251.86,901024035.84,0.0
11,经营活动产生的现金流量净额,259719445.65,166323265.64,86472355.07,142213987.04,90537674.92,37610993.79,-53138192.48,118017170.19,54299641.88,72093912.53,14463335.99,206391863.72,170910022.19,114734496.30,47038221.72,204514255.49,132998506.21,136805720.58,98749867.40,71403906.38,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,
