,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1375940113.69,856049143.72,395513183.29,1613853926.03,1156665923.93,738135827.04,280223339.55,1191925675.33,965774314.52,581278383.16,258045909.68,1023007649.29,921528126.43,480505505.71,223716758.45,1567327911.85,737588356.77,485935898.40,189414816.41,1349171341.05,947375435.77,624507668.18,258493295.75,1260376371.74,1007332125.30,683775942.53,303843456.95,1174252343.68,864069102.52,543981101.03,235116542.82,1402584695.73,1244579530.85,779368144.80,351445466.53,1552235786.98,1072076707.39,695125527.51,324269683.13,1424301035.06,1021733564.15,668853106.76,319454724.37,1554223073.54,1176246112.61,769368226.06,329286920.36,1175532346.01,833845502.31,535725302.96,243925675.58,1067629646.64,759469632.61,497173197.01,236899620.97,990067376.47,708530594.66,455577610.79,215515975.96,875859912.99,614249388.82,389801179.17,641340481.98,289579752.91,550595349.32,0.0
3,收到的税费返还,42000.00,0,0,50000.00,50000.00,50000.00,0,18000.00,18000.00,18000.00,0,135928.15,0,0,0,455730.30,0,0,0,0,0.00,0,0.00,42000.00,42000.00,42000.00,42400.00,107794.81,47000.00,47000.00,47000.00,0,0,0,0,45000.00,0,0,0,78652.00,24652.00,24652.00,24652.00,339954.15,17747.79,17747.79,17747.79,983651.93,0,0,0,1873771.51,0,0,0,4144597.47,2931242.32,2931242.32,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,9347546.38,5476597.03,1518367.67,12730648.31,5633924.57,3720537.00,1223807.12,10395932.21,17697298.45,11702167.48,5546749.03,19223714.59,14158913.24,6802210.05,2682147.47,33877128.26,11437316.22,15913207.69,4456702.79,17180931.15,19912826.36,7283398.42,920988.67,32436711.93,3176626.37,4047970.64,2465804.04,24583041.49,14402217.23,3056389.69,2938573.24,25316010.84,9719512.72,4454401.52,2871177.64,16843601.30,12266883.63,8960521.76,4826124.36,14389976.37,9381196.25,4839118.03,3229371.29,17861567.72,8207304.88,3557539.56,1616436.34,14711828.09,6530221.03,5247144.11,704778.00,9877353.66,4948481.17,3655884.04,400685.43,11089751.19,3617603.99,2804114.19,555690.98,6502175.09,1327210.73,776635.77,306837.52,298568.99,2123363.00,0.0
5,经营活动现金流入小计,1385329660.07,861525740.75,397031550.96,1626634574.34,1162349848.50,741906364.04,281447146.67,1202339607.54,983489612.97,592998550.64,263592658.71,1042367292.03,935687039.67,487307715.76,226398905.92,1601660770.41,749025672.99,501849106.09,193871519.20,1366352272.20,967288262.13,631791066.60,259414284.42,1292855083.67,1010550751.67,687865913.17,306351660.99,1198943179.98,878518319.75,547084490.72,238102116.06,1427900706.57,1254299043.57,783822546.32,354316644.17,1569124388.28,1084343591.02,704086049.27,329095807.49,1438769663.43,1031139412.40,673716876.79,322708747.66,1572424595.41,1184471165.28,772943513.41,330921104.49,1191227826.03,840375723.34,540972447.07,244630453.58,1079380771.81,764418113.78,500829081.05,237300306.40,1005301725.13,715079440.97,461312967.30,216071666.94,882362088.08,615576599.55,390577814.94,641647319.50,289878321.90,552718712.32,0.0
6,购买商品、接受劳务支付的现金,968111436.93,585921458.10,263154319.79,887393108.95,755235223.10,421732846.89,135948521.76,712332018.41,648194004.72,374463063.12,134359962.29,455008912.54,551043280.35,266611563.69,117337928.12,922336811.40,305447354.87,244261770.94,223248483.80,803610456.34,622639753.43,440465351.01,249291947.43,846283965.11,702037274.88,503718406.86,200453770.93,857178522.68,862503063.13,600887821.06,352272394.12,1099558879.41,1153420902.72,686021568.55,331438464.25,1144778311.90,865449417.45,542767788.81,268925237.04,991448121.48,757521463.31,515354161.02,288494426.65,1236282843.65,892264463.78,602526144.23,327402280.31,866502654.60,669822152.29,441661777.63,205656507.43,825331566.52,613213715.47,400750840.90,211507089.69,787876507.18,579939721.77,364031933.29,173511985.74,654811837.40,504350113.02,322364957.87,438000326.01,186783695.98,369950484.97,0.0
7,支付给职工以及为职工支付的现金,198520005.71,142981154.29,84210827.98,270985959.58,194218073.94,160000331.48,95179999.84,246305956.96,188018751.68,123815865.95,80700160.75,221884371.68,199535358.42,130014751.50,66384748.84,280452577.10,214802378.10,148515086.28,90905772.39,278278889.73,192023826.84,141557798.92,81300500.17,269750281.52,185742962.56,112920511.45,67072322.05,235943952.93,150679473.59,106637496.07,54616554.14,186202194.05,121199645.43,73232992.21,36552054.06,159038965.29,100496081.95,67018216.92,36437300.66,140596186.24,93098914.15,59643266.65,34040217.60,118749267.18,86994460.59,57232940.06,27574566.08,99279838.01,66627193.85,43604552.80,22650819.05,91540699.38,62661168.41,37369628.21,19902377.79,69090643.14,46212472.91,29126585.97,13636230.60,70215295.18,40571711.84,27157041.61,57842845.24,26244116.16,53411737.99,0.0
8,支付的各项税费,68050719.39,48438367.43,19080823.46,78660768.12,55034007.91,36135880.31,17986555.78,75118389.00,58629617.91,35860552.93,14951603.28,65331226.98,50082026.07,37844493.16,16755639.63,85465789.83,68677707.89,53737426.16,11780916.48,84695869.44,58432003.42,38229132.59,17089884.04,43205408.03,52479104.72,33871187.19,13143182.23,49314547.50,30107533.41,20993726.65,11310847.56,52613601.33,44431353.29,33577323.62,17903741.68,56255917.23,40129584.31,24474433.39,8022117.78,64637113.78,48636142.22,34389035.43,9699078.70,60397877.84,50025754.10,27512556.79,8366697.36,43144658.60,29907459.89,16626508.26,3960095.66,38183537.90,28418256.26,14865707.15,5082329.85,38884324.54,24418612.36,17736174.67,5300502.30,25289548.78,17913274.62,12304539.39,26039254.06,11265948.59,43329804.84,0.0
