,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,891765624.82,600773524.75,369439664.92,1268629988.62,898232313.36,523095449.55,318177754.70,1872422953.89,783297160.27,552059658.48,213332910.12,1163680209.89,680572798.38,470851269.40,265072703.60,1042447367.54,556304839.30,406247345.87,207069413.90,951826222.93,666404569.70,396734672.45,134809428.30,890009724.31,636409229.10,475057732.48,202391648.10,1038308842.13,737344565.99,589152884.95,138368524.75,914164086.83,593188518.63,402097819.54,158415393.98,794780861.46,539700854.57,347988201.32,160143678.70,544252473.15,398465290.59,234270995.63,104793743.99,512273230.15,444000854.47,283717204.00,117310163.88,754745583.14,541163564.03,352789105.27,131562253.36,653953284.05,494857862.16,301896991.27,114237449.05,591350198.33,397297139.33,258754445.22,110905823.36,401876641.88,269134757.82,161852556.10,63077917.35,339086278.96,0.0
3,收到的税费返还,20078122.07,12324536.53,7906466.98,28675505.16,20351552.24,13286892.94,9310347.82,32127758.13,23465488.13,13874598.22,7964948.44,24151996.74,21860724.99,11293051.43,5103761.93,21131315.78,15385607.09,9431143.12,7163947.46,18976232.64,16376500.62,10445646.09,8262667.13,21963471.80,19420629.47,13440528.45,5357954.62,22266001.86,15929265.06,18268599.44,3250317.20,29606540.84,22434681.49,15539301.38,8580288.30,23328798.08,15007931.20,8350519.28,5091045.72,12899719.29,8651660.02,5520945.33,2773151.02,14863842.52,12166354.94,8325890.96,3896294.13,26541283.54,17646955.50,11522389.88,12163126.78,23806501.25,10132456.78,9193437.68,5342351.23,21890743.14,15810230.49,9267659.41,3923052.08,14327285.72,10118155.50,7180212.12,2494210.55,20021701.70,0.0
4,收到的其他与经营活动有关的现金,2862108.86,12593442.07,1183103.59,117150091.72,15503289.92,9887071.71,2381109.09,42630153.23,37599603.12,28036375.37,6818059.03,35821006.64,23324828.95,17729844.07,7645838.93,48364442.91,22362380.84,23766599.01,10619366.35,29100299.69,31266989.86,8715680.98,2109878.20,76735915.40,24981793.65,11919026.83,1263058.55,99537169.63,27777857.04,21834994.19,963003.52,14330984.23,27928441.47,14202250.88,1571596.82,6742379.31,8582864.50,2435267.69,1682526.94,6433717.70,5352293.49,4876516.12,2922343.05,20580653.80,8919662.51,1314766.66,450837.25,5599636.33,1151360.52,713909.78,878283.25,872678.80,1688259.05,1342070.44,0,2600966.15,1620315.91,1738876.46,372249.50,1019294.28,238670.72,162027.50,49287.28,332732.13,0.0
5,经营活动现金流入小计,914705855.75,625691503.35,378529235.49,1414455585.50,934087155.52,546269414.20,329869211.61,1947180865.25,844362251.52,593970632.07,228115917.59,1223653213.27,725758352.32,499874164.90,277822304.46,1111943126.23,594052827.23,439445088.00,224852727.71,999902755.26,714048060.18,415895999.52,145181973.63,988709111.51,680811652.22,500417287.76,209012661.27,1160112013.62,781051688.09,629256478.58,142581845.47,958101611.90,643551641.59,431839371.80,168567279.10,824852038.85,563291650.27,358773988.29,166917251.36,563585910.14,412469244.10,244668457.08,110489238.06,547717726.47,465086871.92,293357861.62,121657295.26,786886503.01,559961880.05,365025404.93,144603663.39,678632464.10,506678577.99,312432499.39,119579800.28,615841907.62,414727685.73,269760981.09,115201124.94,417223221.88,279491584.04,169194795.72,65621415.18,359440712.79,0.0
6,购买商品、接受劳务支付的现金,386674731.94,375704392.17,350324380.88,762247767.02,288976151.11,224255098.89,175535754.94,1219055171.03,386226880.23,313160980.59,55963342.48,431500616.04,285287957.91,130874899.31,82883485.93,442144757.12,334345932.98,183757505.13,155511534.87,522949505.39,410620890.43,221937142.42,118896753.22,607462034.47,376421562.26,257088221.69,170542275.52,846325797.38,562401851.64,442499887.93,142588863.08,715954584.17,523547437.78,378509967.21,126295730.08,571937332.97,477123564.93,334942317.77,154948907.31,386577252.24,344752839.90,199358832.38,81602230.72,303987813.59,242288373.77,109632974.68,82220933.58,476941947.94,312114305.44,213903366.94,77473652.62,420702956.33,322675776.89,189152059.72,68000273.48,405840272.90,303712876.69,197116440.34,71286009.02,338609466.77,218826037.50,147615178.33,43874839.30,220611084.75,0.0
7,支付给职工以及为职工支付的现金,214033813.30,125737724.53,110307113.70,284972649.71,229939068.00,171130211.46,114625429.10,263989388.72,214170713.40,151012971.52,96105070.40,242892553.11,221400388.00,167742374.75,108829180.30,210487498.31,174058455.00,130849779.02,96556688.79,210988918.23,169176805.90,126373119.91,76668364.34,190282541.12,155713848.20,116077911.43,73778090.95,198250911.58,129136298.52,102141401.90,31376240.30,153726722.33,110078693.21,78478017.76,47287237.16,111590565.36,86955926.24,69024328.31,36162582.87,78295967.52,58377715.44,43194568.02,28136624.05,74750733.49,69781994.33,35378128.46,14227598.27,85015882.48,43119929.01,23720297.26,10655420.04,72939010.28,44997763.20,31690292.81,18841654.26,46409952.18,36320070.18,20866189.93,12970606.43,44533964.44,26082695.55,18686552.80,10368298.89,31449634.56,0.0
8,支付的各项税费,24934332.43,18685678.45,9065191.69,36024379.12,30391741.12,17645818.91,9800681.02,33967567.39,26832610.85,25940861.17,4618958.01,24917440.70,27613242.90,20329332.19,8441397.91,22355215.68,20433215.58,12865930.58,4466465.16,18388905.64,14906725.30,14290538.50,4974528.05,35844286.53,26342911.49,15840964.72,5038555.12,13938223.24,18780753.64,13360321.89,4941010.51,18179863.08,14693341.59,10481797.95,5082581.12,10943017.29,8781943.44,7386672.93,4004637.79,14406674.04,10782125.08,8073331.07,3739567.32,16987247.49,10664564.93,7999281.56,3519148.88,16342233.69,11138601.53,10080437.59,2582045.60,11180642.18,8167454.09,6231824.28,1342839.99,31783188.49,30048524.29,29987379.14,13033381.09,28151797.21,19248454.70,16404238.68,15959.41,39763427.85,0.0
9,支付的其他与经营活动有关的现金,77577431.90,51789026.87,11879082.27,74833442.18,86900651.15,54686670.25,23215660.66,106823218.26,182298735.23,131220931.30,45000690.48,92250670.50,78926596.89,53947050.78,23358334.37,54897471.22,56770987.39,39888248.50,18898914.68,33634653.20,50843521.28,31938533.08,11460523.21,60323721.23,52295593.04,36599887.71,15269778.49,86333527.94,41796892.57,29965356.61,11213746.82,33036741.98,52820877.16,20490908.24,8686903.21,22885243.24,24500125.46,10181907.24,5709758.49,21855275.27,14470492.89,13754498.23,10758390.16,16782747.79,42250590.36,37731099.55,3142062.98,18713082.76,39406915.95,32090085.96,6301175.41,15704779.67,8129869.01,7087086.61,4436292.51,27297748.22,11298785.36,9897397.05,7639082.92,6217045.94,17247239.59,8171810.02,5897330.72,4939701.07,0.0
