,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2376421357.28,1159979156.92,780902719.47,386313638.63,1429049986.25,1019804409.72,686299610.59,319783328.67,1219770508.06,898399399.27,540153294.61,283591048.98,1235339965.14,902682173.16,565923419.37,276024032.40,1158483073.34,878446450.10,591149886.63,296580411.40,1166442680.82,867410600.56,617021460.54,300041568.74,1236983207.20,916459318.51,566211900.49,270537737.68,1152016859.44,812417986.11,514473373.96,259498139.74,941650588.22,701162019.75,434603446.64,189748591.48,735071037.17,530804770.65,330130524.01,152529618.95,650595746.88,501776191.46,319749000.88,162312834.55,617944111.97,452899535.99,281603730.17,128073841.81,526885996.71,367499855.72,247485269.63,124328103.67,388331723.53,337595816.03,0.0
3,收到的税费返还,23358997.50,21363728.00,15314362.94,6493409.16,10486679.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126828.33,0,0,0,0,49989.97,0,0,0,27765.68,0,0,592970.00,1381524.00,0.0
4,收到的其他与经营活动有关的现金,176627151.75,36854535.69,22656331.44,10062698.04,29949301.30,29795105.50,16944977.10,2947352.81,19335323.89,26389753.63,16776129.52,6966175.61,26712611.63,19765706.81,10168750.70,5590717.56,44877656.21,17278928.85,11944160.38,5796952.30,65632349.14,22890162.67,12308786.22,5329786.76,30302049.98,23631322.34,14036044.90,11066208.72,27840123.59,26752356.96,15761276.45,14571730.25,22830915.09,19894476.44,13603446.46,9707157.12,9148819.01,7716071.18,5470848.40,2303123.68,11402513.39,8645865.43,4634410.46,2236694.24,17798975.61,2211606.52,1073538.90,554246.39,6917756.71,968365.29,1403593.46,1255291.17,1795241.46,980883.39,0.0
5,经营活动现金流入小计,2576407506.53,1218197420.61,818873413.85,402869745.83,1469485966.57,1049599515.22,703244587.69,322730681.48,1239105831.95,924789152.90,556929424.13,290557224.59,1262052576.77,922447879.97,576092170.07,281614749.96,1203360729.55,895725378.95,603094047.01,302377363.70,1232075029.96,890300763.23,629330246.76,305371355.50,1267285257.18,940090640.85,580247945.39,281603946.40,1179856983.03,839170343.07,530234650.41,274069869.99,964481503.31,721056496.19,448206893.10,199455748.60,744219856.18,538520841.83,335601372.41,154832742.63,662125088.60,510422056.89,324383411.34,164549528.79,635743087.58,455161132.48,282677269.07,128628088.20,533803753.42,368495986.69,248888863.09,125583394.84,390719934.99,339958223.42,0.0
6,购买商品、接受劳务支付的现金,1076734582.90,611892417.05,405334934.33,197078262.50,860824279.83,640303209.41,413226062.86,214118736.96,744487115.15,537364112.14,331027157.09,170733848.23,610844775.90,472816294.87,314216985.98,167072587.52,614658043.73,478580247.87,314508499.06,172562602.82,688210568.92,554654879.54,380174967.40,177704534.34,696269050.14,524624167.79,332901065.66,156915013.13,667570903.04,516611290.63,314926299.87,173439975.86,575090912.72,437249507.84,293535685.04,139703263.08,426197391.76,310828416.45,183589081.00,92737865.14,352125375.37,261659177.10,173591712.66,102404960.39,424660440.43,315544844.19,210479232.75,107497391.82,351824388.52,252939492.09,165705670.26,82796793.76,278452601.37,217552145.73,0.0
7,支付给职工以及为职工支付的现金,545626140.96,287041668.30,197084166.03,92832665.48,354912148.78,256422957.41,169764994.58,81968365.98,296992408.42,221069640.02,148729418.55,72256412.09,286739914.11,217215627.34,151272517.43,77471250.52,303377712.17,234087958.59,158316782.53,72020113.16,293600310.41,222740998.37,151850424.09,75224801.95,296278607.95,224791415.27,146604178.05,65673309.61,292506097.14,209044461.86,139329064.56,63700681.16,224212137.90,144520677.14,93580902.18,41691722.70,152712068.28,111745179.73,72023542.96,33534263.88,122370907.86,91620347.23,61985221.33,28685882.64,116998591.58,89960012.55,59411736.60,27817170.69,72070614.05,54711045.63,36317301.10,18888630.90,56610623.80,48480714.64,0.0
8,支付的各项税费,217946591.07,54767769.66,39558413.19,25436171.49,81565162.39,59433540.76,39739981.89,21465057.53,73012338.50,53618786.04,35424755.11,22098276.87,69475409.74,49940624.63,33806887.27,18468384.39,60434453.36,44967220.74,26188687.94,14543988.55,55020029.99,39519429.69,27966319.57,14007135.00,76182102.97,56248266.46,38984922.80,20482210.69,61864446.64,55579795.33,35757478.26,13180645.92,50595597.37,42078952.61,28880874.98,11946146.49,50830867.00,39286879.98,27091621.29,7413272.80,43321915.32,39662561.62,23017143.66,12567554.11,50781716.84,35892403.29,21375943.94,9338430.62,36015093.72,28309747.79,20042245.50,10363630.00,20843004.70,20146392.94,0.0
