,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,6083700882.64,4346685746.34,3190986073.92,1707588356.14,5254521054.62,3681150840.88,2427019583.13,1343582006.28,4415663600.75,2969444156.67,1776283615.94,698537826.60,2799834007.63,1860565729.24,1125644579.55,541185230.64,2747532077.51,2089309797.05,1364661236.73,581541317.38,3389971505.68,2247410459.58,1204271121.38,479592586.22,2738915764.15,1927453973.95,1020751729.44,594909880.44,2583455011.77,1866045224.49,1198450375.75,463104997.92,2479262920.47,1940850143.81,1307231296.53,579870044.68,2470154162.78,1393676738.75,765120908.71,229619446.96,1568739808.08,1131982240.33,726366655.30,320386952.60,2122333162.69,1777749725.40,1325083429.43,599998774.68,1517471067.37,991986746.81,573721967.50,161137222.97,1176762738.72,909449727.44,617093671.97,217193603.50,1280072243.18,1043985415.89,680935906.54,194491366.34,1007326285.90,837053333.08,496555226.75,125768251.80,871203920.06,660420991.66,395068889.02,181974237.41,898661571.37,462913595.21,1033633471.50,385972077.81,1142497618.98,462298325.36,1254222910.22,519061484.65,868094227.47,303346952.89,0.0
3,收到的税费返还,0,0,0,0,104745.71,104745.71,0,0,0,0,0,0,243477.17,180112.73,115149.47,115149.47,2025273.77,1398618.43,901663.08,362416.80,5662852.28,3623022.01,1343500.32,1343500.32,6481127.30,5937478.06,4776961.36,2388175.97,9908037.58,5708714.70,4566360.56,106195.53,9127710.93,6347488.47,3335220.69,334512.78,17351467.73,11988426.06,8528839.35,4075612.20,8686408.43,6568722.26,4936503.20,1618782.03,14367315.54,12222884.81,7204660.65,3057269.62,7771383.19,6599717.44,2749595.22,0,9323582.28,1437193.33,256110.08,14396.21,3280926.18,30529.77,1229166.02,258131.47,2500100.75,2311042.77,577398.11,0,0,0,0,0,2818851.54,348208.48,8700569.11,5941140.44,5027756.52,4636929.77,8303889.14,5778530.74,135952690.23,47115717.50,0.0
4,收到的其他与经营活动有关的现金,35356062.60,26662945.85,17170721.58,57846278.24,29773148.06,26288855.74,18653239.22,3416727.10,37837722.97,66561885.09,64058567.47,22703994.26,14015232.34,9104830.27,6233189.31,2597674.86,18882685.35,15576230.05,10879880.14,4961353.13,18188618.07,11008643.42,6538624.58,3828739.37,19758059.03,15353111.52,11072783.82,6878254.49,14820895.84,10076544.30,5005851.66,3098279.58,20367238.34,15046994.45,11923870.67,4891367.69,16180895.97,80991626.56,79141849.19,32233923.89,14718852.59,15600978.89,14877735.43,6732993.78,8511625.14,6014295.08,4193740.84,11859521.71,3419294.39,10012744.96,3308839.17,15436811.02,647010.65,12675876.14,11626379.78,25393632.36,7790174.02,5767477.82,24744781.21,21403441.21,6352597.69,25264568.22,21926501.71,6768789.94,1712870.36,6220103.06,878501.17,7554408.57,21376023.06,1977538.57,10063825.54,1776704.31,7682236.89,4165676.22,5200534.74,6172274.20,7460187.14,1821104.57,0.0
5,经营活动现金流入小计,6119056945.24,4373348692.19,3208156795.50,1765434634.38,5284398948.39,3707544442.33,2445672822.35,1346998733.38,4453501323.72,3036006041.76,1840342183.41,721241820.86,2814092717.14,1869850672.24,1131992918.33,543898054.97,2768440036.63,2106284645.53,1376442779.95,586865087.31,3413822976.03,2262042125.01,1212153246.28,484764825.91,2765154950.48,1948744563.53,1036601474.62,604176310.90,2608183945.19,1881830483.49,1208022587.97,466309473.03,2508757869.74,1962244626.73,1322490387.89,585095925.15,2503686526.48,1486656791.37,852791597.25,265928983.05,1592145069.10,1154151941.48,746180893.93,328738728.41,2145212103.37,1795986905.29,1336481830.92,614915566.01,1528661744.95,1008599209.21,579780401.89,176574033.99,1186733331.65,923562796.91,628976161.83,242601632.07,1291143343.38,1049783423.48,706909853.77,216152939.02,1016178984.34,864628944.07,519059126.57,132537041.74,872916790.42,666641094.72,395947390.19,189528645.98,922856445.97,465239342.26,1052397866.15,393689922.56,1155207612.39,471100931.35,1267727334.10,531012289.59,1011507104.84,352283774.96,0.0
6,购买商品、接受劳务支付的现金,4943802988.19,3544227216.01,2843098500.82,1566339140.45,4464728121.36,3290304523.12,2195021377.71,1329976921.72,3806766262.84,2678612216.77,1613855075.41,631237059.57,2434088090.90,1593636712.46,1006049042.15,555404862.16,2365073105.48,1843488344.68,1297711686.31,604117053.46,3043519149.86,2024355825.29,1192430751.49,599980929.86,2490021095.05,1781338364.50,1044820546.68,626518990.21,2289100690.59,1656507430.22,1017194752.94,487573367.01,2143916280.60,1728428262.09,1181581584.93,498480513.67,2287194747.43,1354633018.16,802064031.80,263435450.03,1458697954.23,1138299606.46,643539391.48,312754650.56,1848700105.21,1594983594.24,1185598592.13,500811702.58,1338239331.93,930814076.91,567915935.37,220072327.16,1072897328.77,818994495.68,572191192.78,197990202.82,1081693350.18,891400141.11,643101646.22,180139626.94,892276964.37,798920459.11,443169902.52,115222206.97,803153338.96,598086274.77,352579479.28,182404323.75,750131006.24,352183730.20,862728945.10,329723460.65,1088021045.81,428587186.15,1182642691.25,511616943.11,775894232.47,289773276.70,0.0
7,支付给职工以及为职工支付的现金,159520762.62,127688141.53,79103920.19,43413445.75,147466683.54,99641924.01,65836924.13,35136427.66,113042096.63,74176749.98,48391051.74,26503573.08,121664872.15,91723639.43,62318577.32,28109022.23,143809224.41,72819537.09,49944889.98,28549931.16,109446198.01,72383187.34,54405235.78,27644182.25,110802186.00,88493456.03,57655962.36,29113664.31,103698059.25,81758578.10,56310373.23,29405712.70,107552757.62,68177928.43,44478856.52,25990734.84,102444746.93,66744056.79,48642941.35,18492589.17,101644248.31,64190158.36,44441970.03,21148925.98,74680711.86,50171256.87,34230988.33,14063780.23,57790671.56,23879164.13,26175520.08,11471968.54,42048193.96,29926573.35,20980486.90,10071147.54,31535617.62,14036822.16,15980368.76,7873693.77,28300092.54,22721557.40,17163414.76,9593356.33,24244196.93,20904105.47,12479975.84,6288601.10,24434519.10,17916407.62,20105407.97,10088770.73,25099842.32,11809925.61,26361247.47,11205890.59,20058448.97,9451984.54,0.0
8,支付的各项税费,197300413.05,138637719.28,102270224.65,50960115.41,136270676.53,114094374.29,72135280.46,32779552.87,152590795.59,90443902.39,63372081.67,23590840.35,68143120.17,59539992.31,41976179.70,19594131.32,64900926.11,67527431.10,44082747.78,14698783.66,51113664.40,27996031.59,18229701.91,8327268.09,37241393.47,23730167.89,15608346.23,8606309.31,52295804.04,38273015.50,28260548.13,16318259.45,41762014.55,30077146.62,20287950.14,8307788.58,24838646.89,17452225.21,11658085.40,5467702.94,32712925.75,29381335.89,16346228.39,5174091.55,57225609.57,34122297.85,24304263.51,5882609.22,39166185.07,23277940.24,10496714.81,4905977.29,30254905.22,22510426.11,11122578.07,6422112.25,31670870.59,23066911.63,15824055.97,6397214.89,29585455.82,24442264.83,13574740.71,8601864.56,18737649.05,20507771.18,14057846.18,5074370.83,33988458.30,12884002.16,43955798.58,16833426.99,13150759.19,20729333.94,44502306.47,15309461.89,137798608.88,16242564.80,0.0
